VDC/MUNICIPALITY,POPULATION_5_AND_ABOVE_BOTH_SEX,POPULATION_5_AND_ABOVE_MALE,POPULATION_5_AND_ABOVE_FEMALE,CAN_READ_WRITE_BOTH_SEX,CAN_READ_WRITE_MALE,CAN_READ_WRITE_FEMALE,CAN_READ_ONLY_BOTH_SEX,CAN_READ_ONLY_MALE,CAN_READ_ONLY_FEMALE,CANT_READ_WRITE_BOTH_SEX,CANT_READ_WRITE_MALE,CANT_READ_WRITE_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE,LITERACY_RATE_BOTH_SEX,LITERACY_RATE_MALE,LITERACY_RATE_FEMALE
BHIJER,385,180,205,115,88,27,5,2,3,264,89,175,1,1,0,29.87012987012987,48.888888888888886,13.170731707317074
CHHARKA,692,333,359,253,161,92,7,5,2,432,167,265,0,0,0,36.5606936416185,48.348348348348345,25.62674094707521
DHO,829,384,445,237,137,100,20,13,7,572,234,338,0,0,0,28.588661037394452,35.67708333333333,22.47191011235955
DUNAI,2301,1172,1129,1802,1069,733,11,7,4,488,96,392,0,0,0,78.31377661886137,91.21160409556313,64.92471213463243
JUFAL,1982,971,1011,1227,730,497,70,31,39,684,210,474,1,0,1,61.907164480322905,75.18022657054583,49.15924826904055
KAIGAUN,737,357,380,416,246,170,17,8,9,304,103,201,0,0,0,56.44504748982361,68.90756302521008,44.73684210526316
KALIKA,1115,563,552,749,456,293,96,28,68,270,79,191,0,0,0,67.17488789237667,80.99467140319716,53.07971014492754
LAWAN,1419,645,774,697,404,293,69,28,41,653,213,440,0,0,0,49.11909795630726,62.63565891472869,37.85529715762274
LHNA,1020,514,506,449,282,167,18,10,8,553,222,331,0,0,0,44.01960784313725,54.86381322957199,33.00395256916996
LIKHU,1881,931,950,1127,689,438,58,29,29,696,213,483,0,0,0,59.91493886230729,74.00644468313641,46.10526315789474
MAJHFAL,2191,1094,1097,1354,848,506,46,17,29,791,229,562,0,0,0,61.79826563213145,77.51371115173674,46.12579762989973
MUKOT,622,280,342,138,82,56,26,8,18,458,190,268,0,0,0,22.186495176848876,29.28571428571429,16.374269005847953
NARKU,1296,674,622,854,514,340,30,19,11,412,141,271,0,0,0,65.89506172839506,76.26112759643917,54.662379421221864
PAHADA,1828,892,936,844,536,308,125,60,65,854,293,561,5,3,2,46.17067833698031,60.0896860986547,32.9059829059829
PHOKSUNDO,509,252,257,258,167,91,24,7,17,222,75,147,5,3,2,50.687622789783894,66.26984126984127,35.40856031128405
RAHA,782,407,375,491,310,181,11,4,7,279,93,186,1,0,1,62.787723785166236,76.16707616707616,48.266666666666666
RIMI,1183,577,606,750,431,319,19,7,12,414,139,275,0,0,0,63.39814032121724,74.69670710571924,52.64026402640264
SAHARTARA,1736,811,925,970,600,370,17,9,8,749,202,547,0,0,0,55.875576036866356,73.98273736128237,40
SALDANG,1903,931,972,416,296,120,70,47,23,1411,585,826,6,3,3,21.860220704151338,31.793770139634802,12.345679012345679
SARMI,1903,935,968,1039,602,437,120,55,65,741,277,464,3,1,2,54.598003152916455,64.3850267379679,45.14462809917356
SUNHOO,1558,741,817,928,576,352,122,49,73,506,116,390,2,0,2,59.563543003851095,77.7327935222672,43.08445532435741
TINJE,1064,473,591,247,143,104,67,29,38,749,301,448,1,0,1,23.214285714285715,30.23255813953488,17.59729272419628
TRIPURAKOT,2298,1122,1176,1291,797,494,72,34,38,935,291,644,0,0,0,56.1792863359443,71.03386809269162,42.00680272108844
INSTITUTIONAL,571,556,15,570,555,15,0,0,0,1,1,0,0,0,0,99.82486865148861,99.82014388489209,100
