VDC/MUNICIPALITY,THATCH,GALV_IRON,TILE_SLATE,RCC,WOOD_PLANKS,MUD,OTHERS,NOT_STATED
BHIJER,0,0,3,0,1,89,0,0
CHHARKA,1,1,2,0,1,113,0,1
DHO,0,0,6,1,0,203,0,2
DUNAI,0,97,0,6,19,544,0,6
JUFAL,0,6,1,0,0,513,1,1
KAIGAUN,1,8,3,0,0,165,0,0
KALIKA,86,5,6,0,19,118,0,2
LAWAN,1,1,0,0,0,344,0,4
LHNA,4,3,35,0,0,160,3,0
LIKHU,0,4,7,0,2,400,0,2
MAJHFAL,4,2,9,0,0,504,0,0
MUKOT,1,1,0,0,0,160,0,1
NARKU,82,3,10,0,41,151,0,1
PAHADA,0,5,5,1,0,423,0,6
PHOKSUNDO,0,0,0,0,0,112,2,1
RAHA,0,1,2,0,0,186,0,1
RIMI,0,7,6,0,3,239,1,0
SAHARTARA,1,7,2,0,0,416,0,4
SALDANG,0,1,1,0,0,342,0,178
SARMI,20,2,4,0,32,338,5,1
SUNHOO,1,2,4,1,2,352,0,1
TINJE,0,6,5,0,0,241,1,3
TRIPURAKOT,3,1,15,1,0,499,0,2
TOTAL,205,163,126,10,120,6612,13,217
