VDC/MUNICIPALITY,OWNED,RENTED,INSTITUTIONAL,OTHERS
BHIJER,90,0,0,3
CHHARKA,119,0,0,0
DHO,204,3,1,4
DUNAI,404,180,86,2
JUFAL,455,59,6,2
KAIGAUN,172,5,0,0
KALIKA,231,5,0,0
LAWAN,336,12,1,1
LHNA,199,5,0,1
LIKHU,408,6,1,0
MAJHFAL,512,5,2,0
MUKOT,155,2,2,4
NARKU,276,11,1,0
PAHADA,430,3,5,2
PHOKSUNDO,112,0,2,1
RAHA,183,4,1,2
RIMI,245,2,0,9
SAHARTARA,396,4,8,22
SALDANG,516,1,2,3
SARMI,400,2,0,0
SUNHOO,359,2,1,1
TINJE,256,0,0,0
TRIPURAKOT,503,16,1,1
TOTAL,6961,327,120,58
