VDC/MUNICIPALITY,WOOD,KEROSENE,LPG,GUITHA,BIOGAS,ELECTRICITY,OTHERS,NOT_STATED
BHIJER,83,0,0,9,1,0,0,0
CHHARKA,118,0,0,0,0,1,0,0
DHO,36,0,0,174,0,0,0,2
DUNAI,653,11,6,0,0,1,0,1
JUFAL,521,1,0,0,0,0,0,0
KAIGAUN,177,0,0,0,0,0,0,0
KALIKA,235,0,0,0,1,0,0,0
LAWAN,349,0,0,0,0,0,0,1
LHNA,203,1,0,0,1,0,0,0
LIKHU,414,0,0,0,0,0,1,0
MAJHFAL,517,0,0,0,2,0,0,0
MUKOT,162,0,0,0,0,0,0,1
NARKU,287,0,0,0,0,0,0,1
PAHADA,435,0,0,0,0,0,0,5
PHOKSUNDO,114,0,0,0,0,0,0,1
RAHA,189,0,0,0,0,0,0,1
RIMI,256,0,0,0,0,0,0,0
SAHARTARA,430,0,0,0,0,0,0,0
SALDANG,178,0,0,338,2,0,0,4
SARMI,402,0,0,0,0,0,0,0
SUNHOO,363,0,0,0,0,0,0,0
TINJE,9,2,0,129,1,0,113,2
TRIPURAKOT,515,1,0,0,0,3,0,2
TOTAL,6646,16,6,650,8,5,114,21
