VDC/MUNICIPALITY,TAP_PIPED,TUBEWELL,COVERED_WELL,UNCOVERED_WELL,SPOUT_WATER,RIVER_STREAM,OTHERS,NOT_STATED
BHIJER,53,0,0,0,10,30,0,0
CHHARKA,3,0,1,0,0,115,0,0
DHO,37,0,0,12,87,74,0,2
DUNAI,647,0,0,0,3,20,1,1
JUFAL,393,0,0,0,116,13,0,0
KAIGAUN,176,0,0,0,1,0,0,0
KALIKA,213,0,0,0,22,1,0,0
LAWAN,215,0,1,66,49,18,0,1
LHNA,185,0,0,0,2,18,0,0
LIKHU,56,0,0,1,357,1,0,0
MAJHFAL,405,0,0,0,114,0,0,0
MUKOT,105,0,0,0,16,41,0,1
NARKU,286,0,0,0,0,1,0,1
PAHADA,233,0,0,0,202,0,0,5
PHOKSUNDO,84,0,0,0,28,3,0,0
RAHA,178,0,0,1,1,9,0,1
RIMI,253,0,0,0,3,0,0,0
SAHARTARA,409,0,0,7,3,11,0,0
SALDANG,87,0,4,37,23,367,0,4
SARMI,7,0,0,0,260,134,1,0
SUNHOO,329,0,0,0,28,6,0,0
TINJE,104,0,0,6,84,60,0,2
TRIPURAKOT,383,0,0,0,0,136,0,2
TOTAL,4841,0,6,130,1409,1058,2,20
