VDC/MUNICIPALITY,WOOD,KEROSENE,LPG,GUITHA,BIOGAS,ELECTRICITY,OTHERS,NOT_STATED
AMARPATTI,103,8,0,386,10,0,0,1
AMLEKHGANJ,1150,6,167,0,1,11,12,23
AMRITGANG,1066,36,9,337,3,0,9,6
AMAB,912,3,0,12,1,0,0,0
BABUAIN,265,6,2,251,1,0,2,11
BACHHANPURWA,855,6,0,0,30,0,15,1
BADAKI FULBARIYA,462,27,2,386,1,0,0,26
BAGAHI,39,8,0,389,0,0,1,14
BAHUARI,605,4,23,6,0,0,0,8
BALIRAMPUR,560,6,1,439,1,0,3,4
BAGHAWAN,530,11,8,204,0,1,1,6
BANJARIYA,396,7,0,351,0,0,0,81
BARAINIYA,367,8,3,343,2,0,1,11
BARIYARPUR,1653,16,17,83,1,0,9,6
BASATPUR,670,22,2,317,3,2,1,10
BATARA,224,6,5,309,0,0,0,2
BELDARI,328,16,0,281,1,0,0,10
BENAULI,418,7,1,299,1,0,6,14
BHAGWANPUR,404,12,0,323,5,0,0,7
BHALUHI BHARBALIYA,876,7,4,96,0,0,0,5
BHARATGANJ SIGAUL,1055,4,7,4,14,0,0,13
BHATAUDA,604,9,6,264,4,0,1,23
BHODAHA,945,13,1,64,0,0,0,8
BISHRAMPUR,570,8,27,294,2,0,0,11
BISHUNPUR,10,1,1,420,0,0,89,6
BISHUNPURWA,339,12,5,385,1,0,86,11
BUNIYAD,432,4,5,302,1,1,18,19
CHHATA PIPRA,1006,5,51,2,0,0,0,1
CHHATAWA,248,4,11,502,1,0,1,4
DAHIYAR,1068,5,19,37,0,0,3,2
DEWAPUR,383,17,5,223,1,0,2,11
DHARMA NAGAR,458,8,12,256,3,1,20,12
DOHARI,624,5,0,60,3,0,0,8
DUMARWANA,3819,13,164,3,384,1,1,31
FATTEPUR,1440,9,9,3,34,0,0,9
GADHAHAL,494,3,2,41,1,0,2,2
GANJ BHAWANIPUR,847,2,23,2,0,0,0,36
GOLAGANJ,457,8,7,238,5,0,1,13
HARAIYA,1648,4,17,6,30,0,0,9
HARDIYA,3,4,0,725,2,0,0,5
HARIHARPUR,274,2,0,521,1,0,1,5
INARWAMAL,161,9,4,669,2,0,225,0
INARWASIRA,1480,6,5,68,43,0,0,5
ITIYAHI,150,13,14,782,8,0,0,10
JHITAKAIYA(DAKSHIN),107,12,4,960,6,0,1,91
JHITAKAIYA(UTTAR),818,7,4,127,3,0,1,4
JITPUR BHAWANIPUR,3040,26,573,23,34,0,1,24
KABAHIGOTH,180,11,0,705,5,0,0,26
KABAHIJABDI,141,8,4,484,0,0,4,4
KACHORWA,771,55,8,682,3,2,84,9
KAKADI,688,6,0,1,0,0,0,5
KALAIYA MUNICIPALITY,4459,70,1634,473,69,3,2,137
KARAIYA,817,10,1,1,0,0,0,14
KHOPAWA,462,9,0,260,1,0,29,3
KHUTWAJABDI,572,7,12,116,2,0,1,7
KOLHABI,1092,5,67,3,91,0,3,11
KUDAWA,117,20,0,433,0,0,0,8
LAXMIPUR KOTWALI,45,12,4,732,0,0,1,4
LIPANIMAL,1058,8,23,20,0,0,1,5
MADHURIJABDI,138,6,0,328,0,2,0,4
MAHENDRA ADARSHA,279,4,0,472,0,0,21,3
MAHESHPUR,976,15,0,368,3,0,0,9
MAJHARIYA,102,5,0,425,0,0,121,4
MANAHARWA,1700,26,22,5,68,0,0,9
MATIARWA,394,27,8,461,1,1,7,2
MOTISAR,626,10,14,97,1,0,1,9
NARAHI,426,8,0,278,0,0,1,22
NIJGADH,3005,16,310,6,619,2,2,22
PAKADIYA CHIKANI,232,8,2,353,0,0,70,7
PAPARPATI JABDI,29,4,7,365,6,0,27,3
PATERWA,573,6,0,28,0,0,0,10
PATHARHATI,330,14,0,284,2,0,1,2
PATHERA,219,17,2,431,3,1,100,0
PHETA,841,6,7,145,1,0,1,5
PIPARA SIMARA,3245,43,1529,7,345,6,12,66
PIPARABIRTA,500,7,2,45,0,0,1,2
PIPARPATI PARCHROUWA,82,21,6,611,2,0,16,3
PIPRA BASANTAPUR,536,13,2,58,1,0,77,3
PIPRADHI GOTH,57,6,2,585,1,0,42,5
PRASAUNI,981,2,89,154,1,1,0,4
PRASAUNA,712,4,0,0,1,0,0,1
PRASTOKA,866,13,1,482,6,0,0,16
PRASURAMPUR,33,12,0,893,3,0,7,5
PURAINIYA,482,7,0,327,0,0,30,8
RAGHUNATHPUR,512,7,3,194,0,0,5,0
RAMPUR TOKANI,940,16,82,1,0,1,0,4
RAMPURWA,806,4,3,12,2,0,0,1
RATANPURI,2065,6,2,0,2,1,0,7
RAUWAHI,107,6,2,347,1,0,50,8
SAPAHI,1669,3,26,3,111,0,0,26
SHREENAGAR BAIRIYA,580,9,1,39,0,0,45,4
SIHORWA,654,5,2,2,34,0,0,1
SINHASANI,433,6,0,393,0,0,17,3
SISAHANIYA,447,2,1,30,0,0,0,0
TEDHAKATTI,573,4,0,107,0,0,8,4
TELKUWA,247,11,3,486,0,0,43,22
TETARIYA,529,1,0,2,0,0,0,0
UCHIDIHA,542,6,12,138,3,0,5,2
UMARJAN,777,5,4,176,1,0,2,7
TOTAL,73010,1047,5117,24841,2033,37,1350,1165
