VDC/MUNICIPALITY,WOOD,KEROSENE,LPG,GUITHA,BIOGAS,ELECTRICITY,OTHERS,NOT_STATED
BHORLE,1161,2,12,0,0,1,0,8
BRIDHIM,161,0,0,0,0,0,0,0
CHILIME,322,0,13,0,0,5,0,0
DANDAGOUN,462,2,7,0,4,2,1,1
DHUNCHE,429,9,256,0,0,6,8,6
GATLANG,398,1,0,0,0,0,0,1
GOLJUNG,259,1,9,0,0,0,0,0
HAKU,442,0,0,0,1,0,0,0
DHAIBUNG,928,6,165,0,2,1,1,6
LAHAREPOUWA,910,0,90,0,45,0,3,5
LANGTANG,128,0,24,0,0,0,0,0
RAMCHE,473,5,8,0,0,0,0,3
SARAMTHALI,794,19,3,0,0,2,1,2
SYAFRU,407,10,200,0,1,0,3,0
THULOGOUN,287,0,9,0,21,0,0,0
THUMAN,230,7,1,0,1,0,0,0
TIMURE,122,1,7,0,0,0,0,0
YARSA,813,6,1,0,0,0,0,0
TOTAL,8726,69,805,0,75,17,17,32
