VDC/MUNICIPALITY,ELECTRICITY,KEROSENE,BIOGAS,SOLAR,OTHERS,NOT_STATED
BANJH,3,27,1,605,177,5
BHAIRABANATH,0,81,0,335,448,4
BHAMCHAUR,6,224,4,451,61,2
BHATEKHOLA,4,67,0,307,199,2
BYASI,164,150,29,258,111,6
CHAINPUR,750,198,8,96,139,13
CHAUDHARI,2,236,1,377,83,8
DAHABAGAR,81,34,0,801,99,20
DANGAJI,7,55,0,336,318,16
DATOLA,33,3,0,177,317,17
DAULICHAUR,122,26,76,363,249,3
DEULEKH,1,80,2,288,329,3
DEULIKOT,29,287,0,568,304,7
DHAMENA,167,1,0,99,189,7
GADARAYA,288,3,0,165,100,4
HEMANTABADA,328,72,1,23,122,3
KADEL,68,1,1,342,412,5
KAILASH,0,90,0,66,181,2
KALUKHETI,229,75,4,44,152,3
KANDA,11,0,0,300,49,3
KAPHALASERI,17,423,0,355,249,7
KHIRATADI,1,122,0,843,431,15
KOIRALAKOT,4,1,0,185,403,22
KOT BHAIRAB,433,100,0,7,112,16
KOTDEWAL,14,144,38,266,91,5
LAMATOLA,365,3,0,0,1,1
LEKGAU,4,295,0,424,226,6
LUYANTA,238,15,0,79,191,2
MAJHIGAU,770,2,0,10,5,1
MALUMELA,2,68,0,215,124,1
MASTA,0,82,8,276,132,2
MATELA,2,1,0,255,190,3
MAULALI,0,183,0,269,166,5
MELBISAUNI,41,15,9,223,329,2
PARAKATNE,99,41,0,306,335,5
PATADEWAL,310,75,1,25,100,3
PAUWAGADHI,249,1,0,53,63,0
PIPALKOT,6,174,0,391,183,33
RAYAL,2,43,0,548,557,2
RILU,200,30,0,343,242,4
RITHAPATA,408,56,0,67,50,5
SAINPASELA,283,248,20,407,140,19
SUBEDA,129,195,0,166,313,9
SUNIKOT,0,4,2,139,225,1
SUNKUDA,14,28,73,777,365,2
SURMA,5,3,5,409,156,1
SYANDI,13,219,1,306,229,9
TOTAL,5902,4281,284,13345,9647,314
