VDC/MUNICIPALITY,MUD_BONDED,CEMENT_BONDED,RCC_WITH_PILLAR,WOODEN_PILLAR,OTHERS,NOT_STATED
BANJH,810,0,0,2,0,6
BHAIRABANATH,853,4,0,2,0,9
BHAMCHAUR,744,0,0,0,0,4
BHATEKHOLA,567,4,0,0,0,8
BYASI,708,2,0,0,0,8
CHAINPUR,1052,60,10,59,0,23
CHAUDHARI,667,7,0,24,0,9
DAHABAGAR,1014,0,0,1,0,20
DANGAJI,714,0,0,2,0,16
DATOLA,528,0,0,3,0,16
DAULICHAUR,835,0,0,0,0,4
DEULEKH,680,17,1,0,0,5
DEULIKOT,1188,1,0,0,0,6
DHAMENA,456,0,0,0,0,7
GADARAYA,554,1,0,0,0,5
HEMANTABADA,540,3,0,1,1,4
KADEL,812,3,0,2,0,12
KAILASH,334,0,0,1,0,4
KALUKHETI,492,8,0,1,0,6
KANDA,359,1,0,0,0,3
KAPHALASERI,1030,0,0,0,0,21
KHIRATADI,1392,3,0,1,0,16
KOIRALAKOT,590,0,0,1,0,24
KOT BHAIRAB,650,3,0,0,0,15
KOTDEWAL,553,0,0,0,0,5
LAMATOLA,368,1,0,1,0,0
LEKGAU,946,2,0,0,0,7
LUYANTA,519,0,1,0,0,5
MAJHIGAU,781,2,0,1,0,4
MALUMELA,404,0,0,3,0,3
MASTA,496,1,0,0,0,3
MATELA,436,5,0,5,0,5
MAULALI,613,4,0,1,0,5
MELBISAUNI,611,2,0,1,0,5
PARAKATNE,781,0,0,0,0,5
PATADEWAL,512,0,0,0,0,2
PAUWAGADHI,364,2,0,0,0,0
PIPALKOT,743,0,0,1,0,43
RAYAL,1111,13,2,21,0,5
RILU,810,0,0,0,0,9
RITHAPATA,550,12,0,19,0,5
SAINPASELA,1073,23,1,0,0,20
SUBEDA,752,1,0,42,0,17
SUNIKOT,368,2,0,0,0,1
SUNKUDA,1221,10,0,19,0,9
SURMA,576,0,0,0,0,3
SYANDI,765,0,1,1,0,10
TOTAL,32922,197,16,215,1,422
