VDC/MUNICIPALITY,NO_FACILITY,AT_LEAST_ONE,RADIO,TELEVISION,CABLE_TELEVISION,COMPUTER,INTERNET,TELEPHONE,MOBILE_PHONE,MOTOR,MOTORCYCLE,CYCLE,OTHER_VEHICLE,REFRIGERATOR,NOT_STATED
BANJH,337,478,420,15,2,0,0,11,219,0,0,0,0,1,3
BHAIRABANATH,374,483,447,13,1,0,0,24,132,1,0,1,1,0,11
BHAMCHAUR,303,433,344,7,0,0,0,0,216,0,0,0,0,0,12
BHATEKHOLA,134,393,343,8,1,2,0,11,240,0,0,0,1,0,52
BYASI,221,482,464,22,1,0,0,36,164,0,0,0,0,0,15
CHAINPUR,143,1037,859,357,309,76,43,139,718,1,0,2,1,29,24
CHAUDHARI,275,419,383,4,1,0,0,7,211,1,0,0,0,0,13
DAHABAGAR,282,730,677,10,0,0,0,28,236,0,0,2,5,0,23
DANGAJI,275,395,379,2,0,0,0,5,100,2,0,0,1,1,62
DATOLA,178,349,333,11,0,0,0,1,85,0,0,0,0,0,20
DAULICHAUR,116,671,643,57,2,2,2,38,192,0,0,0,0,0,52
DEULEKH,360,338,276,0,0,1,0,0,164,0,0,0,0,0,5
DEULIKOT,452,687,640,18,0,2,0,27,206,0,0,2,0,0,56
DHAMENA,102,350,311,15,8,3,0,18,138,0,0,1,0,1,11
GADARAYA,270,277,256,11,4,4,0,17,130,1,0,0,0,1,13
HEMANTABADA,72,471,408,74,86,5,1,6,310,0,0,0,0,3,6
KADEL,215,534,491,17,8,3,0,25,199,0,0,2,0,1,80
KAILASH,53,219,189,3,0,0,0,7,122,0,0,0,0,0,67
KALUKHETI,209,280,256,15,1,1,0,11,127,0,1,1,0,0,18
KANDA,54,309,292,17,4,3,0,7,54,0,0,0,0,0,0
KAPHALASERI,471,575,539,4,1,0,0,5,156,0,0,0,1,0,5
KHIRATADI,619,778,691,13,0,1,0,55,261,0,0,0,1,0,15
KOIRALAKOT,237,345,330,1,0,2,0,6,113,0,0,0,0,0,33
KOT BHAIRAB,271,362,339,16,3,1,0,25,147,0,1,0,0,0,35
KOTDEWAL,138,409,364,27,9,2,0,10,234,0,1,0,1,0,11
LAMATOLA,143,227,186,38,19,2,0,9,140,0,0,0,1,0,0
LEKGAU,223,671,638,29,8,1,0,22,190,0,0,2,1,0,61
LUYANTA,103,402,320,67,21,4,1,13,269,0,0,1,0,0,20
MAJHIGAU,345,441,355,103,9,4,1,41,217,0,0,0,1,2,2
MALUMELA,125,270,261,1,0,1,0,22,87,0,0,0,0,0,15
MASTA,135,359,310,8,0,2,2,5,195,0,0,0,0,0,6
MATELA,120,323,303,2,1,1,0,29,147,0,1,0,0,0,8
MAULALI,177,414,400,4,0,1,0,14,82,0,1,1,0,0,32
MELBISAUNI,212,399,374,19,0,3,1,30,196,0,0,1,0,0,8
PARAKATNE,320,459,445,0,0,2,2,6,120,0,1,2,1,2,7
PATADEWAL,231,281,246,30,2,4,0,3,104,0,0,0,0,0,2
PAUWAGADHI,92,273,259,24,0,0,0,13,105,0,2,0,0,0,1
PIPALKOT,315,400,362,8,2,0,0,0,136,0,0,0,0,0,72
RAYAL,502,614,587,13,2,0,1,45,153,1,1,3,0,0,36
RILU,262,548,518,8,0,0,0,7,105,0,0,0,0,0,9
RITHAPATA,90,454,406,166,115,14,7,71,209,0,3,0,0,5,42
SAINPASELA,387,721,647,25,1,2,1,38,289,0,2,0,0,0,9
SUBEDA,247,559,527,38,1,2,0,9,257,0,0,1,0,0,6
SUNIKOT,134,237,223,18,3,0,0,19,96,0,0,0,0,0,0
SUNKUDA,485,710,613,12,0,1,0,11,359,0,0,0,0,0,64
SURMA,134,435,434,28,0,0,0,13,6,0,0,0,0,0,10
SYANDI,258,491,438,3,1,1,0,7,240,0,2,1,1,0,28
