VDC/MUNICIPALITY,HOUSEHOLD,TOTAL_POPULATION,MALE_POPULATION,FEMALE_POPULATION,AVERAGE_HOUSEHOLD_SIZE,SEX_RATIO
TOTAL,19303,108921,54898,54023,5.642698026213542,101.61968050645096
BADKI,777,4740,2332,2408,6.100386100386101,96.843853820598
BIRAT,644,3541,1764,1777,5.498447204968944,99.26842993809791
BUMRAMADICHAUR,214,1177,606,571,5.5,106.12959719789843
CHANDAN NATH,1839,8491,4192,4299,4.617183251767265,97.51104908118167
CHHUMCHAUR,413,2615,1314,1301,6.331719128329298,100.99923136049193
DEPALGAUN,498,2398,1167,1231,4.815261044176707,94.80097481722177
DHAPA,675,3746,1877,1869,5.54962962962963,100.42803638309256
DILLICHAUR,877,4711,2338,2373,5.3717217787913345,98.52507374631269
GARJYANGKOT,775,4146,2039,2107,5.349677419354839,96.77266255339345
GHODE MAHADEV,371,2424,1247,1177,6.533692722371968,105.94732370433304
GUTHICHAUR,575,3326,1661,1665,5.7843478260869565,99.75975975975976
HANKU,467,2226,1103,1123,4.766595289079229,98.21905609973285
KALIKAKHETU,436,2815,1397,1418,6.456422018348624,98.51904090267983
KANAKASUNDARI,486,2988,1480,1508,6.148148148148148,98.14323607427056
KARTIK SWAMI,454,2186,1072,1114,4.814977973568282,96.22980251346499
KUDARI,862,5011,2511,2500,5.81322505800464,100.44
LAMRA,555,2855,1435,1420,5.1441441441441444,101.05633802816902
RARALIHI,486,2681,1335,1346,5.516460905349795,99.18276374442794
MAHABAIPATHARKHOLA,500,2998,1494,1504,5.996,99.33510638297872
MAHAT,807,3625,1786,1839,4.491945477075588,97.11799891245242
MALIKABOTA,266,1691,856,835,6.357142857142857,102.51497005988024
MALIKATHANTA,531,3491,1773,1718,6.574387947269304,103.20139697322467
NARAKOT,587,3518,1749,1769,5.993185689948893,98.86941775014132
PANDAWAGUFA,637,3819,1884,1935,5.995290423861852,97.36434108527132
PATARASI,625,3791,1893,1898,6.0656,99.73656480505795
PATMARA,622,3454,1743,1711,5.553054662379421,101.87025131502045
SANIGAUN,734,4729,2420,2309,6.4427792915531334,104.80727587700302
TALIUM,896,4745,2319,2426,5.295758928571429,95.58944765045342
TAMTI,750,4478,2298,2180,5.970666666666666,105.41284403669724
TATOPANI,932,5079,2511,2568,5.4495708154506435,97.7803738317757
