VDC/MUNICIPALITY,NO_FACILITY,AT_LEAST_ONE,RADIO,TELEVISION,CABLE_TELEVISION,COMPUTER,INTERNET,TELEPHONE,MOBILE_PHONE,MOTOR,MOTORCYCLE,CYCLE,OTHER_VEHICLE,REFRIGERATOR,NOT_STATED
BADKI,490,287,179,5,0,0,0,0,204,0,0,0,0,0,0
BIRAT,242,385,184,7,1,2,0,7,343,1,1,0,1,0,17
BUMRAMADICHAUR,32,182,82,9,6,3,0,1,167,0,0,0,0,0,0
CHANDAN NATH,208,1597,802,949,563,117,48,167,1372,8,30,14,3,13,34
CHHUMCHAUR,251,160,60,9,0,0,0,3,131,0,1,2,0,0,2
DEPALGAUN,129,368,329,34,3,0,0,0,190,0,0,0,0,0,1
DHAPA,179,489,181,1,0,1,0,0,455,0,0,1,0,0,7
DILLICHAUR,286,585,470,50,0,2,0,11,303,0,0,1,0,1,6
GARJYANGKOT,151,585,555,64,0,1,1,4,248,0,1,0,0,0,39
GHODE MAHADEV,179,179,135,0,0,0,0,0,115,0,0,1,0,0,13
GUTHICHAUR,163,385,267,14,0,1,0,4,249,0,0,0,0,0,27
HANKU,216,250,208,8,2,0,0,9,141,0,1,0,0,0,1
KALIKAKHETU,247,183,120,4,0,0,0,0,110,0,1,0,0,0,6
KANAKASUNDARI,188,296,162,0,10,0,0,5,242,0,0,0,0,0,2
KARTIK SWAMI,89,359,265,203,21,20,3,3,284,0,4,2,0,0,6
KUDARI,393,462,345,15,0,1,0,0,282,0,1,3,0,0,7
LAMRA,78,474,393,31,0,4,0,0,339,1,10,9,0,0,3
RARALIHI,153,279,154,17,1,1,0,7,207,0,0,0,0,0,54
MAHABAIPATHARKHOLA,200,288,189,0,0,0,0,0,202,0,0,0,0,0,12
MAHAT,72,726,532,375,382,63,25,73,582,2,15,7,4,3,9
MALIKABOTA,103,163,89,13,1,4,0,3,128,0,0,0,6,0,0
MALIKATHANTA,282,247,143,5,1,0,0,1,170,0,0,0,0,0,2
NARAKOT,261,321,177,4,1,0,0,1,255,0,0,0,0,0,5
PANDAWAGUFA,216,408,173,4,0,0,0,5,352,0,0,0,0,0,13
PATARASI,372,226,195,16,7,0,0,0,120,0,0,0,0,0,27
PATMARA,103,486,370,159,66,0,0,22,314,0,0,0,7,0,33
SANIGAUN,281,436,230,6,1,2,0,2,357,0,0,0,7,0,17
TALIUM,207,628,561,65,4,2,0,1,400,0,8,7,0,1,61
TAMTI,291,449,254,14,4,3,0,1,349,0,0,0,1,0,10
TATOPANI,414,509,383,16,3,1,1,5,281,0,4,3,0,0,9
