VDC/MUNICIPALITY,POPULATION_5_AND_ABOVE_BOTH_SEX,POPULATION_5_AND_ABOVE_MALE,POPULATION_5_AND_ABOVE_FEMALE,CAN_READ_WRITE_BOTH_SEX,CAN_READ_WRITE_MALE,CAN_READ_WRITE_FEMALE,CAN_READ_ONLY_BOTH_SEX,CAN_READ_ONLY_MALE,CAN_READ_ONLY_FEMALE,CANT_READ_WRITE_BOTH_SEX,CANT_READ_WRITE_MALE,CANT_READ_WRITE_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE,LITERACY_RATE_BOTH_SEX,LITERACY_RATE_MALE,LITERACY_RATE_FEMALE
BADKI,3977,1967,2010,1929,1244,685,52,22,30,1994,699,1295,2,2,0,48.503897410108124,63.243518047788505,34.07960199004975
BIRAT,3046,1529,1517,1514,1011,503,56,31,25,1476,487,989,0,0,0,49.704530531845045,66.12164813603663,33.15754779169413
BUMRAMADICHAUR,1048,537,511,548,339,209,46,25,21,454,173,281,0,0,0,52.29007633587786,63.128491620111724,40.90019569471624
CHANDAN NATH,7607,3746,3861,5136,3028,2108,165,91,74,2303,625,1678,3,2,1,67.51676087813856,80.8328884143086,54.5972545972546
CHHUMCHAUR,2180,1100,1080,990,668,322,33,14,19,1157,418,739,0,0,0,45.412844036697244,60.72727272727273,29.814814814814817
DEPALGAUN,2083,1015,1068,1294,765,529,15,9,6,774,241,533,0,0,0,62.12193951032165,75.36945812807882,49.53183520599251
DHAPA,3253,1630,1623,1778,1138,640,141,64,77,1333,428,905,1,0,1,54.6572394712573,69.8159509202454,39.43314849044978
DILLICHAUR,4046,2009,2037,1923,1230,693,83,44,39,2040,735,1305,0,0,0,47.52842313395947,61.224489795918366,34.02061855670103
GARJYANGKOT,3649,1784,1865,2002,1245,757,211,90,121,1429,446,983,7,3,4,54.86434639627296,69.78699551569507,40.58981233243968
GHODE MAHADEV,2008,1035,973,944,663,281,74,38,36,990,334,656,0,0,0,47.01195219123506,64.05797101449275,28.879753340184994
GUTHICHAUR,2823,1416,1407,1387,867,520,131,61,70,1302,487,815,3,1,2,49.132128940843074,61.228813559322035,36.95806680881308
HANKU,1930,945,985,1157,679,478,30,15,15,736,248,488,7,3,4,59.9481865284974,71.85185185185186,48.52791878172589
KALIKAKHETU,2371,1172,1199,1223,715,508,76,38,38,1072,419,653,0,0,0,51.581611134542385,61.00682593856656,42.36864053377815
KANAKASUNDARI,2555,1268,1287,1358,863,495,77,20,57,1120,385,735,0,0,0,53.15068493150685,68.05993690851734,38.46153846153847
KARTIK SWAMI,1955,950,1005,1396,811,585,51,21,30,507,117,390,1,1,0,71.40664961636828,85.36842105263159,58.2089552238806
KUDARI,4242,2121,2121,2205,1352,853,164,96,68,1873,673,1200,0,0,0,51.98019801980198,63.74351720886374,40.216878830740214
LAMRA,2505,1253,1252,1643,972,671,124,30,94,737,250,487,1,1,0,65.58882235528942,77.57382282521948,53.594249201277954
RARALIHI,2231,1119,1112,979,618,361,34,15,19,1218,486,732,0,0,0,43.881667413715824,55.22788203753352,32.46402877697842
MAHABAIPATHARKHOLA,2546,1249,1297,1596,906,690,61,40,21,888,303,585,1,0,1,62.68656716417911,72.53803042433947,53.19969159599075
MAHAT,3253,1594,1659,2306,1382,924,32,13,19,913,199,714,2,0,2,70.88841069781739,86.70012547051444,55.69620253164557
MALIKABOTA,1464,754,710,776,507,269,87,42,45,599,204,395,2,1,1,53.00546448087432,67.24137931034483,37.88732394366197
MALIKATHANTA,2937,1491,1446,1456,947,509,96,51,45,1383,493,890,2,0,2,49.57439564181137,63.51441985244802,35.200553250345784
NARAKOT,3027,1494,1533,1853,1170,683,108,36,72,1066,288,778,0,0,0,61.215725140403045,78.3132530120482,44.553163731245924
PANDAWAGUFA,3346,1653,1693,1776,1109,667,138,46,92,1431,498,933,1,0,1,53.07830245068739,67.09013914095584,39.39751919669226
PATARASI,3210,1611,1599,1130,818,312,118,67,51,1962,726,1236,0,0,0,35.202492211838006,50.775915580384854,19.51219512195122
PATMARA,2965,1477,1488,1556,980,576,145,78,67,1261,418,843,3,1,2,52.47892074198989,66.35071090047393,38.70967741935484
SANIGAUN,3974,2029,1945,2052,1337,715,206,99,107,1716,593,1123,0,0,0,51.63563160543533,65.89452932479054,36.760925449871465
TALIUM,4190,2051,2139,2200,1271,929,166,82,84,1823,697,1126,1,1,0,52.50596658711218,61.96977084349098,43.431510051425896
TAMTI,3748,1938,1810,1722,1101,621,198,101,97,1823,733,1090,5,3,2,45.94450373532551,56.811145510835914,34.309392265193374
TATOPANI,4366,2132,2234,2122,1302,820,257,133,124,1987,697,1290,0,0,0,48.60284012826386,61.069418386491556,36.70546105640107
INSTITUTIONAL,1425,1301,124,1404,1288,116,9,5,4,12,8,4,0,0,0,98.52631578947368,99.00076863950808,93.54838709677419
