VDC/MUNICIPALITY,TAP_PIPED,TUBEWELL,COVERED_WELL,UNCOVERED_WELL,SPOUT_WATER,RIVER_STREAM,OTHERS,NOT_STATED
BADKI,659,0,0,1,83,1,29,4
BIRAT,400,0,1,19,190,2,25,7
BUMRAMADICHAUR,213,0,0,0,0,1,0,0
CHANDAN NATH,1784,0,1,1,33,5,0,15
CHHUMCHAUR,253,0,0,0,158,0,0,2
DEPALGAUN,480,0,0,2,15,1,0,0
DHAPA,656,0,0,1,14,2,0,2
DILLICHAUR,321,0,0,0,548,2,0,6
GARJYANGKOT,556,0,6,18,183,11,0,1
GHODE MAHADEV,227,0,0,0,0,143,0,1
GUTHICHAUR,429,0,0,0,59,80,0,7
HANKU,410,0,0,1,2,54,0,0
KALIKAKHETU,413,0,0,10,3,4,0,6
KANAKASUNDARI,473,0,2,5,1,5,0,0
KARTIK SWAMI,410,0,0,0,31,0,7,6
KUDARI,746,0,0,0,36,75,1,4
LAMRA,550,0,0,0,1,0,0,4
RARALIHI,481,0,0,1,1,2,0,1
MAHABAIPATHARKHOLA,486,0,0,0,3,8,0,3
MAHAT,545,0,2,2,201,48,2,7
MALIKABOTA,239,0,0,0,25,0,2,0
MALIKATHANTA,488,0,0,0,0,41,0,2
NARAKOT,435,0,5,0,144,0,0,3
PANDAWAGUFA,566,0,0,0,64,1,0,6
PATARASI,191,0,0,1,258,168,0,7
PATMARA,543,0,1,2,64,0,7,5
SANIGAUN,553,0,9,14,137,16,0,5
TALIUM,708,0,0,2,171,5,0,10
TAMTI,487,0,0,0,251,6,1,5
TATOPANI,739,0,0,0,180,12,0,1
TOTAL,15441,0,27,80,2856,693,74,120
