VDC/MUNICIPALITY,HOUSEHOLD,TOTAL_POPULATION,MALE_POPULATION,FEMALE_POPULATION,AVERAGE_HOUSEHOLD_SIZE,SEX_RATIO
TOTAL,80720,381937,182936,199001,4.731627849355798,91.92717624534549
ANEKOT,1493,7100,3396,3704,4.755525787006028,91.68466522678186
BALDTHALI,660,2695,1205,1490,4.083333333333333,80.87248322147651
BALTING,504,2590,1224,1366,5.138888888888889,89.60468521229869
BALUWAPATI DEUPUR,1292,6023,2943,3080,4.661764705882353,95.55194805194806
BANAKHU CHOR,709,4554,2256,2298,6.423131170662906,98.17232375979113
BANEPA MUNICIPALITY,5540,24764,12325,12439,4.470036101083032,99.08352761476003
BEKHSIMLE GHARTIGAUN,256,1161,543,618,4.53515625,87.86407766990291
BHIMKHORI,1066,5524,2544,2980,5.181988742964353,85.36912751677852
BHUMLUTAR,529,1885,864,1021,3.563327032136106,84.62291870714985
BIRTADEURALI,530,2272,1007,1265,4.286792452830189,79.60474308300395
BOLDE FEDICHE,470,2041,916,1125,4.342553191489362,81.42222222222222
BUDHAKHANI,662,3941,1894,2047,5.953172205438066,92.52564728871519
CHALAL GANESHSTHAN,864,3973,1785,2188,4.59837962962963,81.58135283363802
CHANDENI MANDAN,782,3265,1500,1765,4.175191815856778,84.98583569405099
CHOUBAS,487,2068,943,1125,4.246406570841889,83.82222222222222
CHYAMRANGBESI,304,1629,816,813,5.358552631578948,100.36900369003689
CHYASING KHARKA,611,2789,1285,1504,4.564648117839607,85.43882978723404
DANDAGAUN,484,3104,1494,1610,6.413223140495868,92.79503105590062
DAPCHA CHATREBHANJH,632,2766,1281,1485,4.3765822784810124,86.26262626262627
DARAUNE POKHARI,645,2684,1207,1477,4.1612403100775195,81.71970209884903
DEWABHUMI BALUWA,1578,7138,3329,3809,4.523447401774398,87.39826726174849
DEVITAR,572,2652,1209,1443,4.636363636363637,83.78378378378379
DHULIKHEL MUNICIPALITY,3279,14283,7122,7161,4.3559011893870085,99.45538332635107
DHUNKHARKA,1035,4916,2260,2656,4.7497584541062805,85.09036144578313
DHUSENI SIWALAYA,366,1716,776,940,4.688524590163935,82.5531914893617
DOLALGHAT,467,2126,1063,1063,4.552462526766595,100
FALATE BHUMLU,303,1185,526,659,3.910891089108911,79.81790591805766
FALEMETAR,668,4234,2130,2104,6.338323353293413,101.23574144486692
FOKSINGTAR,376,2339,1104,1235,6.220744680851064,89.39271255060729
GAIRI BISOUNA DEUPUR,1203,5374,2497,2877,4.467165419783874,86.79179701077511
GHARTICHHAP,411,2612,1264,1348,6.355231143552311,93.76854599406528
GOKULE,752,4837,2423,2414,6.43218085106383,100.3728251864126
GOTHPANI,518,2292,1071,1221,4.424710424710424,87.71498771498771
HOKSE BAZAR,970,4613,2227,2386,4.7556701030927835,93.33612740989103
JAISITHOK MANDAN,667,2965,1358,1607,4.445277361319341,84.50528935905413
JYAMDI MANDAN,1090,4878,2309,2569,4.475229357798165,89.87933047878552
KALATI BHUMIDANDA,766,3638,1694,1944,4.749347258485639,87.13991769547324
KANPUR KALAPANI,922,4376,2051,2325,4.746203904555315,88.21505376344086
KATIKE DEURALI,675,3061,1445,1616,4.534814814814815,89.41831683168317
KATUNJE BESI,497,2399,1162,1237,4.826961770623742,93.93694421988683
KAVRE NITYA CHANDESWOR,1042,4927,2282,2645,4.728406909788868,86.27599243856334
KHAHARE PANGU,559,2394,1112,1282,4.282647584973167,86.73946957878314
KHANALTHOK,1082,4707,2194,2513,4.350277264325324,87.30600875447672
KHARELTHOK,626,2389,1070,1319,3.81629392971246,81.12206216830933
KHARPACHOK,335,1676,789,887,5.002985074626865,88.95152198421647
