VDC/MUNICIPALITY,HOUSEHOLD,TOTAL_POPULATION,MALE_POPULATION,FEMALE_POPULATION,AVERAGE_HOUSEHOLD_SIZE,SEX_RATIO
TOTAL,73851,336067,157834,178233,4.550608657973487,88.55486918808526
AGINCHOK,873,3580,1539,2041,4.100801832760595,75.40421362077413
BAIRENI,2795,13369,6630,6739,4.783184257602862,98.38254933966464
BASERI,859,3660,1609,2051,4.260768335273574,78.44953681131156
BENIGHAT,2123,9717,4854,4863,4.577013659915214,99.8149290561382
BHUMESTHAN,2145,10786,5323,5463,5.028438228438229,97.43730550979315
BUDHATHUM,866,3732,1543,2189,4.309468822170901,70.48880767473732
CHAINPUR,1514,6349,2747,3602,4.193527080581242,76.26318711826762
CHHATREDEURALI,1655,7687,3665,4022,4.644712990936556,91.12381899552462
DARKHA,1121,5269,2431,2838,4.700267618198038,85.65891472868216
DHOLA,998,4033,1772,2261,4.041082164328658,78.37240159221584
DHUSSA,1361,7190,3548,3642,5.282880235121234,97.41900054914882
DHUWAKOT,1063,4762,2152,2610,4.479774223894638,82.4521072796935
GAJURI,2223,10035,4968,5067,4.51417004048583,98.04618117229128
GOGANPANI,1133,5563,2696,2867,4.909973521624007,94.03557725845832
GUMDI,1109,4833,2135,2698,4.357980162308386,79.13269088213491
JEEWANPUR,1920,8789,4329,4460,4.577604166666666,97.0627802690583
JHARLANG,770,4158,1962,2196,5.4,89.34426229508196
JOGIMARA,1442,7744,3842,3902,5.370319001386963,98.46232701178883
JYAMRUNG,1653,6998,3024,3974,4.2335148215366,76.09461499748365
KALLERI,1921,8852,4059,4793,4.60801665799063,84.6860004172752
KATUNJE,1425,5906,2559,3347,4.144561403508772,76.45652823423961
KEWALPUR,1104,5010,2412,2598,4.538043478260869,92.8406466512702
KHALTE,1566,7177,3223,3954,4.58301404853129,81.51239251390996
KHARI,1051,4381,1944,2437,4.168411037107517,79.77020927369716
KIRANCHOK,1163,6006,2928,3078,5.1642304385210664,95.12670565302143
KUMPUR,2122,10012,4636,5376,4.7181903864278985,86.23511904761905
LAPA,853,3893,1818,2075,4.563892145369285,87.6144578313253
MAHADEVSTHAN,1243,6824,3416,3408,5.48994368463395,100.23474178403755
MAIDI,2167,9203,4110,5093,4.246885094600831,80.6989986255645
MARPAK,849,3658,1590,2068,4.308598351001178,76.88588007736944
MULPANI,749,3175,1347,1828,4.238985313751669,73.6870897155361
MURALI BHANJYANG,1673,7253,3277,3976,4.335325762104005,82.41951710261569
NALANG,1876,8067,3674,4393,4.300106609808102,83.63305258365583
NAUBISE,3184,14553,7203,7350,4.570665829145729,98
NILKANTHA,5255,20182,9406,10776,3.840532825880114,87.28656273199704
PHULKHARKA,920,4125,1769,2356,4.483695652173913,75.0848896434635
PIDA,2214,11043,5415,5628,4.987804878048781,96.21535181236673
REE GAUN,1110,5434,2471,2963,4.895495495495496,83.3952075599055
SALANG,1140,5650,2655,2995,4.956140350877193,88.64774624373956
SALYANKOT,1123,4920,2113,2807,4.3811219946571685,75.27609547559673
SALYANTAR,1791,7892,3539,4353,4.406476828587381,81.30025269928784
SANGKOSH,1244,5521,2496,3025,4.438102893890675,82.51239669421487
SATYADEVI,760,3322,1454,1868,4.371052631578947,77.8372591006424
SEMJONG,847,3306,1454,1852,3.9031877213695396,78.50971922246221
SERTUNG,817,3597,1625,1972,4.402692778457772,82.40365111561866
SUNAULA BAZAR,1530,6622,2932,3690,4.328104575163398,79.4579945799458
TASARPU,1098,5151,2494,2657,4.691256830601093,93.86526157320286
THAKRE,2141,9838,4781,5057,4.595049042503503,94.54221870674313
TIPLING,464,2072,1019,1053,4.4655172413793105,96.77113010446344
TRIPURESWOR,819,3393,1512,1881,4.142857142857143,80.38277511961722
