VDC/MUNICIPALITY,WOOD,KEROSENE,LPG,GUITHA,BIOGAS,ELECTRICITY,OTHERS,NOT_STATED
AGINCHOK,837,1,11,0,22,0,0,2
BAIRENI,2180,31,513,0,44,10,4,13
BASERI,829,1,12,0,13,0,0,4
BENIGHAT,1466,24,560,1,36,16,16,4
BHUMESTHAN,1909,18,161,1,50,0,3,3
BUDHATHUM,823,2,22,0,17,0,1,1
CHAINPUR,1327,1,23,0,161,1,0,1
CHHATREDEURALI,1601,11,38,0,2,0,0,3
DARKHA,1095,4,12,0,0,1,0,9
DHOLA,753,6,13,0,220,1,0,5
DHUSSA,1190,3,139,0,17,3,2,7
DHUWAKOT,1032,5,17,0,8,0,0,1
GAJURI,1510,15,635,1,50,3,1,8
GOGANPANI,1097,0,10,0,20,0,1,5
GUMDI,1041,1,33,0,32,0,0,2
JEEWANPUR,1828,2,62,0,23,1,0,4
JHARLANG,765,3,0,0,0,0,0,2
JOGIMARA,1268,15,95,1,50,4,1,8
JYAMRUNG,1519,6,35,0,87,1,1,4
KALLERI,1794,6,23,0,88,0,0,10
KATUNJE,1325,32,50,0,10,1,3,4
KEWALPUR,1027,0,20,0,57,0,0,0
KHALTE,1491,10,9,0,56,0,0,0
KHARI,996,4,23,0,26,0,0,2
KIRANCHOK,1104,4,11,1,26,0,0,17
KUMPUR,1903,5,42,0,155,0,2,15
LAPA,844,0,0,0,0,0,0,9
MAHADEVSTHAN,1216,3,16,0,6,0,0,2
MAIDI,1731,8,66,0,356,0,0,6
MARPAK,781,25,36,0,3,0,0,4
MULPANI,702,4,4,0,37,0,0,2
MURALI BHANJYANG,1396,6,112,0,148,1,1,9
NALANG,1683,2,57,0,121,1,0,12
NAUBISE,2619,47,492,0,18,0,0,8
NILKANTHA,1823,159,3101,1,125,3,23,20
PHULKHARKA,904,6,3,0,5,0,1,1
PIDA,1915,24,235,0,32,0,2,6
REE GAUN,1104,1,4,0,0,0,0,1
SALANG,1058,3,16,0,57,2,0,4
SALYANKOT,1081,21,11,0,2,0,0,8
SALYANTAR,1006,55,204,1,513,0,5,7
SANGKOSH,1116,5,96,0,23,1,1,2
SATYADEVI,730,7,6,0,0,0,1,16
SEMJONG,808,7,29,0,2,0,0,1
SERTUNG,814,0,1,0,1,0,0,1
SUNAULA BAZAR,1374,4,17,0,132,0,3,0
TASARPU,1062,4,30,1,0,0,1,0
THAKRE,1709,12,355,0,53,2,2,8
TIPLING,461,0,0,0,0,0,0,3
TRIPURESWOR,720,5,57,0,36,0,1,0
TOTAL,62367,618,7517,8,2940,52,76,264
