VDC/MUNICIPALITY,HOUSEHOLD,TOTAL_POPULATION,MALE_POPULATION,FEMALE_POPULATION,AVERAGE_HOUSEHOLD_SIZE,SEX_RATIO
AMCHOK,991,4730,2184,2546,4.772956609485369,85.78161822466615
BAJHO,1977,10012,4932,5080,5.0642387455741025,97.08661417322834
BARBOTE,1414,6424,3227,3197,4.543140028288543,100.93837973099782
CHAMAITA,1230,5891,2830,3061,4.789430894308943,92.45344658608298
CHISAPANI,1204,5427,2625,2802,4.5074750830564785,93.6830835117773
CHULACHULI,3905,17324,8024,9300,4.4363636363636365,86.27956989247312
DANABARI,3137,14302,6874,7428,4.559132929550526,92.54173397953689
DHUSENI,908,4272,2027,2245,4.704845814977974,90.28953229398664
EBHANG,1061,5098,2422,2676,4.804901036757776,90.50822122571002
EKTAPPA,1036,4851,2278,2573,4.6824324324324325,88.53478429848425
ERAUTAR,956,4334,2118,2216,4.53347280334728,95.57761732851986
GAJURMUKHI,691,3393,1695,1698,4.91027496382055,99.82332155477032
GODAK,1137,4978,2451,2527,4.378188214599824,96.99248120300751
GORKHE,1122,4841,2391,2450,4.314616755793226,97.59183673469389
ILAM MUNICIPALITY,4732,18633,8946,9687,3.937658495350803,92.35057293279652
JAMUNA,777,3200,1523,1677,4.1184041184041185,90.81693500298151
JIRMALE,1069,4718,2376,2342,4.413470533208606,101.45175064047822
JITPUR,1440,6734,3229,3505,4.676388888888889,92.12553495007133
JOGMAI,726,3422,1758,1664,4.7134986225895315,105.64903846153845
KANYAM,1715,7290,3596,3694,4.2507288629737605,97.347049269085
KOLBUNG,1134,4925,2423,2502,4.343033509700176,96.84252597921663
LAXMIPUR,2035,9203,4455,4748,4.522358722358723,93.82898062342039
LUMDE,544,2456,1149,1307,4.514705882352941,87.91124713083397
MABU,734,3149,1495,1654,4.290190735694823,90.3869407496977
MAHAMAI,2202,10404,4874,5530,4.724795640326976,88.1374321880651
MAIMAJHUWA,758,3469,1745,1724,4.576517150395778,101.21809744779581
MAIPOKHARI,931,4348,2113,2235,4.670247046186896,94.5413870246085
MANGALBARE,1506,6692,3210,3482,4.443559096945551,92.18839747271683
NAMSALING,1299,5752,2778,2974,4.42802155504234,93.4095494283793
NAYA BAZAR,1090,4743,2355,2388,4.351376146788991,98.61809045226131
PANCHAKANYA,1911,8486,4127,4359,4.440607012035583,94.67767836659785
PASUPATI NAGAR,1980,8271,4042,4229,4.177272727272728,95.5781508630882
PHAKPHOK,1033,5047,2404,2643,4.885769603097773,90.95724555429436
PHIKAL BAZAR,2691,11264,5568,5696,4.185804533630621,97.75280898876404
PHUYATAPPA,840,3638,1667,1971,4.330952380952381,84.5763571790969
PUWAMAJHUWA,634,2927,1386,1541,4.616719242902208,89.9415963659961
PYANG,604,2755,1331,1424,4.561258278145695,93.46910112359551
SAKFARA,744,3496,1628,1868,4.698924731182796,87.15203426124198
SAKHEJUNG,932,4045,1917,2128,4.340128755364807,90.08458646616542
SAMALBUNG,1099,4652,2341,2311,4.232939035486806,101.29813933362182
SANGRUMBA,1210,5679,2725,2954,4.6933884297520665,92.24779959377116
SHANTI DANDA,1101,4923,2390,2533,4.471389645776567,94.35452033162258
SHANTIPUR,1192,5158,2472,2686,4.327181208053691,92.03276247207744
SHREE ANTU,1086,4626,2276,2350,4.259668508287293,96.85106382978724
SIDDHITHUMKA,778,3590,1753,1837,4.614395886889461,95.42732716385412
SOYAK,727,3324,1601,1723,4.5722145804676755,92.91932675565874
SOYANG,1064,4889,2404,2485,4.594924812030075,96.74044265593561
SULUBUNG,799,3584,1721,1863,4.485607008760951,92.37788513150832
SUMBEK,591,2563,1233,1330,4.3367174280879865,92.70676691729324
