VDC/MUNICIPALITY,THATCH,GALV_IRON,TILE_SLATE,RCC,WOOD_PLANKS,MUD,OTHERS,NOT_STATED
ACHALGADH,150,4,406,66,1,0,0,15
ARNAHA,145,2,404,83,2,0,0,3
ATROULI,124,6,1080,8,0,0,44,14
AURAHI,177,9,850,91,17,0,0,13
BABARGANJ,441,34,1519,118,18,0,4,29
BAGDAHA,161,1,810,79,5,0,0,46
BAHADURPUR,107,1,217,23,1,0,0,13
BALARA,552,6,653,177,6,0,0,50
BARA UDHORAN,339,0,455,102,3,0,3,12
BARAHATHAWA,336,27,2044,572,12,0,3,49
BASANTAPUR,141,11,1645,163,15,0,1,19
BATRAUL,106,8,604,50,5,0,1,4
BELA,150,4,580,26,1,0,5,7
BELHI,72,4,477,26,0,0,0,3
BELWA JABDI,166,5,634,46,8,0,0,12
BHADSAR,127,6,358,126,2,0,1,21
BHAGAWATIPUR,161,4,513,63,1,0,1,5
BHAKTIPUR,184,36,2664,52,10,0,27,11
BHAWANIPUR,189,2,344,24,0,0,0,5
BRAHMAPURI,254,58,920,183,12,0,17,8
CHANDRA NAGAR,315,8,1058,50,8,0,8,11
CHHATAUL,323,4,638,12,11,0,0,6
CHHATONA,222,3,267,55,0,0,1,0
DHANAKAUL PACHHAWARI,244,15,313,33,10,0,2,35
DHANAKAUL PURBA,14,20,1199,61,2,0,10,10
DHANGADHA,117,14,930,64,1,0,7,7
DHUNGREKHOLA,567,60,1867,127,34,0,29,27
DHURKAULI,144,8,1566,63,20,0,1,11
DUMARIYA,197,2,482,111,10,0,2,9
FARAHADAWA,213,18,716,62,1,0,1,5
FULPARASI,63,8,466,35,0,0,1,14
GADAHIYABAIRI,316,10,690,65,3,0,1,10
GAMHARIYA,116,3,899,210,1,0,0,10
GODETA,138,25,720,132,4,0,3,51
GOURISHANKAR,208,29,2057,63,24,0,1,75
HAJARIYA,589,14,2045,112,5,0,4,45
HARAKTHAWA,348,4,510,37,2,0,0,14
HARIPUR,148,24,1868,119,6,0,31,35
HARIPURWA,252,46,1971,275,10,0,5,34
HARIYON,101,381,2592,824,38,0,25,73
HATHIYOL,703,20,614,105,7,0,6,13
HEMPUR,44,10,1106,54,3,0,9,14
ISHWORPUR,353,55,2967,339,56,0,11,87
JABDI,98,48,1511,149,2,0,0,0
JAMUNIYA,95,4,1051,61,6,0,3,64
JANAKI NAGAR,209,23,1223,16,24,0,3,30
JINGADAWA,63,6,441,105,0,0,2,5
KABILASI,256,25,1384,162,10,0,0,45
KALINJOR,104,23,838,3,7,0,0,16
KARMAIYA,230,44,1353,120,11,0,6,30
KHIRWA,504,5,1259,83,7,0,0,18
KHORIYA,24,7,591,86,2,0,0,23
KHUTAUNA,73,4,508,162,1,0,14,4
KISANPUR,156,13,674,24,4,0,1,14
KAUDENA,211,17,756,209,13,0,0,6
LALBANDI,189,85,2091,863,31,0,3,33
LAUKATH,164,8,898,20,11,0,1,27
LAXMIPUR KODRAHA,170,16,1174,67,5,0,5,23
LAXMIPUR SU.,87,30,655,89,4,0,10,13
MADHUBANGOTH,153,6,692,93,4,0,1,2
MADHUBANI,145,3,529,64,1,0,7,2
MAHINATHPUR,253,10,292,41,3,0,4,7
BHELHI,74,1,516,121,1,0,31,10
MALANGAWA MUNICIPALITY,278,42,1926,2074,38,0,12,63
MANPUR,315,6,961,58,2,0,0,10
MIRJAPUR,321,2,375,37,1,0,0,3
MOHANPUR,204,19,762,36,0,0,5,7
MOTIPUR,62,3,471,98,1,0,0,2
MURTIYA,139,14,1244,135,4,0,0,26
MUSAULI,101,4,524,189,2,0,7,6
NARAYAN KHOLA,187,4,508,0,0,0,0,12
NARAYANPUR,48,2,448,65,0,0,0,2
NETRAGANJ,259,27,1422,320,25,0,0,38
NOUKAILAWA,180,24,1512,150,10,0,17,58
PARSA,151,26,666,124,5,0,0,20
PARWANIPUR,152,28,1232,22,236,0,1,25
PATTHARKOT,122,21,1347,10,1,0,2,13
PIDARI,75,11,752,52,0,0,7,20
PIDARIYA,138,28,609,73,0,0,1,2
PIPARIYA,120,16,946,113,5,0,9,9
RAJGHAT,251,19,1604,91,33,0,0,42
RAMBAN,207,2,449,162,3,0,0,18
RAMNAGAR BAHUARWA,204,0,730,35,7,0,0,4
RANIGANJ,106,58,849,89,5,0,0,14
ROHUWA,122,7,353,34,0,0,0,4
SAKRAUL,199,5,492,36,2,0,1,14
SALEMPUR,153,7,828,174,61,0,7,17
SANGRAMPUR,167,5,811,144,6,0,1,29
SANKARPUR,138,10,1445,58,3,0,6,11
SASAPUR,130,12,1013,35,12,0,0,44
SHREEPUR,25,1,697,19,5,0,0,11
SIKHAUNA,245,3,517,20,2,0,1,5
SIMARA,262,5,906,113,7,0,0,72
SISOTIYA,122,2,1240,214,2,0,31,23
SISOUT,180,3,922,101,49,0,0,28
SAHODAWA,46,4,543,34,1,0,1,14
SUDAMA,166,4,417,53,3,0,0,8
SUNDARPUR,96,12,838,115,14,0,1,10
SUNDARPUR CHOHARWA,403,11,1411,75,2,0,2,8
TRIBHUWAN NAGAR,152,25,213,158,30,0,0,0
TOTAL,19301,1859,95137,12940,1099,0,468,1999
