VDC/MUNICIPALITY,MUD_BONDED,CEMENT_BONDED,WOOD_PLANKS,BAMBOO,UNBACKED_BRICK,OTHERS,NOT_STATED
ACHALGADH,30,118,9,471,0,0,14
ARNAHA,26,128,9,474,0,0,2
ATROULI,13,33,175,1041,1,2,11
AURAHI,18,221,243,663,3,0,9
BABARGANJ,156,344,10,1625,2,3,23
BAGDAHA,27,253,1,777,0,3,41
BAHADURPUR,4,54,1,292,0,0,11
BALARA,24,287,14,1067,2,0,50
BARA UDHORAN,67,193,1,643,0,0,10
BARAHATHAWA,33,1149,145,1667,2,1,46
BASANTAPUR,25,270,2,1684,0,2,12
BATRAUL,8,117,1,648,0,0,4
BELA,4,83,2,640,1,36,7
BELHI,15,94,4,467,0,1,1
BELWA JABDI,22,151,8,681,0,0,9
BHADSAR,20,230,6,366,1,0,18
BHAGAWATIPUR,14,127,1,597,1,0,8
BHAKTIPUR,10,242,199,2491,0,33,9
BHAWANIPUR,2,84,3,468,0,1,6
BRAHMAPURI,221,317,100,798,7,1,8
CHANDRA NAGAR,16,127,12,1285,1,2,15
CHHATAUL,2,53,1,932,0,0,6
CHHATONA,6,112,1,425,1,0,3
DHANAKAUL PACHHAWARI,46,85,35,364,15,72,35
DHANAKAUL PURBA,4,198,12,1095,0,0,7
DHANGADHA,14,159,14,940,1,6,6
DHUNGREKHOLA,53,353,665,1562,1,30,47
DHURKAULI,22,216,494,1060,1,12,8
DUMARIYA,4,161,3,635,0,0,10
FARAHADAWA,69,264,14,623,2,40,4
FULPARASI,6,86,2,479,0,0,14
GADAHIYABAIRI,20,244,29,788,2,0,12
GAMHARIYA,60,585,7,576,2,0,9
GODETA,24,289,124,586,2,1,47
GOURISHANKAR,28,220,187,1940,14,1,67
HAJARIYA,230,331,35,2149,6,17,46
HARAKTHAWA,6,209,3,686,0,0,11
HARIPUR,72,390,146,1559,1,35,28
HARIPURWA,56,558,57,1865,27,2,28
HARIYON,109,1722,760,1379,3,4,57
HATHIYOL,18,198,10,1225,1,3,13
HEMPUR,50,222,2,951,2,0,13
ISHWORPUR,88,809,243,2598,6,43,81
JABDI,35,560,29,1182,1,1,0
JAMUNIYA,89,379,4,782,0,1,29
JANAKI NAGAR,13,83,140,1270,1,1,20
JINGADAWA,108,198,14,297,1,0,4
KABILASI,152,551,73,1061,2,0,43
KALINJOR,27,43,314,595,1,0,11
KARMAIYA,80,409,233,1039,0,7,26
KHIRWA,7,288,47,1516,3,0,15
KHORIYA,14,302,4,390,0,0,23
KHUTAUNA,113,263,23,261,10,93,3
KISANPUR,46,137,6,684,0,1,12
KAUDENA,57,429,79,640,1,0,6
LALBANDI,195,1634,184,1250,3,4,25
LAUKATH,15,113,16,966,0,0,19
LAXMIPUR KODRAHA,115,189,4,1125,5,2,20
LAXMIPUR SU.,57,204,3,605,1,7,11
MADHUBANGOTH,11,217,20,699,2,0,2
MADHUBANI,37,149,0,531,0,32,2
MAHINATHPUR,7,80,6,510,0,1,6
BHELHI,50,208,64,417,5,0,10
MALANGAWA MUNICIPALITY,583,2754,59,953,7,16,61
MANPUR,15,220,49,1037,2,22,7
MIRJAPUR,5,100,2,630,0,0,2
MOHANPUR,41,120,10,855,0,2,5
MOTIPUR,244,141,8,240,3,0,1
MURTIYA,52,424,56,985,2,22,21
MUSAULI,224,260,7,334,1,0,7
NARAYAN KHOLA,4,1,562,132,0,1,11
NARAYANPUR,32,105,2,424,0,0,2
NETRAGANJ,84,693,126,1158,1,5,24
NOUKAILAWA,78,257,22,1534,3,7,50
PARSA,129,226,93,526,0,0,18
PARWANIPUR,33,119,717,801,1,6,19
PATTHARKOT,24,55,300,1119,1,7,10
PIDARI,52,140,9,632,1,68,15
PIDARIYA,34,175,13,625,1,1,2
PIPARIYA,19,267,198,720,5,0,9
RAJGHAT,11,362,197,1419,2,13,36
RAMBAN,16,282,3,526,0,0,14
RAMNAGAR BAHUARWA,5,143,210,615,0,0,7
RANIGANJ,18,189,85,821,2,0,6
ROHUWA,3,115,0,398,0,0,4
SAKRAUL,18,142,6,568,1,1,13
SALEMPUR,110,397,15,703,6,4,12
SANGRAMPUR,55,245,14,827,3,0,19
SANKARPUR,12,257,65,1307,1,22,7
SASAPUR,24,182,130,866,0,2,42
SHREEPUR,5,100,6,635,0,1,11
SIKHAUNA,2,138,5,642,1,0,5
SIMARA,125,254,7,899,1,9,70
SISOTIYA,28,580,6,996,0,1,23
SISOUT,59,207,53,942,1,0,21
SAHODAWA,17,54,48,510,1,2,11
SUDAMA,9,128,0,507,2,0,5
SUNDARPUR,11,303,5,759,0,2,6
SUNDARPUR CHOHARWA,19,251,23,1539,0,74,6
TRIBHUWAN NAGAR,130,201,14,226,6,1,0
TOTAL,5300,29109,8178,87492,199,790,1735
