VDC/MUNICIPALITY,MUD_BONDED,CEMENT_BONDED,WOOD_PLANKS,BAMBOO,UNBACKED_BRICK,OTHERS,NOT_STATED
AJAYAMERU,734,36,3,1,0,0,12
ALITAL,1716,145,457,43,1,3,14
AMARGADHI MUNICIPALITY,3165,1369,170,17,1,22,34
ASHIGRAM,448,136,62,2,0,0,2
BAGARKOT,760,29,44,12,0,3,11
BELAPUR,1389,37,9,0,1,2,13
BHADRAPUR,428,2,5,0,0,0,7
BHAGESWOR,626,14,31,2,0,0,9
CHIPUR,544,7,0,0,0,0,4
DEWAL DIBYAPUR,982,25,0,2,1,3,10
GANESHPUR,675,39,1,0,0,0,0
GANKHET,742,55,91,9,1,1,2
JOGBUDA,2644,337,655,49,1,5,28
KAILAPALAMANDAU,882,5,6,2,0,0,1
KOTELI,957,49,8,0,0,1,1
MANILEK,955,11,3,0,0,0,1
MASHTAMANDAU,743,36,24,5,0,0,1
NAWADURGA,577,100,8,1,0,1,8
RUPAL,864,27,23,0,1,3,3
SAMEJEE,434,57,7,0,0,0,7
SIRSHA,1380,165,692,9,0,7,18
TOTAL,21645,2681,2299,154,7,51,186
