VDC/MUNICIPALITY,TAP_PIPED,TUBEWELL,COVERED_WELL,UNCOVERED_WELL,SPOUT_WATER,RIVER_STREAM,OTHERS,NOT_STATED
AALAPOT,619,4,1,5,41,1,0,0
BAAD BHANJYANG,758,8,39,2,4,0,0,6
BAJRAYOGINI (SANKHU),429,2,25,250,58,143,17,4
BALAMBU,1268,8,85,15,236,11,106,5
BALUWA,786,6,104,41,247,8,0,12
BHADRABAS,386,5,44,50,17,1,0,0
BHIMDHUNGA,596,0,9,4,8,0,0,2
BUDANILKANTHA,3112,15,317,72,101,6,87,15
CHALNAKHEL,585,2,6,263,139,0,1,9
CHAPALI BHADRAKALI,1987,22,283,152,34,1,80,15
CHHAIMALE,699,0,4,41,216,4,0,4
DAHACHOK,705,0,92,43,16,13,9,0
CHUNIKHEL,599,13,77,61,98,5,2,4
DAANCHHI,838,34,710,52,929,1,6,23
DAXINKALI,967,1,2,4,0,0,4,6
DHAPASI,2947,1275,1450,188,712,1,1582,47
DHARMASTHALI,890,67,254,138,9,1,58,4
FUTUNG,732,31,239,38,9,0,14,1
GAGALPHEDI,376,9,65,30,290,391,0,5
GOKARNESWOR,1522,114,41,37,25,0,22,7
GOLDHUNGA,2506,36,211,55,740,2,220,36
GONGGABU,9750,853,476,89,302,4,2909,73
GOTHATAR,524,4217,1210,232,134,0,380,52
ICHANG NARAYAN,2747,38,250,64,2133,0,1000,56
INDRAYANI,238,98,27,5,142,200,0,7
JHOR MAHANKAL,790,1,26,18,32,6,0,0
JITPURPHEDI,1034,1,11,13,36,5,0,3
JORPATI,11934,5947,2373,262,413,120,552,261
KABHRESTHALI,917,3,9,68,1,3,1,5
KAPAN,7099,1380,2205,228,469,4,863,76
KATHMANDU METROPOLITAN CITY,163339,18574,10890,1341,4830,52,53275,1991
KHADKA BHADRAKALI,1379,52,737,55,146,2,198,13
KIRTIPUR MUNICIPALITY,14734,47,382,52,754,3,3350,119
LAPSIPHEDI,296,7,36,277,570,13,0,10
MACHHEGAUN,716,9,73,7,26,0,37,4
MAHADEVATHAN,2731,23,698,23,226,0,7,23
MAHANKAL,2036,455,1285,53,69,0,494,29
MANMAIJU,9209,493,324,100,309,7,436,71
MATATIRTHA,980,1,61,21,332,0,4,14
MULPANI,219,745,842,172,607,1,48,13
NAGLEBHARE,182,2,24,254,365,104,0,4
NAIKAP NAYA BHANJYANG,1604,3,124,25,114,0,99,11
NAIKAP PURANO BHANJYANG,232,4,364,38,354,1,56,5
NAYAPATI,1274,9,102,26,312,0,0,2
PUKHULACHHI,167,42,74,135,122,24,29,3
RAMKOT,1283,5,122,15,408,16,83,5
SANGLA,582,15,106,41,60,3,0,1
SETIDEVI,1014,2,7,3,9,0,0,4
SATUNGAL,2492,5,49,0,84,0,86,10
SEUCHATAR,836,54,109,28,164,1,2171,15
SHESHNARAYAN,811,1,5,2,7,2,2,14
SITAPAILA,845,16,553,37,170,5,2869,29
SUNDARIJAL,444,0,2,1,97,0,2,1
SUNTOL,225,2,31,89,351,290,30,3
TALKUDUDECHOUR,586,0,11,13,30,8,0,0
THANKOT,766,44,966,36,945,0,8,55
TINTHANA,1552,65,100,14,91,3,657,25
TOKHA CHANDESWORI,514,2,51,58,116,5,91,4
TOKHA SARSWOTI,521,110,312,129,4,0,106,7
TOTAL,269909,34977,29085,5565,19263,1471,72051,3223
