VDC/MUNICIPALITY,HOUSEHOLD,TOTAL_POPULATION,MALE_POPULATION,FEMALE_POPULATION,AVERAGE_HOUSEHOLD_SIZE,SEX_RATIO
AMBEGUDIN,625,2979,1442,1537,4.7664,93.8191281717632
ANGKHOP,451,2346,1122,1224,5.20177383592018,91.6666666666667
CHAKSIBOTE,191,908,425,483,4.75392670157068,87.991718426501
CHANGE,861,4034,1876,2158,4.68524970963995,86.9323447636701
DHUNGESANGHU,746,3748,1734,2014,5.02412868632708,86.0973187686197
DOKHU,909,4111,1940,2171,4.52255225522552,89.3597420543528
DUMMRISE,324,1559,729,830,4.81172839506173,87.8313253012048
EKHABU,396,2032,971,1061,5.13131313131313,91.5174363807729
HANGDEWA,753,3605,1683,1922,4.7875166002656,87.5650364203954
HANGPANG,782,3719,1746,1973,4.75575447570333,88.4946781550938
KALIKHOLA,118,629,303,326,5.33050847457627,92.9447852760736
KHAMLUNG,319,1517,730,787,4.75548589341693,92.7573062261753
KHEJENIM,480,2406,1186,1220,5.0125,97.2131147540984
KHEWANG,526,2691,1283,1408,5.11596958174905,91.1221590909091
KHOKLING,693,3376,1614,1762,4.87157287157287,91.6004540295119
LELEP,511,2205,1122,1083,4.31506849315069,103.601108033241
LIMBUDIN,356,1832,841,991,5.14606741573034,84.8637739656912
LINGTEP,332,1616,747,869,4.86746987951807,85.9608745684695
LINKHIM,457,2214,1079,1135,4.84463894967177,95.0660792951542
LIWANG,359,1753,810,943,4.88300835654596,85.8960763520679
MAMANGKHE,240,1135,519,616,4.72916666666667,84.2532467532468
MEHELE,463,2357,1148,1209,5.09071274298056,94.9545078577337
NALBU,376,1849,870,979,4.91755319148936,88.8661899897855
NANGKHOLYANG,809,3768,1722,2046,4.65760197775031,84.1642228739003
NIDHURADIN,511,2501,1117,1384,4.89432485322896,80.7080924855491
OLANGCHUNG GOLA,62,239,127,112,3.85483870967742,113.392857142857
PAPUNG,316,1621,794,827,5.12974683544304,96.0096735187424
PEDANG,344,1701,815,886,4.94476744186047,91.9864559819413
PHAKUMBA,693,3476,1647,1829,5.01587301587302,90.0492072170585
PHAWAKHOLA,260,1303,589,714,5.01153846153846,82.4929971988795
PHULBARI,734,3530,1675,1855,4.80926430517711,90.2964959568733
PHUNGLING,3571,14974,7108,7866,4.19322318678241,90.3635901347572
PHURUMBU,493,2413,1145,1268,4.89452332657201,90.2996845425868
SADEWA,211,1048,515,533,4.96682464454976,96.6228893058161
SANGHU,755,3813,1813,2000,5.05033112582782,90.65
SANTHAKRA,533,2594,1178,1416,4.86679174484053,83.1920903954802
SANWA,501,2410,1095,1315,4.81037924151697,83.2699619771863
SAWANDIN,297,1461,676,785,4.91919191919192,86.1146496815287
SABLAKHU,432,2133,997,1136,4.9375,87.7640845070423
SIKAICHA,417,2250,1066,1184,5.39568345323741,90.0337837837838
SINAM,461,2093,977,1116,4.54013015184382,87.5448028673835
SURUMKHIM,339,1754,851,903,5.1740412979351,94.2414174972314
TAPETHOK,322,1460,719,741,4.53416149068323,97.0310391363023
TELLOK,449,2227,1013,1214,4.95991091314031,83.4431630971993
THECHAMBU,702,3386,1552,1834,4.82336182336182,84.6237731733915
THINGLABU,491,2476,1153,1323,5.04276985743381,87.1504157218443
THUKIMMA,527,2496,1131,1365,4.73624288425047,82.8571428571429
THUMBEDIN,454,2267,1076,1191,4.99339207048458,90.3442485306465
TIRINGE,354,1703,791,912,4.81073446327684,86.7324561403509
YAMFUDIN,165,730,367,363,4.42424242424242,101.101928374656
