VDC/MUNICIPALITY,TAP_PIPED,TUBEWELL,COVERED_WELL,UNCOVERED_WELL,SPOUT_WATER,RIVER_STREAM,OTHERS,NOT_STATED
AMBEGUDIN,604,0,0,5,9,0,0,7
ANGKHOP,430,0,0,6,1,3,10,1
CHAKSIBOTE,179,0,0,0,10,2,0,0
CHANGE,743,0,8,13,93,1,3,0
DHUNGESANGHU,669,0,2,5,49,2,12,7
DOKHU,798,0,2,7,67,2,31,2
DUMMRISE,282,0,0,3,20,19,0,0
EKHABU,391,0,0,3,0,1,0,1
HANGDEWA,694,0,0,6,37,13,0,3
HANGPANG,710,0,1,14,55,1,1,0
KALIKHOLA,103,0,3,0,12,0,0,0
KHAMLUNG,242,0,1,11,63,1,1,0
KHEJENIM,448,0,0,4,7,4,10,7
KHEWANG,477,0,2,14,14,17,0,2
KHOKLING,655,0,1,17,15,2,1,2
LELEP,496,0,0,4,0,5,0,6
LIMBUDIN,329,0,0,9,7,0,0,11
LINGTEP,319,0,0,8,2,3,0,0
LINKHIM,451,0,0,0,0,1,0,5
LIWANG,342,0,0,3,8,5,0,1
MAMANGKHE,231,0,0,4,5,0,0,0
MEHELE,421,0,15,17,9,0,1,0
NALBU,308,0,0,9,28,27,1,3
NANGKHOLYANG,791,0,0,1,0,2,10,5
NIDHURADIN,308,0,1,137,38,7,14,6
OLANGCHUNG GOLA,61,0,0,0,0,0,0,1
PAPUNG,284,0,0,25,4,1,0,2
PEDANG,338,0,0,0,0,1,0,5
PHAKUMBA,646,1,0,9,28,5,1,3
PHAWAKHOLA,240,0,1,13,0,4,1,1
PHULBARI,640,0,0,12,76,3,3,0
PHUNGLING,3042,0,6,17,431,7,59,9
PHURUMBU,471,0,0,9,4,5,0,4
SADEWA,195,0,0,1,15,0,0,0
SANGHU,726,0,0,11,13,1,1,3
SANTHAKRA,494,0,1,6,29,0,0,3
SANWA,443,1,0,15,17,1,22,2
SAWANDIN,289,0,1,4,3,0,0,0
SABLAKHU,409,0,0,13,4,0,6,0
SIKAICHA,383,3,3,9,6,10,2,1
SINAM,371,0,0,2,70,0,15,3
SURUMKHIM,329,0,0,3,2,2,0,3
TAPETHOK,309,0,0,1,0,5,3,4
TELLOK,411,0,0,10,27,1,0,0
THECHAMBU,639,0,1,10,49,3,0,0
THINGLABU,458,0,0,1,17,3,2,10
THUKIMMA,504,1,4,3,5,6,2,2
THUMBEDIN,416,0,1,1,23,0,11,2
TIRINGE,279,0,0,0,68,7,0,0
YAMFUDIN,163,0,0,0,1,0,0,1
TOTAL,23961,6,54,475,1441,183,223,128
