VDC/MUNICIPALITY,TAP_PIPED,TUBEWELL,COVERED_WELL,UNCOVERED_WELL,SPOUT_WATER,RIVER_STREAM,OTHERS,NOT_STATED
AMCHOK,501,2,5,166,314,0,1,2
BAJHO,1016,4,24,492,396,16,3,26
BARBOTE,1193,3,7,7,198,3,2,1
CHAMAITA,688,0,5,24,496,9,1,7
CHISAPANI,961,8,13,112,76,1,27,6
CHULACHULI,708,2393,123,483,98,13,73,14
DANABARI,1138,395,120,1123,62,193,88,18
DHUSENI,682,1,2,42,174,0,0,7
EBHANG,762,1,1,72,213,0,0,12
EKTAPPA,824,1,9,52,140,2,3,5
ERAUTAR,850,1,0,52,8,10,30,5
GAJURMUKHI,512,4,13,43,107,1,8,3
GODAK,834,2,11,55,201,6,26,2
GORKHE,1011,1,1,78,19,8,2,2
ILAM MUNICIPALITY,3478,6,15,93,844,166,60,70
JAMUNA,500,0,4,5,266,0,1,1
JIRMALE,1036,1,1,17,2,4,0,8
JITPUR,1216,1,4,29,168,7,10,5
JOGMAI,594,2,3,16,101,2,4,4
KANYAM,1444,2,29,145,26,7,59,3
KOLBUNG,1054,3,3,4,13,50,1,6
LAXMIPUR,1661,7,10,245,79,26,3,4
LUMDE,410,1,10,41,80,0,0,2
MABU,526,2,0,9,189,0,8,0
MAHAMAI,702,145,119,894,181,154,1,6
MAIMAJHUWA,742,0,0,1,10,1,2,2
MAIPOKHARI,638,0,0,17,243,26,7,0
MANGALBARE,1371,3,2,29,63,19,16,3
NAMSALING,715,5,1,2,567,0,0,9
NAYA BAZAR,1017,0,3,45,11,12,0,2
PANCHAKANYA,1610,5,4,43,192,8,38,11
PASUPATI NAGAR,1830,2,14,76,43,2,2,11
PHAKPHOK,856,2,5,45,118,1,0,6
PHIKAL BAZAR,2420,2,30,81,121,6,13,18
PHUYATAPPA,713,0,3,41,65,9,3,6
PUWAMAJHUWA,577,0,1,19,27,0,4,6
PYANG,566,0,2,14,2,5,15,0
SAKFARA,577,0,34,75,5,48,0,5
SAKHEJUNG,867,0,0,11,47,0,4,3
SAMALBUNG,865,1,11,11,206,1,0,4
SANGRUMBA,1066,1,2,21,66,2,46,6
SHANTI DANDA,1061,0,1,8,29,0,2,0
SHANTIPUR,1050,0,0,100,3,10,24,5
SHREE ANTU,1060,0,4,13,2,3,3,1
SIDDHITHUMKA,632,0,5,64,10,8,53,6
SOYAK,620,3,9,19,70,3,2,1
SOYANG,816,0,3,3,228,8,5,1
SULUBUNG,752,0,0,3,20,6,12,6
SUMBEK,561,0,0,3,18,2,4,3
TOTAL,47283,3010,666,5043,6617,858,666,334
