VDC/MUNICIPALITY,WOOD,KEROSENE,LPG,GUITHA,BIOGAS,ELECTRICITY,OTHERS,NOT_STATED
AMCHOK,982,0,2,1,4,0,0,2
BAJHO,1892,23,24,6,3,0,2,27
BARBOTE,1269,8,112,2,18,1,3,1
CHAMAITA,1207,4,8,2,0,0,1,8
CHISAPANI,1157,20,16,2,2,0,1,6
CHULACHULI,3302,49,116,12,410,1,1,14
DANABARI,3025,17,32,7,38,0,0,18
DHUSENI,899,0,0,1,1,0,0,7
EBHANG,1045,1,2,1,0,0,0,12
EKTAPPA,1015,10,5,0,1,0,0,5
ERAUTAR,893,14,6,1,37,0,0,5
GAJURMUKHI,672,9,1,1,4,0,1,3
GODAK,1030,3,43,3,50,5,1,2
GORKHE,1035,8,73,3,1,0,0,2
ILAM MUNICIPALITY,2452,74,1977,2,116,12,26,73
JAMUNA,760,1,13,1,1,0,0,1
JIRMALE,1018,18,9,2,13,0,0,9
JITPUR,1408,6,8,0,9,1,0,8
JOGMAI,716,1,1,3,1,0,0,4
KANYAM,1247,9,157,1,299,0,0,2
KOLBUNG,1075,15,32,1,5,0,0,6
LAXMIPUR,1966,21,8,5,31,0,0,4
LUMDE,538,2,2,0,0,0,0,2
MABU,723,6,2,2,1,0,0,0
MAHAMAI,2114,21,2,17,41,1,0,6
MAIMAJHUWA,743,4,5,0,4,0,0,2
MAIPOKHARI,918,4,7,1,0,0,0,1
MANGALBARE,1407,5,84,0,4,1,0,5
NAMSALING,1222,4,13,0,48,1,1,10
NAYA BAZAR,1061,3,14,0,7,1,2,2
PANCHAKANYA,1693,7,106,4,87,1,1,12
PASUPATI NAGAR,1587,10,363,1,4,0,4,11
PHAKPHOK,1019,1,6,1,0,0,0,6
PHIKAL BAZAR,2192,14,420,2,38,4,3,18
PHUYATAPPA,830,3,0,1,0,0,0,6
PUWAMAJHUWA,618,0,9,0,1,0,0,6
PYANG,595,3,4,2,0,0,0,0
SAKFARA,705,3,10,1,16,4,0,5
SAKHEJUNG,868,1,25,0,32,2,1,3
SAMALBUNG,1062,8,7,1,17,0,0,4
SANGRUMBA,1190,9,1,1,1,1,1,6
SHANTI DANDA,1085,1,5,0,10,0,0,0
SHANTIPUR,1042,10,10,10,115,0,0,5
SHREE ANTU,1021,7,18,1,38,0,0,1
SIDDHITHUMKA,748,11,9,0,3,0,1,6
SOYAK,709,6,1,3,7,0,0,1
SOYANG,1057,0,2,1,3,0,0,1
SULUBUNG,782,1,4,2,4,0,0,6
SUMBEK,585,0,1,0,2,0,0,3
TOTAL,58179,455,3775,108,1527,36,50,347
