VDC/MUNICIPALITY,POPULATION_5_AND_ABOVE_BOTH_SEX,POPULATION_5_AND_ABOVE_MALE,POPULATION_5_AND_ABOVE_FEMALE,CAN_READ_WRITE_BOTH_SEX,CAN_READ_WRITE_MALE,CAN_READ_WRITE_FEMALE,CAN_READ_ONLY_BOTH_SEX,CAN_READ_ONLY_MALE,CAN_READ_ONLY_FEMALE,CANT_READ_WRITE_BOTH_SEX,CANT_READ_WRITE_MALE,CANT_READ_WRITE_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE,LITERACY_RATE_BOTH_SEX,LITERACY_RATE_MALE,LITERACY_RATE_FEMALE
KHADKA BHADRAKALI,10051,4946,5105,8566,4560,4006,103,43,60,1382,343,1039,0,0,0,85.225350711372,92.19571370804691,78.47208619000979
KIRTIPUR MUNICIPALITY,62121,34581,27540,53923,32667,21256,775,333,442,7412,1578,5834,11,3,8,86.80317444986397,94.46516873427605,77.18228031953522
LAPSIPHEDI,5215,2505,2710,3378,1887,1491,153,79,74,1678,537,1141,6,2,4,64.77468839884948,75.32934131736528,55.018450184501845
MACHHEGAUN,3572,1740,1832,2794,1519,1275,83,33,50,695,188,507,0,0,0,78.21948488241881,87.29885057471265,69.59606986899564
MAHADEVATHAN,14399,7124,7275,11917,6442,5475,267,121,146,2211,559,1652,4,2,2,82.76269185360094,90.42672655811343,75.25773195876289
MAHANKAL,16800,8376,8424,14838,7833,7005,134,62,72,1825,481,1344,3,0,3,88.32142857142857,93.51719197707736,83.15527065527066
MANMAIJU,37205,19065,18140,32267,17700,14567,496,208,288,4424,1147,3277,18,10,8,86.72759037763741,92.84028324154208,80.303197353914
MATATIRTHA,5594,2800,2794,4510,2455,2055,105,47,58,978,297,681,1,1,0,80.62209510189489,87.67857142857143,73.55046528274875
MULPANI,10958,5454,5504,8598,4753,3845,463,229,234,1894,470,1424,3,2,1,78.4632232159153,87.14704803813714,69.85828488372093
NAGLEBHARE,4124,2010,2114,2868,1593,1275,95,39,56,1156,377,779,5,1,4,69.54413191076625,79.25373134328359,60.31220435193945
NAIKAP NAYA BHANJYANG,7381,3712,3669,6238,3397,2841,117,59,58,1020,254,766,6,2,4,84.51429345617126,91.51400862068965,77.43254292722813
NAIKAP PURANO BHANJYANG,4241,2101,2140,3613,2012,1601,47,11,36,580,78,502,1,0,1,85.19217165762791,95.76392194193242,74.81308411214953
NAYAPATI,6715,3265,3450,5254,2852,2402,186,87,99,1270,325,945,5,1,4,78.2427401340283,87.35068912710567,69.6231884057971
PUKHULACHHI,2517,1221,1296,1974,1073,901,11,3,8,526,143,383,6,2,4,78.42669845053635,87.87878787878788,69.52160493827161
RAMKOT,8160,4091,4069,6548,3693,2855,194,88,106,1413,309,1104,5,1,4,80.24509803921569,90.2713273038377,70.16465962152864
SANGLA,3335,1660,1675,2523,1419,1104,42,16,26,770,225,545,0,0,0,75.65217391304347,85.48192771084338,65.91044776119404
SETIDEVI,4009,1984,2025,2930,1676,1254,191,89,102,888,219,669,0,0,0,73.08555749563482,84.4758064516129,61.92592592592593
SATUNGAL,9626,4974,4652,8017,4470,3547,105,41,64,1499,461,1038,5,2,3,83.28485352171204,89.86731001206273,76.24677558039554
SEUCHATAR,12544,6392,6152,10972,6001,4971,198,83,115,1367,306,1061,7,2,5,87.46811224489795,93.88297872340425,80.80299089726918
SHESHNARAYAN,3648,1847,1801,2888,1616,1272,111,57,54,649,174,475,0,0,0,79.16666666666666,87.49323226854358,70.62742920599668
SITAPAILA,16610,8468,8142,14127,7766,6361,408,193,215,2070,507,1563,5,2,3,85.05117399157133,91.70996693434105,78.12576762466225
SUNDARIJAL,2364,1150,1214,1865,1020,845,49,24,25,448,105,343,2,1,1,78.8917089678511,88.69565217391305,69.60461285008238
SUNTOL,4487,2180,2307,3342,1841,1501,65,32,33,1079,307,772,1,0,1,74.4818364163138,84.44954128440368,65.06285218899002
TALKUDUDECHOUR,2656,1281,1375,1985,1074,911,11,4,7,660,203,457,0,0,0,74.73644578313254,83.8407494145199,66.25454545454545
THANKOT,11144,5631,5513,8680,4780,3900,184,98,86,2278,753,1525,2,0,2,77.88944723618091,84.88723139762031,70.74188282241974
TINTHANA,9009,4585,4424,7618,4180,3438,282,117,165,1069,280,789,40,8,32,84.55988455988455,91.16684841875681,77.7124773960217
TOKHA CHANDESWORI,3706,1788,1918,2615,1452,1163,54,26,28,1035,310,725,2,0,2,70.56125202374528,81.20805369127517,60.636079249217936
TOKHA SARSWOTI,4804,2477,2327,3679,2095,1584,76,37,39,1049,345,704,0,0,0,76.5820149875104,84.57811869196608,68.0704770090245
INSTITUTIONAL,44525,33060,11465,41620,31335,10285,902,651,251,1996,1072,924,7,2,5,93.47557551937113,94.78221415607986,89.70780636720454
