VDC/MUNICIPALITY,POPULATION_5_AND_ABOVE_BOTH_SEX,POPULATION_5_AND_ABOVE_MALE,POPULATION_5_AND_ABOVE_FEMALE,CAN_READ_WRITE_BOTH_SEX,CAN_READ_WRITE_MALE,CAN_READ_WRITE_FEMALE,CAN_READ_ONLY_BOTH_SEX,CAN_READ_ONLY_MALE,CAN_READ_ONLY_FEMALE,CANT_READ_WRITE_BOTH_SEX,CANT_READ_WRITE_MALE,CANT_READ_WRITE_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE,LITERACY_RATE_BOTH_SEX,LITERACY_RATE_MALE,LITERACY_RATE_FEMALE
AALAPOT,2975,1463,1512,2444,1330,1114,25,14,11,506,119,387,0,0,0,82.15126050420169,90.9090909090909,73.67724867724867
BAAD BHANJYANG,3497,1733,1764,2538,1420,1118,17,8,9,942,305,637,0,0,0,72.57649413783243,81.9388343912291,63.378684807256235
BAJRAYOGINI (SANKHU),4034,1937,2097,2914,1598,1316,67,32,35,1050,307,743,3,0,3,72.23599405057016,82.49870934434693,62.75631855030996
BALAMBU,6767,3322,3445,5330,2861,2469,144,72,72,1292,389,903,1,0,1,78.76459287719817,86.12281757977122,71.66908563134979
BALUWA,5071,2501,2570,3625,2065,1560,220,108,112,1208,323,885,18,5,13,71.48491421810293,82.56697321071572,60.70038910505836
BHADRABAS,2234,1102,1132,1858,1041,817,24,5,19,352,56,296,0,0,0,83.16920322291853,94.46460980036298,72.1731448763251
BHIMDHUNGA,2721,1377,1344,2052,1176,876,53,29,24,614,171,443,2,1,1,75.41345093715546,85.40305010893246,65.17857142857143
BUDANILKANTHA,14353,7056,7297,11506,6174,5332,339,159,180,2507,722,1785,1,1,0,80.16442555563297,87.5,73.0711251199123
CHALNAKHEL,4038,1915,2123,3080,1658,1422,88,38,50,862,219,643,8,0,8,76.27538385339277,86.57963446475195,66.98068770607631
CHAPALI BHADRAKALI,10067,4963,5104,8467,4528,3939,149,60,89,1451,375,1076,0,0,0,84.1064865401808,91.23514003626838,77.17476489028213
CHHAIMALE,3828,1766,2062,2533,1349,1184,141,64,77,1137,346,791,17,7,10,66.17032392894461,76.38731596828993,57.4199806013579
DAHACHOK,3796,1851,1945,2879,1609,1270,82,33,49,829,207,622,6,2,4,75.84299262381454,86.92598595353863,65.29562982005142
CHUNIKHEL,4152,2058,2094,2927,1677,1250,52,26,26,1172,354,818,1,1,0,70.49614643545279,81.4868804664723,59.69436485195797
DAANCHHI,10469,5256,5213,8280,4613,3667,305,130,175,1882,513,1369,2,0,2,79.09064858152641,87.76636225266363,70.3433723383848
DAXINKALI,4490,2213,2277,3629,1987,1642,43,17,26,816,208,608,2,1,1,80.82405345211582,89.78761861726163,72.11242863416777
DHAPASI,29303,14990,14313,26130,14196,11934,318,115,203,2849,676,2173,6,3,3,89.17175715797018,94.70313542361575,83.37874659400545
DHARMASTHALI,6086,3021,3065,4617,2569,2048,164,66,98,1302,386,916,3,0,3,75.8626355570161,85.03806686527639,66.81892332789559
FUTUNG,4488,2202,2286,3601,1985,1616,75,21,54,812,196,616,0,0,0,80.2361853832442,90.14532243415077,70.69116360454943
GAGALPHEDI,5161,2510,2651,4023,2216,1807,57,33,24,1081,261,820,0,0,0,77.95000968804496,88.28685258964143,68.16295737457563
GOKARNESWOR,6943,3446,3497,5200,2902,2298,217,96,121,1523,446,1077,3,2,1,74.8955782802823,84.21358096343586,65.71346868744638
GOLDHUNGA,14985,7675,7310,12050,6808,5242,284,137,147,2649,729,1920,2,1,1,80.41374708041374,88.70358306188925,71.70998632010944
GONGGABU,50291,25787,24504,44593,24309,20284,753,289,464,4941,1186,3755,4,3,1,88.66994094370763,94.26842982898359,82.7783219066275
GOTHATAR,24071,12050,12021,20323,11026,9297,553,256,297,3185,765,2420,10,3,7,84.42939636907482,91.50207468879668,77.33965560269527
ICHANG NARAYAN,22637,11240,11397,19636,10423,9213,238,108,130,2752,707,2045,11,2,9,86.74294296947475,92.73131672597866,80.8370623848381
INDRAYANI,3158,1554,1604,2442,1371,1071,55,30,25,660,153,507,1,0,1,77.32742241925268,88.22393822393822,66.77057356608479
JHOR MAHANKAL,3789,1850,1939,2707,1512,1195,59,33,26,1023,305,718,0,0,0,71.44365267880707,81.72972972972973,61.629706034038165
JITPURPHEDI,4822,2341,2481,3675,2023,1652,100,48,52,1029,263,766,18,7,11,76.21318954790543,86.41606151217428,66.58605401047964
JORPATI,77981,38943,39038,62243,34048,28195,1860,815,1045,13800,4051,9749,78,29,49,79.81816083404932,87.43034691728937,72.22449920590194
KABHRESTHALI,4442,2190,2252,3501,1962,1539,27,14,13,908,211,697,6,3,3,78.81584871679424,89.58904109589041,68.3392539964476
KAPAN,44928,22796,22132,38777,21208,17569,661,256,405,5468,1325,4143,22,7,15,86.30920584045583,93.03386559045447,79.38279414422556
KATHMANDU METROPOLITAN CITY,915543,479910,435633,810472,447899,362573,12529,5449,7080,92302,26489,65813,240,73,167,88.52364116158388,93.32979100247964,83.22900239421716
