VDC/MUNICIPALITY,WOOD,KEROSENE,LPG,GUITHA,BIOGAS,ELECTRICITY,OTHERS,NOT_STATED
BAGHMARE,1581,5,0,0,1,0,0,8
BELA,2017,2,9,3,21,0,0,3
BIJAURI,2259,19,284,231,136,1,13,39
CHAULAHI,2766,9,985,9,500,3,4,15
DHANAURI,1893,7,16,7,7,0,1,2
DHARNA,1527,3,9,1,12,0,0,10
DHIKPUR,1207,7,89,994,83,1,4,3
DURUWA,2535,25,46,110,10,0,0,9
GADHAWA,1840,16,79,25,206,1,0,9
GANGAPRASPUR,1852,1,19,31,124,0,2,2
GOBARDIYA,2753,2,26,9,53,0,2,28
GOLTAKURI,1087,0,4,3,22,1,0,2
HALWAR,1947,8,101,18,101,3,1,8
HANSIPUR,1466,2,2,5,0,0,0,12
HAPUR,2798,12,59,7,100,1,0,9
HEKULI,1642,13,22,104,22,0,0,14
KABHRE,1459,5,6,2,0,0,0,1
KOILABAS,186,0,1,0,0,0,0,0
LALMATIYA,3291,17,562,4,528,2,2,69
LAXMIPUR,2606,15,128,7,167,0,3,6
LOHARPANI,1086,1,19,0,2,0,0,8
MANPUR,2554,10,181,135,180,2,4,22
NARAYANPUR,1601,14,600,1226,99,2,23,12
PANCHAKULE,1788,6,12,3,3,1,0,9
PAWAN NAGAR,1730,8,36,5,118,0,0,1
PHULBARI,1200,4,2,4,3,0,0,14
PURANDHARA,4055,25,14,4,9,0,0,16
RAJPUR,2374,3,4,2,19,0,0,16
RAMPUR,2501,10,56,2,126,0,0,3
SAIDHA,1320,5,1,1,1,1,0,9
SATBARIYA,2339,3,21,17,115,0,0,6
SAUDIYAR,1445,9,87,474,426,2,6,4
SHANTINAGAR,1756,4,7,1,28,1,0,3
SHREEGAUN,1460,8,22,21,8,0,0,0
SISAHANIYA,2100,15,203,6,922,3,5,5
SONPUR,1996,2,184,2,431,2,1,22
SYUJA,964,7,1,0,1,0,0,2
TARIGAUN,1616,8,86,515,54,0,15,5
GHORAHI MUNICIPALITY,6547,146,7877,264,461,10,105,75
TULSIPUR MUNICIPALITY,7386,85,4433,24,150,5,68,63
URAHARI,2297,5,63,197,39,1,1,10
TOTAL,88827,546,16356,4473,5288,43,260,554
