VDC/MUNICIPALITY,THATCH,GALV_IRON,TILE_SLATE,RCC,WOOD_PLANKS,MUD,OTHERS,NOT_STATED
ANARMANI,240,3912,26,5922,20,0,30,85
ARJUNDHARA,367,3583,20,531,17,0,35,7
BAHUNDANGI,206,4974,21,182,18,0,35,43
BAIGUNDHURA,401,832,3,10,1,0,1,3
BALUBADI,220,1011,4,7,0,0,0,4
BANIYANI,108,1192,3,106,1,0,31,3
BHADRAPUR MUNICIPALITY,193,2158,30,1776,10,0,8,73
BUDHABARE,98,4258,15,719,16,0,14,150
CHAKCHAKI,375,1687,12,105,4,0,1,12
CHANDRAGADHI,192,2715,14,1544,22,0,2,25
CHARPANE,171,2173,14,1738,5,0,40,17
DAMAK MUNICIPALITY,1156,10350,105,6029,54,0,70,340
DANGIBARI,213,1423,4,66,7,0,40,5
DHAIJAN,55,1912,6,200,1,0,10,20
DHARAMPUR,466,2610,11,95,10,0,7,19
DUWAGADHI,78,1784,1,698,5,0,10,15
GARAMANI,525,3816,24,318,9,0,16,17
GAURADAHA,623,2353,15,456,16,0,22,29
GAURIGANJ,516,1687,5,76,3,0,2,13
GHAILADUBBA,238,2279,12,386,5,0,41,8
GHERABARI,294,1157,0,8,2,0,1,18
GOLDHAP,236,1341,5,100,10,0,2,7
HALDIBARI,144,1549,6,77,5,0,6,5
JALTHAL,518,2283,11,79,12,0,10,9
JUROPANI,724,1729,7,104,5,0,8,12
JYAMIRGADHI,330,1657,6,59,1,0,12,11
KECHANA,132,1100,0,37,2,0,7,6
KHAJURGACHHI,441,1518,1,56,5,0,4,11
KHUDUNABARI,291,2977,15,113,12,0,22,27
KOHABARA,742,1484,5,21,7,0,73,11
KOROBARI,521,703,2,19,3,0,5,7
KUMARKHOD,545,1301,3,51,16,0,4,11
LAKHANPUR,450,3722,47,412,11,0,14,39
MAHABHARA,573,920,8,26,7,0,0,8
MAHARANIJHODA,391,1834,13,65,6,0,51,13
MAHESHPUR,227,2378,7,219,5,0,5,12
MECHINAGAR MUNICIPALITY,187,9475,33,3302,31,0,98,55
PANCHGACHHI,391,1911,9,40,9,0,2,13
PATHAMARI,122,799,3,15,0,0,9,7
PATHARIYA,477,1766,6,47,6,0,22,9
PRITHIVINAGAR,315,2955,5,344,5,0,19,12
RAJGADH,504,2715,8,114,8,0,81,14
SANISCHARE,97,4669,29,756,10,0,31,14
SATASIDHAM,295,5021,53,582,46,0,24,51
SHANTINAGAR,132,3898,4,135,17,0,23,19
SHARANAMATI,881,2068,6,92,8,0,14,23
SHIVAGANJ,461,2424,13,106,4,0,1,21
SURUNGA,668,4472,54,1212,11,0,10,30
TAGHANDUBBA,769,1206,2,62,5,0,19,12
TOPGACHHI,858,4307,30,300,31,0,9,26
TOTAL,19157,132048,736,29517,524,0,1001,1401
