VDC/MUNICIPALITY,POPULATION_5_AND_ABOVE_BOTH_SEX,POPULATION_5_AND_ABOVE_MALE,POPULATION_5_AND_ABOVE_FEMALE,CAN_READ_WRITE_BOTH_SEX,CAN_READ_WRITE_MALE,CAN_READ_WRITE_FEMALE,CAN_READ_ONLY_BOTH_SEX,CAN_READ_ONLY_MALE,CAN_READ_ONLY_FEMALE,CANT_READ_WRITE_BOTH_SEX,CANT_READ_WRITE_MALE,CANT_READ_WRITE_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE,LITERACY_RATE_BOTH_SEX,LITERACY_RATE_MALE,LITERACY_RATE_FEMALE
ANDUPATTI,3150,1597,1553,1519,991,528,98,54,44,1529,551,978,4,1,3,48.22222222222222,62.053850970569826,33.99871216999356
AURAHI,5055,2657,2398,2324,1510,814,154,66,88,2557,1077,1480,20,4,16,45.97428288822948,56.83101242002259,33.94495412844037
BAFAI,2601,1237,1364,1376,832,544,55,25,30,1168,380,788,2,0,2,52.902729719338716,67.25949878738885,39.882697947214076
BAGHCHAURA,5301,2563,2738,2257,1384,873,192,87,105,2832,1084,1748,20,8,12,42.5768722882475,53.99921966445571,31.884587289992695
BAHEDA BELA,6266,3365,2901,2432,1538,894,293,169,124,3505,1641,1864,36,17,19,38.812639642515165,45.70579494799406,30.81695966907963
BAHUARBA,4520,2162,2358,1931,1187,744,93,46,47,2495,929,1566,1,0,1,42.7212389380531,54.90286771507863,31.552162849872772
BALABAKHAR,7017,3602,3415,2568,1650,918,608,318,290,3838,1634,2204,3,0,3,36.59683625480975,45.80788450860633,26.881405563689604
BALAHA KATHAL,3059,1467,1592,1352,837,515,131,55,76,1572,572,1000,4,3,1,44.1974501471069,57.05521472392638,32.34924623115578
BALAHA SADHARA,3579,1697,1882,1186,743,443,1,1,0,2392,953,1439,0,0,0,33.1377479742945,43.783146729522684,23.538788522848034
BALLAGOTH,3745,1845,1900,1257,804,453,97,52,45,2368,982,1386,23,7,16,33.56475300400534,43.577235772357724,23.842105263157894
BANINIYA,3290,1566,1724,1644,1015,629,78,32,46,1567,519,1048,1,0,1,49.96960486322188,64.81481481481481,36.48491879350348
BARAMAJHIYA,5627,2769,2858,2648,1594,1054,204,102,102,2765,1068,1697,10,5,5,47.05882352941176,57.565908270133626,36.87893631910427
BASAHIYA,6731,3460,3271,3401,2120,1281,164,80,84,3165,1259,1906,1,1,0,50.52741048878324,61.27167630057804,39.16233567716294
BASBITTI,2591,1230,1361,1284,745,539,60,33,27,1242,451,791,5,1,4,49.556155924353526,60.56910569105691,39.603232916972814
BATESWOR,6071,3208,2863,3583,2180,1403,156,82,74,2253,919,1334,79,27,52,59.01828364355131,67.95511221945138,49.00454069158226
BEGA SHIVAPUR,6436,3232,3204,3273,2043,1230,146,60,86,3011,1127,1884,6,2,4,50.85456805469235,63.21163366336634,38.38951310861423
BEGADAWAR,11149,5782,5367,7421,4368,3053,299,159,140,3422,1251,2171,7,4,3,66.56202349986546,75.54479418886199,56.88466554872368
BHARATPUR,13863,6610,7253,6965,3936,3029,512,240,272,6355,2423,3932,31,11,20,50.24165043641348,59.54614220877459,41.7620295050324
BHUCHAKRAPUR,4670,2379,2291,2570,1540,1030,200,89,111,1880,742,1138,20,8,12,55.0321199143469,64.73308112652376,44.95853339153208
BHUTAHIPATERWA,4284,2069,2215,1535,934,601,293,150,143,2456,985,1471,0,0,0,35.83099906629318,45.142580956984055,27.13318284424379
BINDHI,6141,2965,3176,3182,1922,1260,120,56,64,2832,982,1850,7,5,2,51.81566520110731,64.82293423271501,39.67254408060453
BISARMORA,4392,2071,2321,2180,1304,876,53,25,28,2157,741,1416,2,1,1,49.635701275045534,62.96475132786094,37.74235243429556
CHAKKAR,6009,3147,2862,2480,1551,929,74,33,41,3455,1563,1892,0,0,0,41.27142619404227,49.285033365109626,32.45981830887491
CHORA KOILPUR,4221,2028,2193,1643,1032,611,103,41,62,2466,952,1514,9,3,6,38.92442549158967,50.887573964497044,27.861377108983127
DHANUSHA GOVINDAPUR,7975,3846,4129,3208,1993,1215,147,76,71,4597,1766,2831,23,11,12,40.225705329153605,51.82007280291212,29.42601114071204
DEBADIHA,6305,3274,3031,2825,1789,1036,351,174,177,2940,1239,1701,189,72,117,44.80570975416337,54.64263897373244,34.18013856812933
