VDC/MUNICIPALITY,POPULATION_5_AND_ABOVE_BOTH_SEX,POPULATION_5_AND_ABOVE_MALE,POPULATION_5_AND_ABOVE_FEMALE,CAN_READ_WRITE_BOTH_SEX,CAN_READ_WRITE_MALE,CAN_READ_WRITE_FEMALE,CAN_READ_ONLY_BOTH_SEX,CAN_READ_ONLY_MALE,CAN_READ_ONLY_FEMALE,CANT_READ_WRITE_BOTH_SEX,CANT_READ_WRITE_MALE,CANT_READ_WRITE_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE,LITERACY_RATE_BOTH_SEX,LITERACY_RATE_MALE,LITERACY_RATE_FEMALE
ARCHALBOT,1454,619,835,1057,497,560,16,6,10,381,116,265,0,0,0,72.69601100412655,80.2907915993538,67.06586826347305
BAHUNDANDA,1977,951,1026,1258,680,578,68,39,29,651,232,419,0,0,0,63.63176530096105,71.5036803364879,56.33528265107213
BANJHAKHET,2641,1212,1429,1689,885,804,60,22,38,889,304,585,3,1,2,63.95304808784551,73.01980198019803,56.2631210636809
BAGLUNGPANI,2255,963,1292,1515,740,775,34,13,21,700,208,492,6,2,4,67.1840354767184,76.84319833852544,59.98452012383901
BANGRE,1526,663,863,1098,562,536,19,8,11,407,92,315,2,1,1,71.95281782437746,84.76621417797888,62.10892236384704
BANSAR,2268,1083,1185,1393,781,612,141,61,80,731,241,490,3,0,3,61.419753086419746,72.11449676823638,51.64556962025316
BESISHAHAR,13939,6206,7733,11584,5654,5930,294,115,179,2057,435,1622,4,2,2,83.10495731401105,91.105381888495,76.68433984223458
BHALAYAKHARKA,2030,883,1147,1433,715,718,88,20,68,509,148,361,0,0,0,70.5911330049261,80.97395243488108,62.59808195292066
BHARTE,2080,878,1202,1337,652,685,151,63,88,592,163,429,0,0,0,64.27884615384616,74.25968109339408,56.9883527454243
BHOJE,1803,840,963,1168,612,556,29,12,17,606,216,390,0,0,0,64.78092068774265,72.85714285714285,57.73624091381101
BHORLETAR,3706,1646,2060,2918,1450,1468,154,64,90,634,132,502,0,0,0,78.73718294657313,88.09234507897933,71.26213592233009
BHOTE ODAR,6894,3047,3847,5404,2653,2751,162,66,96,1324,327,997,4,1,3,78.38700319118074,87.0692484410896,71.51026774109695
BHUJUNG,1371,604,767,959,472,487,20,8,12,392,124,268,0,0,0,69.94894237782641,78.1456953642384,63.49413298565841
BHULBHULE,2714,1225,1489,1627,855,772,119,55,64,968,315,653,0,0,0,59.94841562269713,69.79591836734694,51.84687709872398
BICHAUR,1883,862,1021,1290,667,623,28,13,15,565,182,383,0,0,0,68.5077004779607,77.37819025522042,61.01860920666014
CHAKRATIRTHA,4586,1957,2629,3307,1573,1734,143,53,90,1134,331,803,2,0,2,72.11077191452246,80.37812979049565,65.95663750475465
CHANDISTHAN,1737,780,957,1336,678,658,45,12,33,356,90,266,0,0,0,76.91421991940126,86.92307692307692,68.75653082549634
CHANDRESHWOR,1797,762,1035,1311,658,653,13,5,8,473,99,374,0,0,0,72.95492487479132,86.3517060367454,63.091787439613526
CHITI,4756,2145,2611,3479,1745,1734,61,32,29,1209,368,841,7,0,7,73.14970563498738,81.35198135198135,66.41133665262352
DHAMILIKUWA,4007,1702,2305,2686,1300,1386,139,58,81,1182,344,838,0,0,0,67.03269278762166,76.38072855464159,60.13015184381779
DHODENI,2386,1136,1250,1289,718,571,127,50,77,970,368,602,0,0,0,54.02347024308466,63.20422535211267,45.68
DHUSENI,1152,481,671,909,436,473,20,8,12,223,37,186,0,0,0,78.90625,90.64449064449065,70.49180327868852
DUDHPOKHARI,1812,815,997,1056,577,479,60,26,34,694,211,483,2,1,1,58.27814569536424,70.79754601226995,48.044132397191575
DURADANDA,1682,740,942,1338,651,687,63,21,42,281,68,213,0,0,0,79.54815695600476,87.97297297297297,72.92993630573248
FALENI,1249,597,652,664,381,283,11,4,7,574,212,362,0,0,0,53.16253002401922,63.81909547738693,43.40490797546012
GAUNDA,2457,1122,1335,1535,801,734,77,35,42,842,285,557,3,1,2,62.474562474562475,71.3903743315508,54.98127340823971
GAUNSHAHAR,6090,2583,3507,4578,2252,2326,80,28,52,1395,296,1099,37,7,30,75.17241379310344,87.18544328300426,66.32449386940405
GHANPOKHARA,2615,1203,1412,1426,783,643,115,44,71,1071,374,697,3,2,1,54.53154875717017,65.08728179551122,45.538243626062325
GHERMU,1607,742,865,1093,580,513,28,14,14,485,148,337,1,0,1,68.01493466085874,78.16711590296495,59.30635838150289
GILUNNG,1430,616,814,919,463,456,38,22,16,473,131,342,0,0,0,64.26573426573427,75.16233766233766,56.01965601965602
HILETAKSAR,1552,653,899,1064,518,546,36,13,23,452,122,330,0,0,0,68.55670103092784,79.32618683001532,60.734149054505004
ILAMPOKHARI,2436,1101,1335,1487,779,708,75,25,50,871,295,576,3,2,1,61.04269293924466,70.75386012715713,53.033707865168545
ISHANESHWOR,2751,1214,1537,2009,999,1010,58,28,30,684,187,497,0,0,0,73.02798982188295,82.28995057660626,65.7124268054652
JITA,2025,876,1149,1515,764,751,19,7,12,491,105,386,0,0,0,74.81481481481481,87.21461187214612,65.36118363794604
KARAPU,1955,881,1074,1248,665,583,108,55,53,599,161,438,0,0,0,63.83631713554987,75.48240635641316,54.283054003724395
KHUDI,3116,1383,1733,1976,1002,974,64,24,40,1076,357,719,0,0,0,63.41463414634146,72.45119305856834,56.20311598384304
KOLKI,1463,656,807,965,488,477,48,20,28,449,148,301,1,0,1,65.96035543403964,74.39024390243902,59.10780669144982
KUNCHHA,1714,735,979,1229,627,602,29,11,18,456,97,359,0,0,0,71.70361726954494,85.3061224489796,61.49131767109295
MALING,1114,498,616,687,360,327,66,27,39,361,111,250,0,0,0,61.66965888689408,72.28915662650603,53.08441558441559
MOHORIYAKOT,2080,885,1195,1372,695,677,101,38,63,607,152,455,0,0,0,65.96153846153847,78.53107344632768,56.65271966527197
NALMA,1642,766,876,1145,617,528,41,20,21,456,129,327,0,0,0,69.73203410475031,80.54830287206266,60.273972602739725
NAUTHAR,2026,893,1133,1209,613,596,37,13,24,780,267,513,0,0,0,59.67423494570583,68.64501679731244,52.60370697263901
NETA,1582,661,921,1198,576,622,18,9,9,365,76,289,1,0,1,75.72692793931732,87.14069591527988,67.53528773072746
PACHOK,2236,1032,1204,1327,690,637,29,16,13,880,326,554,0,0,0,59.34704830053668,66.86046511627907,52.90697674418605
PAREWADANDA,2416,1006,1410,1710,823,887,32,14,18,674,169,505,0,0,0,70.77814569536423,81.80914512922465,62.90780141843971
PASAGAUN,1505,655,850,1040,505,535,44,21,23,421,129,292,0,0,0,69.10299003322258,77.09923664122137,62.94117647058823
PURANKOT,1118,499,619,826,421,405,7,1,6,285,77,208,0,0,0,73.8819320214669,84.3687374749499,65.4281098546042
PYARJUNG,1611,733,878,1107,584,523,58,22,36,446,127,319,0,0,0,68.71508379888269,79.67257844474761,59.56719817767654
RAMGHA,2906,1288,1618,2267,1102,1165,27,8,19,612,178,434,0,0,0,78.01101169993117,85.55900621118012,72.00247218788628
SAMIBHANJYANG,1402,694,708,1134,627,507,21,10,11,246,56,190,1,1,0,80.88445078459344,90.34582132564842,71.61016949152543
SHREE BHANJYANG,1613,726,887,1051,534,517,22,9,13,540,183,357,0,0,0,65.15809051456912,73.55371900826447,58.286358511837655
SIMPANI,2954,1286,1668,1986,992,994,13,5,8,955,289,666,0,0,0,67.23087339201084,77.13841368584758,59.592326139088726
SINDURE,1270,510,760,872,421,451,15,7,8,383,82,301,0,0,0,68.66141732283465,82.54901960784314,59.3421052631579
SUNDARBAZAR,6173,2656,3517,5132,2418,2714,70,22,48,971,216,755,0,0,0,83.13623845780009,91.03915662650603,77.16804094398636
SURYAPAL,1451,599,852,1086,515,571,27,10,17,338,74,264,0,0,0,74.84493452791179,85.97662771285476,67.01877934272301
TAGHRING,2106,1011,1095,1219,681,538,111,57,54,776,273,503,0,0,0,57.882241215574545,67.35905044510386,49.1324200913242
TANGRANG TAKSAR,2209,958,1251,1775,870,905,27,9,18,407,79,328,0,0,0,80.35310095065641,90.81419624217119,72.34212629896084
TARKU,1573,697,876,1211,597,614,56,17,39,305,83,222,1,0,1,76.98664971392245,85.65279770444764,70.09132420091323
TARKUGHAT,2682,1165,1517,1859,908,951,59,27,32,763,229,534,1,1,0,69.31394481730052,77.93991416309012,62.68951878707977
UDIPUR,2468,1094,1374,1765,909,856,34,19,15,669,166,503,0,0,0,71.51539708265803,83.08957952468006,62.29985443959243
UTTAR KANYA,1007,450,557,582,328,254,29,11,18,396,111,285,0,0,0,57.79543197616683,72.88888888888889,45.601436265709154
INSTITUTIONAL,1566,1412,154,1542,1392,150,7,5,2,17,15,2,0,0,0,98.46743295019157,98.58356940509914,97.40259740259741
