VDC/MUNICIPALITY,MUD_BONDED,CEMENT_BONDED,RCC_WITH_PILLAR,WOODEN_PILLAR,OTHERS,NOT_STATED
ARCHALBOT,392,8,5,17,0,2
BAHUNDANDA,463,2,0,13,0,2
BANJHAKHET,677,11,6,23,0,1
BAGLUNGPANI,599,2,0,1,0,7
BANGRE,393,1,0,12,0,2
BANSAR,526,43,0,1,0,2
BESISHAHAR,844,1539,1798,65,5,40
BHALAYAKHARKA,525,7,0,16,0,1
BHARTE,561,3,0,19,0,1
BHOJE,461,1,0,12,0,2
BHORLETAR,640,118,163,108,0,4
BHOTE ODAR,858,649,508,42,2,15
BHUJUNG,346,0,0,5,0,2
BHULBHULE,622,32,0,55,0,3
BICHAUR,491,1,0,14,1,4
CHAKRATIRTHA,1082,65,45,59,0,2
CHANDISTHAN,415,37,33,4,0,3
CHANDRESHWOR,535,4,0,1,1,5
CHITI,1197,17,7,73,0,5
DHAMILIKUWA,1022,23,11,95,1,2
DHODENI,533,7,0,10,1,2
DHUSENI,307,3,1,0,0,0
DUDHPOKHARI,455,1,0,12,1,1
DURADANDA,509,2,6,2,0,0
FALENI,264,0,0,20,0,0
GAUNDA,609,0,0,7,0,0
GAUNSHAHAR,1483,55,185,24,3,7
GHANPOKHARA,602,28,0,14,0,4
GHERMU,387,5,0,7,0,3
GILUNNG,404,6,0,3,0,1
HILETAKSAR,405,4,0,4,0,0
ILAMPOKHARI,603,1,0,3,0,1
ISHANESHWOR,599,82,0,74,1,8
JITA,569,8,0,0,0,1
KARAPU,487,10,0,19,1,0
KHUDI,690,79,37,17,2,1
KOLKI,377,1,0,5,1,1
KUNCHHA,497,11,0,2,0,4
MALING,304,0,0,2,0,2
MOHORIYAKOT,560,0,0,4,0,7
NALMA,421,8,1,7,0,1
NAUTHAR,512,11,2,4,0,1
NETA,411,2,1,0,0,2
PACHOK,547,1,0,12,1,0
PAREWADANDA,677,2,16,6,5,0
PASAGAUN,380,0,0,2,0,0
PURANKOT,301,0,0,0,0,0
PYARJUNG,434,0,0,9,0,9
RAMGHA,515,131,140,8,0,1
SAMIBHANJYANG,297,1,0,10,0,1
SHREE BHANJYANG,457,1,0,12,1,2
SIMPANI,757,34,14,13,0,2
SINDURE,309,1,0,0,0,1
SUNDARBAZAR,910,203,633,24,3,22
SURYAPAL,375,13,57,1,1,2
TAGHRING,496,16,0,7,1,1
TANGRANG TAKSAR,539,15,62,1,0,2
TARKU,378,21,19,4,1,0
TARKUGHAT,724,9,0,23,4,12
UDIPUR,583,67,24,18,2,4
UTTAR KANYA,278,1,0,1,1,0
TOTAL,33594,3403,3774,1026,40,211
