VDC/MUNICIPALITY,TAP_PIPED,TUBEWELL,COVERED_WELL,UNCOVERED_WELL,SPOUT_WATER,RIVER_STREAM,OTHERS,NOT_STATED
ARCHALBOT,363,2,18,22,15,4,0,0
BAHUNDANDA,479,0,0,0,0,0,0,1
BANJHAKHET,716,0,0,1,0,0,0,1
BAGLUNGPANI,592,0,1,11,0,0,0,5
BANGRE,398,0,4,4,0,0,0,2
BANSAR,568,0,0,0,2,0,0,2
BESISHAHAR,4100,4,7,5,100,4,49,22
BHALAYAKHARKA,389,0,13,24,121,1,0,1
BHARTE,377,0,0,58,148,1,0,0
BHOJE,456,1,0,0,6,11,0,2
BHORLETAR,870,0,0,56,102,0,0,5
BHOTE ODAR,1903,41,32,40,29,12,6,11
BHUJUNG,344,0,0,0,5,0,0,4
BHULBHULE,701,0,0,1,5,4,0,1
BICHAUR,392,1,5,42,70,1,0,0
CHAKRATIRTHA,1095,0,0,79,71,5,1,2
CHANDISTHAN,479,0,2,8,1,0,0,2
CHANDRESHWOR,488,1,0,1,51,0,0,5
CHITI,932,2,0,56,309,0,0,0
DHAMILIKUWA,860,6,10,99,144,32,1,2
DHODENI,360,0,0,18,174,0,0,1
DHUSENI,306,0,0,5,0,0,0,0
DUDHPOKHARI,432,0,1,0,33,3,0,1
DURADANDA,438,0,1,13,64,1,2,0
FALENI,269,0,0,8,6,1,0,0
GAUNDA,555,1,0,9,50,1,0,0
GAUNSHAHAR,1647,3,36,2,62,1,0,6
GHANPOKHARA,599,0,0,3,31,12,0,3
GHERMU,398,0,1,1,0,0,0,2
GILUNNG,400,0,4,8,1,0,0,1
HILETAKSAR,403,0,0,3,7,0,0,0
ILAMPOKHARI,573,0,8,0,26,0,0,1
ISHANESHWOR,735,0,1,11,8,3,0,6
JITA,290,1,18,52,217,0,0,0
KARAPU,237,3,85,156,23,13,0,0
KHUDI,808,0,0,6,12,0,0,0
KOLKI,381,0,1,3,0,0,0,0
KUNCHHA,171,0,1,0,340,0,0,2
MALING,299,0,7,0,1,0,0,1
MOHORIYAKOT,504,1,12,27,19,2,0,6
NALMA,412,1,0,16,6,3,0,0
NAUTHAR,501,0,1,10,17,0,0,1
NETA,389,0,0,0,27,0,0,0
PACHOK,550,0,0,3,7,1,0,0
PAREWADANDA,597,0,60,23,23,3,0,0
PASAGAUN,376,1,1,3,0,1,0,0
PURANKOT,295,0,2,1,3,0,0,0
PYARJUNG,389,0,0,10,44,0,0,9
RAMGHA,745,4,17,8,21,0,0,0
SAMIBHANJYANG,122,0,0,35,149,2,0,1
SHREE BHANJYANG,379,3,1,36,52,0,0,2
SIMPANI,696,0,1,11,109,1,0,2
SINDURE,305,0,0,0,5,0,0,1
SUNDARBAZAR,1607,25,9,2,117,16,0,19
SURYAPAL,379,0,4,18,46,0,0,2
TAGHRING,502,0,0,0,19,0,0,0
TANGRANG TAKSAR,413,0,3,16,177,8,0,2
TARKU,399,1,0,10,13,0,0,0
TARKUGHAT,726,1,5,13,16,9,0,2
UDIPUR,674,0,1,2,15,0,2,4
UTTAR KANYA,269,0,0,0,12,0,0,0
TOTAL,37032,103,373,1049,3131,156,61,143
