VDC/MUNICIPALITY,POPULATION_5_AND_ABOVE_BOTH_SEX,POPULATION_5_AND_ABOVE_MALE,POPULATION_5_AND_ABOVE_FEMALE,CAN_READ_WRITE_BOTH_SEX,CAN_READ_WRITE_MALE,CAN_READ_WRITE_FEMALE,CAN_READ_ONLY_BOTH_SEX,CAN_READ_ONLY_MALE,CAN_READ_ONLY_FEMALE,CANT_READ_WRITE_BOTH_SEX,CANT_READ_WRITE_MALE,CANT_READ_WRITE_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE,LITERACY_RATE_BOTH_SEX,LITERACY_RATE_MALE,LITERACY_RATE_FEMALE
ARMAN,3735,1567,2168,2700,1249,1451,34,15,19,1001,303,698,0,0,0,72.28915662650603,79.70644543714104,66.9280442804428
ARTHUNGE,10660,5007,5653,9280,4659,4621,161,44,117,1216,302,914,3,2,1,87.05440900562851,93.04973037747153,81.74420661595613
BABIYACHAUR,3037,1332,1705,2184,1072,1112,133,57,76,720,203,517,0,0,0,71.9130721106355,80.48048048048048,65.2199413489736
BEGKHOLA,1389,605,784,1042,484,558,8,4,4,339,117,222,0,0,0,75.01799856011519,80,71.1734693877551
BARANJA,4472,1939,2533,3179,1535,1644,117,46,71,1173,358,815,3,0,3,71.08676207513417,79.16451779267663,64.90327674694039
BHAKIMLI,2888,1182,1706,2033,946,1087,52,20,32,800,215,585,3,1,2,70.39473684210526,80.03384094754654,63.71629542790153
BIM,1636,723,913,1204,591,613,15,8,7,417,124,293,0,0,0,73.59413202933986,81.74273858921161,67.14129244249726
CHIMKHOLA,1193,526,667,749,384,365,29,11,18,415,131,284,0,0,0,62.78290025146689,73.00380228136882,54.72263868065967
DAGNAM,991,431,560,630,304,326,49,19,30,311,108,203,1,0,1,63.57214934409687,70.53364269141531,58.214285714285715
DANA,1686,790,896,1162,585,577,16,8,8,506,196,310,2,1,1,68.92052194543298,74.0506329113924,64.39732142857143
DARWANG,3196,1427,1769,2523,1222,1301,39,18,21,634,187,447,0,0,0,78.9424280350438,85.63419761737912,73.54437535330696
DEVISTHAN,3135,1370,1765,2140,1110,1030,85,24,61,910,236,674,0,0,0,68.2615629984051,81.02189781021897,58.35694050991501
GHATAN,3896,1681,2215,2696,1348,1348,124,42,82,1071,291,780,5,0,5,69.19917864476386,80.19036287923855,60.85778781038375
DOWA,954,421,533,628,315,313,11,7,4,315,99,216,0,0,0,65.82809224318659,74.82185273159145,58.724202626641656
GURJA KHANI,819,383,436,500,251,249,10,6,4,309,126,183,0,0,0,61.05006105006105,65.53524804177546,57.11009174311926
HISTHAN MANDALI,1558,678,880,1167,586,581,36,20,16,352,72,280,3,0,3,74.90372272143773,86.4306784660767,66.02272727272728
JHIN,1002,407,595,632,306,326,20,5,15,350,96,254,0,0,0,63.07385229540918,75.18427518427518,54.78991596638656
JYAMRUNGKOT,3173,1361,1812,2339,1154,1185,69,26,43,763,181,582,2,0,2,73.71572644185314,84.79059515062454,65.39735099337747
KUHUN,3038,1289,1749,1982,965,1017,131,52,79,925,272,653,0,0,0,65.2402896642528,74.86423584173778,58.147512864494
KUINEMANGALE,1019,489,530,782,420,362,11,7,4,226,62,164,0,0,0,76.74190382728165,85.88957055214725,68.30188679245282
LULANG,1242,569,673,833,421,412,38,17,21,371,131,240,0,0,0,67.06924315619968,73.98945518453426,61.2184249628529
MALKWANG,1074,475,599,586,293,293,91,48,43,397,134,263,0,0,0,54.56238361266295,61.68421052631579,48.91485809682805
MARANG,1566,685,881,981,480,501,89,37,52,493,167,326,3,1,2,62.643678160919535,70.07299270072993,56.8671963677639
MUDI,2191,1009,1182,1316,683,633,141,69,72,733,256,477,1,1,0,60.063897763578275,67.69078295341923,53.55329949238579
MUNA,2053,878,1175,1398,686,712,41,14,27,612,178,434,2,0,2,68.09547004383829,78.13211845102505,60.59574468085106
NARCHYANG,1484,686,798,1024,536,488,18,7,11,442,143,299,0,0,0,69.00269541778977,78.134110787172,61.152882205513784
NISKOT,1936,859,1077,1194,600,594,60,27,33,682,232,450,0,0,0,61.67355371900827,69.84866123399301,55.15320334261838
OKHARBOT,2044,874,1170,1353,663,690,27,9,18,658,200,458,6,2,4,66.19373776908023,75.85812356979405,58.97435897435898
PAKHAPANI,2005,847,1158,1401,657,744,30,10,20,574,180,394,0,0,0,69.87531172069825,77.56788665879574,64.24870466321244
PATLEKHET,1588,662,926,1116,551,565,18,11,7,454,100,354,0,0,0,70.27707808564232,83.23262839879155,61.01511879049676
PULACHAUR,2967,1248,1719,2074,1022,1052,147,60,87,745,166,579,1,0,1,69.90225817323896,81.89102564102564,61.19837114601513
RAKHU BHAGAWATI,3003,1280,1723,2042,1005,1037,71,36,35,890,239,651,0,0,0,67.998667998668,78.515625,60.18572257690076
RAKHUPIPLE,3526,1534,1992,2392,1191,1201,100,44,56,1032,298,734,2,1,1,67.838910947249,77.64015645371578,60.291164658634536
RAMCHE,1504,659,845,1116,568,548,34,17,17,353,73,280,1,1,0,74.20212765957447,86.19119878603946,64.85207100591715
RATNECHAUR,2097,862,1235,1620,757,863,15,6,9,460,99,361,2,0,2,77.25321888412017,87.81902552204176,69.87854251012145
ROOM,5177,2303,2874,3621,1809,1812,61,27,34,1489,464,1025,6,3,3,69.94398300173846,78.5497177594442,63.04801670146137
SHIKHA,2067,966,1101,1564,818,746,40,7,33,463,141,322,0,0,0,75.6652152878568,84.67908902691511,67.75658492279746
SINGA,2901,1243,1658,2144,1051,1093,97,23,74,656,167,489,4,2,2,73.90554981041019,84.55349959774739,65.92279855247286
TAKAM,3341,1415,1926,2206,1106,1100,64,20,44,1065,286,779,6,3,3,66.02813528883567,78.16254416961131,57.11318795430945
BHURUNG TATOPANI,735,387,348,554,319,235,5,4,1,176,64,112,0,0,0,75.37414965986395,82.42894056847545,67.52873563218391
GHAR,2276,978,1298,1597,784,813,10,3,7,669,191,478,0,0,0,70.16695957820738,80.16359918200409,62.634822804314325
INSTITUTIONAL,1539,1345,194,1476,1295,181,23,21,2,40,29,11,0,0,0,95.90643274853801,96.28252788104089,93.29896907216495
