VDC/MUNICIPALITY,HOUSEHOLD,TOTAL_POPULATION,MALE_POPULATION,FEMALE_POPULATION,AVERAGE_HOUSEHOLD_SIZE,SEX_RATIO
TOTAL,27762,113641,51395,62246,4.093401051797421,82.5675545416573
ARMAN,948,4189,1783,2406,4.418776371308017,74.10640066500416
ARTHUNGE,3182,11738,5573,6165,3.688874921433061,90.39740470397405
BABIYACHAUR,819,3402,1508,1894,4.153846153846154,79.61985216473073
BEGKHOLA,402,1522,678,844,3.7860696517412937,80.33175355450237
BARANJA,1138,4977,2185,2792,4.373462214411248,78.2593123209169
BHAKIMLI,739,3234,1357,1877,4.37618403247632,72.29621736814065
BIM,419,1856,842,1014,4.429594272076372,83.03747534516765
CHIMKHOLA,360,1317,581,736,3.658333333333333,78.94021739130434
DAGNAM,289,1089,473,616,3.7681660899653977,76.78571428571429
DANA,484,1873,885,988,3.8698347107438016,89.5748987854251
DARWANG,904,3595,1645,1950,3.976769911504425,84.35897435897436
DEVISTHAN,751,3537,1561,1976,4.709720372836219,78.99797570850203
GHATAN,1137,4327,1903,2424,3.8056288478452065,78.506600660066
DOWA,294,1063,472,591,3.6156462585034013,79.86463620981388
GURJA KHANI,208,964,443,521,4.634615384615385,85.02879078694818
HISTHAN MANDALI,492,1675,738,937,3.404471544715447,78.76200640341516
JHIN,288,1131,463,668,3.9270833333333335,69.311377245509
JYAMRUNGKOT,884,3549,1566,1983,4.014705882352941,78.9712556732224
KUHUN,843,3381,1473,1908,4.01067615658363,77.20125786163521
KUINEMANGALE,239,1144,545,599,4.7866108786610875,90.98497495826378
LULANG,321,1484,673,811,4.623052959501558,82.98397040690506
MALKWANG,294,1267,582,685,4.309523809523809,84.96350364963504
MARANG,416,1787,799,988,4.295673076923077,80.87044534412956
MUDI,549,2503,1174,1329,4.5591985428051,88.33709556057185
MUNA,563,2345,1023,1322,4.165186500888099,77.38275340393344
NARCHYANG,456,1626,758,868,3.5657894736842106,87.32718894009217
NISKOT,468,2201,994,1207,4.702991452991453,82.35294117647058
OKHARBOT,504,2336,1020,1316,4.634920634920635,77.50759878419453
PAKHAPANI,573,2258,961,1297,3.9406631762652706,74.09406322282189
PATLEKHET,458,1753,753,1000,3.8275109170305677,75.3
PULACHAUR,846,3318,1428,1890,3.921985815602837,75.55555555555556
RAKHU BHAGAWATI,932,3356,1461,1895,3.6008583690987126,77.0976253298153
RAKHUPIPLE,1015,3936,1719,2217,3.877832512315271,77.53721244925575
RAMCHE,460,1600,708,892,3.4782608695652173,79.37219730941703
RATNECHAUR,622,2333,986,1347,3.7508038585209005,73.19970304380104
ROOM,1254,5933,2708,3225,4.731259968102074,83.96899224806201
SHIKHA,621,2212,1043,1169,3.5619967793880836,89.22155688622755
SINGA,784,3246,1436,1810,4.14030612244898,79.33701657458563
TAKAM,878,3754,1640,2114,4.275626423690205,77.57805108798486
BHURUNG TATOPANI,216,795,409,386,3.6805555555555554,105.95854922279793
GHAR,677,2471,1085,1386,3.649926144756278,78.28282828282829
