VDC/MUNICIPALITY,THATCH,GALV_IRON,TILE_SLATE,RCC,WOOD_PLANKS,MUD,OTHERS,NOT_STATED
ANEKOT,54,990,380,39,6,10,0,14
BALDTHALI,57,459,128,9,0,1,0,6
BALTING,235,245,16,0,0,0,0,8
BALUWAPATI DEUPUR,107,965,150,46,6,1,5,12
BANAKHU CHOR,379,97,223,0,2,0,0,8
BANEPA MUNICIPALITY,28,1364,190,3781,18,1,4,154
BEKHSIMLE GHARTIGAUN,36,213,5,1,0,0,0,1
BHIMKHORI,238,743,74,8,0,0,0,3
BHUMLUTAR,40,357,112,11,0,0,1,8
BIRTADEURALI,201,261,60,0,0,0,0,8
BOLDE FEDICHE,143,223,101,0,0,0,0,3
BUDHAKHANI,296,237,93,0,0,0,35,1
CHALAL GANESHSTHAN,68,569,211,2,0,0,1,13
CHANDENI MANDAN,10,435,324,10,0,0,0,3
CHOUBAS,28,448,9,0,0,0,1,1
CHYAMRANGBESI,10,293,1,0,0,0,0,0
CHYASING KHARKA,71,409,124,0,1,0,0,6
DANDAGAUN,303,160,1,0,15,0,0,5
DAPCHA CHATREBHANJH,36,522,64,8,0,0,0,2
DARAUNE POKHARI,50,541,46,5,0,0,0,3
DEWABHUMI BALUWA,33,776,711,46,0,0,1,11
DEVITAR,21,453,95,1,0,0,0,2
DHULIKHEL MUNICIPALITY,23,1479,97,1397,1,0,2,280
DHUNKHARKA,19,858,146,5,0,0,0,7
DHUSENI SIWALAYA,57,263,40,1,0,0,0,5
DOLALGHAT,5,173,195,25,0,0,0,69
FALATE BHUMLU,20,192,89,0,0,0,0,2
FALEMETAR,306,335,7,0,18,0,0,2
FOKSINGTAR,192,124,56,0,0,0,3,1
GAIRI BISOUNA DEUPUR,14,908,183,78,0,0,3,17
GHARTICHHAP,329,66,9,0,3,0,0,4
GOKULE,519,191,24,0,10,0,0,8
GOTHPANI,126,348,42,0,0,0,0,2
HOKSE BAZAR,14,463,429,59,0,0,0,5
JAISITHOK MANDAN,11,435,212,8,0,0,0,1
JYAMDI MANDAN,11,574,497,5,0,0,0,3
KALATI BHUMIDANDA,46,627,74,9,0,0,0,10
KANPUR KALAPANI,40,455,404,4,0,5,6,8
KATIKE DEURALI,151,300,215,3,0,0,0,6
KATUNJE BESI,39,327,115,9,0,4,2,1
KAVRE NITYA CHANDESWOR,4,843,146,40,1,0,0,8
KHAHARE PANGU,153,278,109,1,12,0,0,6
KHANALTHOK,64,765,167,76,0,1,0,9
KHARELTHOK,10,347,267,2,0,0,0,0
KHARPACHOK,88,172,69,2,0,0,0,4
KOLATI BHUMLU,87,194,34,0,0,0,0,1
KOSHIDEKHA,45,220,186,0,0,0,0,10
KURUWAS CHAPAKHORI,178,239,156,1,0,0,2,8
KUSHADEVI,39,1202,165,134,0,0,1,8
MACHCHHEGAUN,287,483,484,6,0,0,0,3
MADAN KUNDARI,170,123,179,3,0,0,0,3
MAHADEVSTHAN MANDAN,52,783,859,168,0,2,2,7
MAHADEVTAR,13,289,5,0,70,0,0,4
MAHANKAL CHAUR,198,495,77,0,10,3,1,3
MAHENDRA JYOTI,14,494,116,28,0,0,0,9
MAJHI FEDA,70,418,133,1,1,0,0,4
MANGALTAR,172,427,174,9,0,0,0,4
MATHURAPATI FULBARI,12,819,99,34,0,2,0,7
METHINKOT,18,584,371,34,10,15,8,15
MILCHE,162,281,4,0,0,0,0,0
NAGRE GAGARCHE,43,281,151,0,0,0,0,4
UGRACHANDI NALA,5,571,602,248,0,0,1,17
NASIKASTHAN SANGA,25,621,151,504,0,2,1,1
NAYAGAUN DEUPUR,19,720,200,8,0,4,0,0
PANAUTI MUNICIPALITY,83,3077,973,1696,9,33,3,69
PANCHKHAL,12,1711,623,393,2,10,2,13
PATALEKHET,13,742,36,10,0,0,0,5
POKHARI CHAURI,59,399,189,0,0,0,0,1
POKHARI NARAYANSTHAN,166,304,171,6,0,0,0,0
PURANOGAUN DAPCHA,38,362,35,6,0,0,0,2
RAVI OPI,8,744,103,62,0,0,0,6
RYALE,33,825,99,14,0,0,0,6
SALDHARA,318,131,8,0,0,1,0,3
SALLE BHUMLU,51,384,48,1,0,0,0,5
SALMECHAKALA (TALDHUNGA),143,141,28,0,0,0,0,0
SANKHUPATI CHOUR,34,566,82,36,2,0,0,2
SANOWANGTHALI,45,279,17,0,0,0,0,2
SAPING,27,707,44,0,0,0,0,8
SARADA BATASE,22,347,121,18,2,0,1,0
SARAMTHALI,57,98,82,0,0,0,2,0
SARASYUNKHARK,89,527,464,1,0,3,0,11
SATHIGHAR BHAGAWATI,8,319,302,15,0,1,1,4
SIKHAR AMBOTE,204,512,97,2,34,0,0,1
SIMALCHOUR SYAMPATI,83,642,85,12,2,0,1,7
SIMTHALI,60,279,4,7,0,0,0,0
SIPALI CHILAUNE,88,428,45,1,4,4,1,3
SISAKHANI,42,253,25,0,21,0,2,1
THULO PARSEL,149,299,128,1,0,0,0,1
TUKUCHA NALA,21,551,365,81,4,0,1,6
UGRATARA JANAGAL,17,506,208,831,1,0,0,71
TOTAL,8164,45660,15238,10062,265,103,94,1065
