VDC/MUNICIPALITY,MUD_BONDED,CEMENT_BONDED,WOOD_PLANKS,BAMBOO,UNBACKED_BRICK,OTHERS,NOT_STATED
ANEKOT,1346,69,18,2,43,1,14
BALDTHALI,615,10,2,0,20,7,6
BALTING,496,0,0,0,0,0,8
BALUWAPATI DEUPUR,1188,73,8,7,0,3,13
BANAKHU CHOR,665,2,4,31,0,0,7
BANEPA MUNICIPALITY,1353,3880,102,28,15,17,145
BEKHSIMLE GHARTIGAUN,255,0,0,0,0,0,1
BHIMKHORI,1031,19,3,8,0,0,5
BHUMLUTAR,468,37,13,3,0,0,8
BIRTADEURALI,522,1,1,0,0,0,6
BOLDE FEDICHE,464,2,0,0,0,0,4
BUDHAKHANI,658,2,0,0,0,0,2
CHALAL GANESHSTHAN,846,4,0,0,0,0,14
CHANDENI MANDAN,763,14,0,0,0,0,5
CHOUBAS,475,10,2,0,0,0,0
CHYAMRANGBESI,302,1,0,0,0,1,0
CHYASING KHARKA,606,0,0,0,0,0,5
DANDAGAUN,472,3,4,1,0,0,4
DAPCHA CHATREBHANJH,547,38,1,1,43,0,2
DARAUNE POKHARI,627,15,0,0,0,0,3
DEWABHUMI BALUWA,1329,71,3,0,167,1,7
DEVITAR,562,4,0,0,0,1,5
DHULIKHEL MUNICIPALITY,1542,1433,19,3,1,8,273
DHUNKHARKA,1016,8,8,0,0,0,3
DHUSENI SIWALAYA,361,1,0,0,0,0,4
DOLALGHAT,346,50,1,1,0,0,69
FALATE BHUMLU,299,0,2,0,0,0,2
FALEMETAR,655,1,0,10,0,1,1
FOKSINGTAR,364,0,2,8,0,1,1
GAIRI BISOUNA DEUPUR,1085,97,1,1,0,4,15
GHARTICHHAP,359,4,31,14,0,0,3
GOKULE,690,1,45,2,0,6,8
GOTHPANI,514,0,2,0,0,0,2
HOKSE BAZAR,833,75,2,0,50,3,7
JAISITHOK MANDAN,650,13,1,1,0,1,1
JYAMDI MANDAN,1077,9,0,0,0,1,3
KALATI BHUMIDANDA,749,10,0,0,1,0,6
KANPUR KALAPANI,903,9,0,0,0,0,10
KATIKE DEURALI,662,5,3,0,0,0,5
KATUNJE BESI,483,8,4,0,0,1,1
KAVRE NITYA CHANDESWOR,988,40,0,2,0,4,8
KHAHARE PANGU,546,6,0,0,0,1,6
KHANALTHOK,982,83,3,0,3,4,7
KHARELTHOK,621,3,2,0,0,0,0
KHARPACHOK,291,27,1,12,0,0,4
KOLATI BHUMLU,313,0,1,1,0,0,1
KOSHIDEKHA,451,0,0,0,0,0,10
KURUWAS CHAPAKHORI,574,0,0,1,0,0,9
KUSHADEVI,1390,146,4,2,0,1,6
MACHCHHEGAUN,1246,13,0,0,0,1,3
MADAN KUNDARI,469,5,0,0,0,0,4
MAHADEVSTHAN MANDAN,1656,200,8,3,0,0,6
MAHADEVTAR,376,0,0,0,0,0,5
MAHANKAL CHAUR,784,1,1,0,0,0,1
MAHENDRA JYOTI,624,31,0,2,1,0,3
MAJHI FEDA,615,6,1,1,0,0,4
MANGALTAR,751,21,5,5,0,0,4
MATHURAPATI FULBARI,921,35,10,1,0,0,6
METHINKOT,675,36,2,0,220,109,13
MILCHE,422,8,12,5,0,0,0
NAGRE GAGARCHE,467,2,0,5,0,0,5
UGRACHANDI NALA,1132,272,4,3,15,0,18
NASIKASTHAN SANGA,762,533,2,6,0,0,2
NAYAGAUN DEUPUR,941,8,1,0,0,1,0
PANAUTI MUNICIPALITY,3830,1763,7,14,259,7,63
PANCHKHAL,1959,531,11,4,245,3,13
PATALEKHET,784,14,0,2,0,1,5
POKHARI CHAURI,647,0,0,0,0,0,1
POKHARI NARAYANSTHAN,641,6,0,0,0,0,0
PURANOGAUN DAPCHA,392,10,0,0,37,3,1
RAVI OPI,820,70,1,4,22,0,6
RYALE,946,24,1,2,0,0,4
SALDHARA,427,0,17,15,0,0,2
SALLE BHUMLU,479,1,0,1,0,0,8
SALMECHAKALA (TALDHUNGA),290,1,18,3,0,0,0
SANKHUPATI CHOUR,667,46,0,7,0,0,2
SANOWANGTHALI,338,0,2,0,0,0,3
SAPING,777,1,0,0,0,0,8
SARADA BATASE,346,35,2,7,121,0,0
SARAMTHALI,237,0,0,0,0,1,1
SARASYUNKHARK,1081,1,1,1,0,0,11
SATHIGHAR BHAGAWATI,614,32,0,0,0,0,4
SIKHAR AMBOTE,818,17,4,6,2,0,3
SIMALCHOUR SYAMPATI,796,23,3,4,0,1,5
SIMTHALI,350,0,0,0,0,0,0
SIPALI CHILAUNE,560,1,7,2,0,1,3
SISAKHANI,342,1,0,0,0,1,0
THULO PARSEL,571,6,0,1,0,0,0
TUKUCHA NALA,911,108,1,2,0,1,6
UGRATARA JANAGAL,644,851,4,8,60,1,66
TOTAL,66442,10997,418,253,1325,198,1018
