VDC/MUNICIPALITY,MUD_BONDED,CEMENT_BONDED,WOOD_PLANKS,BAMBOO,UNBACKED_BRICK,OTHERS,NOT_STATED
ASHRANG,268,1,0,4,0,0,4
BADIKHEL,509,167,1,8,90,8,8
BHARDEV,415,6,1,0,0,0,8
BHATTEDANDA,419,1,0,1,0,0,8
BISANKHUNARAYAN,756,191,0,5,87,4,4
BUKHEL,326,7,0,0,0,0,1
BUNGAMATI,756,433,0,2,100,5,8
CHANDANPUR,220,0,0,1,0,0,1
CHAPAGAUN,1696,1789,11,8,41,2,163
CHHAMPI,789,264,0,3,0,3,12
CHOUGHARE,369,0,8,0,0,1,2
DALCHOKI,260,5,1,1,0,0,2
DEVICHOUR,551,23,0,0,0,0,3
DHAPAKHEL,634,2435,18,19,35,3,34
DHUSEL,302,3,1,0,0,0,2
DUKUCHHAP,523,29,0,1,0,0,2
GIMDI,445,0,5,2,0,8,1
GODAMCHAUR,600,408,6,6,64,2,8
GODAWARI,703,951,10,13,67,3,78
GOTIKHEL,389,2,0,0,0,0,12
HARISIDDHI,576,2012,8,32,5,4,100
IKUDOL,384,0,0,1,0,0,2
IMADOL,851,5849,27,33,3,6,129
JHARUWARASI,540,367,5,1,8,0,15
KALESWOR,290,1,0,0,0,0,5
KHOKANA,553,485,5,9,2,0,2
LALITPUR SUB-METROPOLITAN CITY,8701,42423,348,293,179,177,2460
LAMATAR,1079,640,3,2,11,1,23
LELE,1474,286,5,1,36,3,17
LUBHU,979,1355,0,6,6,2,17
MALTA,358,3,1,2,0,0,6
MANIKHEL,392,0,0,3,0,0,1
NALLU,439,14,0,3,0,0,4
PYUTAR,379,3,0,0,0,0,0
SAINBU,464,4129,52,116,7,55,180
SANKHU,455,3,0,0,0,0,4
SIDDHIPUR,690,722,6,1,2,0,63
SUNAKOTHI,528,1796,19,17,2,2,33
THAIBA,633,1227,13,2,0,6,101
THECHO,878,1423,17,5,5,0,24
THULADURLUNG,279,2,8,1,0,0,1
TIKATHALI,490,1662,6,4,1,3,258
TOTAL,32342,71117,585,606,751,298,3806
