VDC/MUNICIPALITY,MUD_BONDED,CEMENT_BONDED,WOOD_PLANKS,BAMBOO,UNBACKED_BRICK,OTHERS,NOT_STATED
ARKHA,878,6,5,2,0,0,9
BADIKOT,1118,12,4,0,0,0,6
BANGESAL,678,206,424,7,1,0,4
BARAULA,849,32,1,1,0,0,0
BARJIWANG,575,2,2,15,0,0,2
BELWAS,1187,81,3,7,2,26,12
BHINGRI,999,269,1,25,0,1,6
BIJAYA NAGAR,859,70,1,6,0,0,1
BIJUBAR,1349,468,2,17,1,0,14
BIJULI,904,14,1,4,0,0,0
CHUJA,1225,2,0,2,0,0,3
DAKHAKWADI,1170,110,2,14,133,1,4
DAMRI,832,4,8,28,0,0,10
DANGWANG,826,6,4,1,0,0,1
DHARAMPANI,689,14,2,2,0,0,3
DHARMAWATI,946,154,2,1,0,0,29
DHOBAGHAT (UDAYAPUR KOT),586,1,5,4,1,4,3
DHUWANG,695,9,0,2,0,0,2
DUNGEGADI,682,34,20,18,1,1,7
GOTHIWANG,1133,41,4,3,0,0,9
HANSAPUR,667,7,35,14,0,0,1
JUMRIKANDA,849,12,4,32,0,1,0
KHAIRA,877,29,3,2,0,0,3
KHAWANG,1108,2,21,14,0,0,2
KHUNG,661,25,6,10,0,1,3
KOCHIWANG,608,4,5,21,0,12,5
LIGHA,521,0,4,57,0,0,6
LIWANG,871,12,29,16,0,0,5
LUNG,886,109,14,10,0,0,0
MAJHAKOT,685,2,0,8,0,0,2
MARANTHANA,1352,82,3,13,0,0,5
MARKAWANG,603,0,0,1,0,0,2
NARIKOT,688,4,12,2,0,0,0
NAYA GAUN,665,57,2,15,0,0,21
OKHARKOT,1087,112,0,0,0,0,3
PAKALA,919,11,2,0,0,0,4
PHOPLI,1401,12,12,91,0,16,5
PUJA,1070,3,3,9,0,0,2
PYTHAN KHALANGA,1326,192,1,10,0,1,6
RAJBARA,822,7,10,3,0,0,3
RAMDI,504,17,0,2,0,0,2
RUSPUR KOT,769,4,1,1,0,2,1
SARI,829,11,1,6,0,0,3
SWARGADWARIKHAL,1025,7,5,0,0,0,21
SYAULIWANG,586,0,22,25,1,0,2
TIRAM,1103,3,1,4,0,0,11
TORWANG,906,29,0,2,0,0,0
TUSARA,1185,4,1,1,0,0,2
WANGEMAROT,976,23,2,3,0,0,0
TOTAL,43729,2315,690,531,140,66,245
