VDC/MUNICIPALITY,NO_FACILITY,AT_LEAST_ONE,RADIO,TELEVISION,CABLE_TELEVISION,COMPUTER,INTERNET,TELEPHONE,MOBILE_PHONE,MOTOR,MOTORCYCLE,CYCLE,OTHER_VEHICLE,REFRIGERATOR,NOT_STATED
BAGESWARI,171,2644,1659,1714,633,149,69,223,2051,20,347,2201,9,349,25
BANKATAWA,283,3552,1528,1614,111,49,8,70,2132,119,222,3049,12,106,48
BANKATTI,89,883,335,137,7,1,0,7,404,11,61,851,4,4,5
BASUDEVPUR,161,1172,399,498,245,56,11,39,856,9,148,894,2,74,16
BAIJAPUR,284,1601,963,85,1,3,0,12,863,11,28,1177,45,0,21
BELAHARI,44,840,478,221,9,3,1,4,353,21,91,764,5,6,25
BELBHAR,283,657,169,270,12,1,0,3,340,6,42,613,1,12,4
BETAHANI,168,1273,311,150,3,4,0,6,539,3,76,1219,7,2,15
BHABANIYAPUR,139,589,95,173,61,8,4,13,326,3,52,557,3,15,10
BINAUNA,50,1097,711,74,3,4,1,2,692,2,53,854,3,0,57
CHISAPANI,110,1190,706,590,154,24,5,24,1012,4,81,689,3,28,24
GANAPUR,161,853,160,244,6,8,6,10,430,4,62,769,1,7,16
GANGAPUR,253,906,416,41,0,1,0,4,356,1,29,832,5,0,16
HIRMINIYA,134,1290,894,292,2,5,0,2,577,9,100,1215,2,4,18
HOLIYA,183,908,246,80,4,1,0,5,196,1,18,885,0,3,24
INDRAPUR,151,1391,402,418,222,64,14,69,906,16,147,1196,10,119,135
JAISPUR,53,882,289,401,60,9,2,8,335,7,87,817,0,3,29
KALAPHANTA,137,540,151,19,2,4,0,2,277,4,41,493,32,0,32
KAMDI,208,1618,554,447,12,9,1,4,901,5,100,1411,12,17,15
KACHANAPUR,212,1473,899,455,4,9,0,11,1125,18,55,993,22,33,18
KATKUIYA,399,484,71,17,1,2,0,2,130,3,27,419,3,0,51
KHAJURAKHURDA,102,1016,489,413,70,26,8,18,700,3,103,868,10,25,27
KHASKARKANDO,81,1831,710,1324,1039,338,131,317,1565,102,528,1283,22,591,44
KHASKUSMA,213,957,717,34,1,3,0,11,644,1,20,152,4,0,17
KOHALPUR,702,7399,3724,4365,2452,750,272,873,6319,138,981,4817,61,1303,72
LAXMANPUR,311,480,47,5,0,1,0,1,233,1,21,411,2,0,40
MAHADEVPURI,230,1658,767,801,121,25,4,11,1345,7,89,1016,9,72,15
MANIKAPUR,204,2364,678,1063,678,123,25,150,1822,31,283,1645,35,275,29
MATEHIYA,456,929,319,47,11,7,0,1,318,5,62,779,10,0,15
NARAINAPUR,146,677,373,35,3,1,0,3,381,0,43,647,2,0,36
NAUBASTA,380,3618,1495,1496,104,51,3,38,2556,74,140,2847,18,59,35
NEPALGUNJ MUNICIPALITY,834,14105,5469,7940,9182,2257,833,3020,11360,436,3573,7815,44,4462,241
PARASPUR,278,864,392,425,228,64,27,89,557,16,185,731,5,152,20
PHATTEPUR,332,2461,1285,299,12,8,3,23,1175,10,61,2261,76,12,46
PIPRAHAWA,76,912,319,242,102,15,3,21,291,2,78,810,9,38,27
PURAINA,158,940,153,226,65,7,0,24,424,2,74,860,6,33,24
PURAINI,235,649,194,258,135,21,9,33,287,4,62,617,2,37,5
RADHAPUR,11,743,530,512,70,4,3,22,621,3,104,669,1,46,2
RAJHENA,218,5436,2657,3503,1267,355,76,296,4800,47,535,4270,34,576,8
RANIYAPUR,226,896,316,327,3,5,0,3,701,19,43,744,9,6,6
SAIGAUN,56,925,195,215,9,1,0,1,285,2,61,892,1,1,38
SAMSERGANJ,220,1409,633,538,90,37,10,16,970,22,116,1143,31,78,19
SITAPUR,158,1823,866,1198,153,40,4,82,1504,14,163,1526,4,113,22
SONPUR,238,1138,392,540,22,11,2,22,776,11,88,972,3,34,36
TITIHIRIYA,93,1664,721,516,26,20,5,45,1186,78,56,1516,3,26,69
UDHARAPUR,308,1787,652,669,35,18,2,23,1226,10,111,1364,5,43,54
UDAYAPUR,88,586,122,148,1,2,1,1,217,0,38,560,18,3,5
