VDC/MUNICIPALITY,POPULATION_5_AND_ABOVE_BOTH_SEX,POPULATION_5_AND_ABOVE_MALE,POPULATION_5_AND_ABOVE_FEMALE,CAN_READ_WRITE_BOTH_SEX,CAN_READ_WRITE_MALE,CAN_READ_WRITE_FEMALE,CAN_READ_ONLY_BOTH_SEX,CAN_READ_ONLY_MALE,CAN_READ_ONLY_FEMALE,CANT_READ_WRITE_BOTH_SEX,CANT_READ_WRITE_MALE,CANT_READ_WRITE_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE,LITERACY_RATE_BOTH_SEX,LITERACY_RATE_MALE,LITERACY_RATE_FEMALE
BAGESWARI,11688,5116,6572,9261,4416,4845,183,81,102,2244,619,1625,0,0,0,79.23511293634496,86.31743549648164,73.72185027388922
BANKATAWA,16931,7809,9122,12281,6302,5979,372,175,197,4276,1331,2945,2,1,1,72.53558561219066,80.7017543859649,65.54483665862749
BANKATTI,5365,2751,2614,2477,1574,903,174,83,91,2705,1088,1617,9,6,3,46.16961789375583,57.215557978916756,34.54475899005356
BASUDEVPUR,6036,2969,3067,3690,2045,1645,185,78,107,2157,844,1313,4,2,2,61.133200795228625,68.87841023913775,53.635474404955986
BAIJAPUR,11052,5130,5922,7325,3841,3484,185,69,116,3541,1220,2321,1,0,1,66.2775968150561,74.87329434697855,58.83147585275245
BELAHARI,4782,2481,2301,1865,1181,684,125,58,67,2788,1240,1548,4,2,2,39.000418235048095,47.601773478436115,29.726205997392434
BELBHAR,4713,2443,2270,2054,1286,768,91,44,47,2568,1113,1455,0,0,0,43.58158285593041,52.64019647973802,33.83259911894273
BETAHANI,7298,3883,3415,2875,1867,1008,271,153,118,4140,1858,2282,12,5,7,39.39435461770348,48.08138037599794,29.51683748169839
BHABANIYAPUR,3776,1996,1780,1608,1025,583,306,161,145,1861,810,1051,1,0,1,42.58474576271186,51.35270541082164,32.752808988764045
BINAUNA,6606,3152,3454,4326,2340,1986,113,55,58,2159,754,1405,8,3,5,65.48592188919164,74.23857868020305,57.498552403011004
CHISAPANI,6094,2826,3268,4515,2296,2219,154,76,78,1422,454,968,3,0,3,74.08926813258944,81.24557678697806,67.90085679314566
GANAPUR,5121,2641,2480,2393,1514,879,97,49,48,2625,1076,1549,6,2,4,46.72915446201913,57.32677016281712,35.443548387096776
GANGAPUR,5448,2774,2674,2406,1509,897,180,86,94,2858,1178,1680,4,1,3,44.16299559471366,54.397981254506135,33.54525056095737
HIRMINIYA,7430,3900,3530,2766,1657,1109,247,124,123,4414,2118,2296,3,1,2,37.22745625841185,42.48717948717949,31.416430594900852
HOLIYA,5514,2913,2601,1870,1232,638,90,48,42,3550,1632,1918,4,1,3,33.91367428364164,42.29316855475455,24.529027297193387
INDRAPUR,7976,4169,3807,4300,2672,1628,337,178,159,3326,1313,2013,13,6,7,53.91173520561685,64.0921084192852,42.763330706593116
JAISPUR,5694,2931,2763,2819,1609,1210,184,95,89,2633,1204,1429,58,23,35,49.50825430277485,54.89593995223473,43.792978646398836
KALAPHANTA,4117,2116,2001,1225,838,387,170,109,61,2711,1163,1548,11,6,5,29.75467573475832,39.603024574669185,19.34032983508246
KAMDI,8800,4255,4545,5037,2791,2246,135,60,75,3627,1404,2223,1,0,1,57.23863636363637,65.59341950646298,49.41694169416942
KACHANAPUR,8015,3827,4188,4910,2690,2220,398,204,194,2702,931,1771,5,2,3,61.26013724267,70.29004442121767,53.00859598853869
KATKUIYA,4984,2512,2472,957,616,341,165,100,65,3862,1796,2066,0,0,0,19.201444622792938,24.522292993630572,13.794498381877023
KHAJURAKHURDA,5420,2708,2712,3092,1792,1300,132,50,82,2192,866,1326,4,0,4,57.0479704797048,66.17429837518463,47.935103244837755
KHASKARKANDO,8142,4147,3995,5720,3184,2536,438,234,204,1983,729,1254,1,0,1,70.253009088676,76.77839401977333,63.479349186483105
KHASKUSMA,4746,2241,2505,2776,1524,1252,283,126,157,1687,591,1096,0,0,0,58.49136114622841,68.00535475234271,49.98003992015968
KOHALPUR,32664,15732,16932,24800,13129,11671,509,224,285,7352,2378,4974,3,1,2,75.92456527063433,83.45410628019324,68.92865579966927
LAXMANPUR,4961,2528,2433,821,556,265,140,87,53,3997,1882,2115,3,3,0,16.549082846200363,21.99367088607595,10.891903000411016
MAHADEVPURI,8383,3841,4542,5890,3008,2882,207,77,130,2280,756,1524,6,0,6,70.26124299176905,78.31293933871387,63.4522236900044
MANIKAPUR,10941,5388,5553,7127,3877,3250,231,130,101,3582,1380,2202,1,1,0,65.14029796179508,71.95619896065331,58.526922384296775
MATEHIYA,6825,3605,3220,2559,1696,863,278,129,149,3948,1765,2183,40,15,25,37.49450549450549,47.04576976421637,26.801242236024848
NARAINAPUR,4668,2461,2207,1508,951,557,137,68,69,3013,1437,1576,10,5,5,32.305055698371895,38.642828118650954,25.237879474399637
NAUBASTA,17628,8105,9523,12482,6436,6046,316,157,159,4817,1509,3308,13,3,10,70.80780576355798,79.4077729796422,63.48839651370366
NEPALGUNJ MUNICIPALITY,67056,34374,32682,53503,28934,24569,1363,660,703,12096,4747,7349,94,33,61,79.7885349558578,84.17408506429278,75.1759378251025
PARASPUR,5339,2743,2596,3073,1789,1284,177,78,99,2088,875,1213,1,1,0,57.5575950552538,65.22056142909224,49.46070878274268
PHATTEPUR,15229,7380,7849,8360,4813,3547,356,172,184,6512,2395,4117,1,0,1,54.895265611661955,65.21680216802169,45.19047012358262
PIPRAHAWA,4788,2487,2301,2095,1282,813,132,73,59,2559,1131,1428,2,1,1,43.755221386800336,51.5480498592682,35.33246414602347
PURAINA,5503,2811,2692,2436,1510,926,168,71,97,2762,1178,1584,137,52,85,44.26676358349991,53.71753824261829,34.39821693907875
PURAINI,4172,2137,2035,2148,1309,839,84,37,47,1940,791,1149,0,0,0,51.486097794822626,61.2540945250351,41.22850122850123
RADHAPUR,3230,1359,1871,2632,1232,1400,5,2,3,593,125,468,0,0,0,81.48606811145511,90.65489330389993,74.82629609834314
RAJHENA,23678,11197,12481,17560,9158,8402,397,169,228,5700,1862,3838,21,8,13,74.16166905988682,81.78976511565598,67.31832385225542
RANIYAPUR,5628,2639,2989,2670,1544,1126,157,65,92,2801,1030,1771,0,0,0,47.44136460554371,58.50701023114816,37.67146202743392
SAIGAUN,5674,2945,2729,2703,1702,1001,234,112,122,2722,1128,1594,15,3,12,47.63835037010927,57.792869269949065,36.6801026016856
SAMSERGANJ,7590,3727,3863,4172,2365,1807,99,47,52,3314,1312,2002,5,3,2,54.96706192358366,63.45586262409445,46.777116230908625
SITAPUR,7825,3281,4544,6068,2805,3263,96,33,63,1657,441,1216,4,2,2,77.54632587859425,85.49222797927462,71.80897887323944
SONPUR,7232,3546,3686,3388,2088,1300,335,159,176,3507,1298,2209,2,1,1,46.847345132743364,58.88324873096447,35.268583830710796
TITIHIRIYA,8327,3836,4491,5381,2843,2538,411,126,285,2531,865,1666,4,2,2,64.62111204515432,74.11366006256517,56.51302605210421
UDHARAPUR,10047,4830,5217,4564,2668,1896,401,189,212,5073,1968,3105,9,5,4,45.42649547128496,55.23809523809524,36.34272570442783
UDAYAPUR,3230,1683,1547,1632,1056,576,133,65,68,1465,562,903,0,0,0,50.526315789473685,62.745098039215684,37.23335488041371
INSTITUTIONAL,6119,5068,1051,5950,4934,1016,38,29,9,131,105,26,0,0,0,97.2381108024187,97.3559589581689,96.6698382492864
