VDC/MUNICIPALITY,WOOD,KEROSENE,LPG,GUITHA,BIOGAS,ELECTRICITY,OTHERS,NOT_STATED
ABHIRAO,282,5,20,442,0,0,6,37
AJIGARA,264,11,6,377,0,0,0,19
BAHADURGANJ,1425,85,103,85,1,1,0,32
BALARAMWAPUR,197,11,0,490,24,0,0,1
BALUHAWA,49,12,16,676,1,0,0,6
BANGANGA,2082,12,510,1,259,0,0,8
BARAIPUR,473,2,4,7,0,0,0,2
BARKULPUR,1512,9,154,3,80,0,6,1
BASANTAPUR,75,9,4,359,2,0,0,9
BASKHORE,4,24,10,1291,0,0,6,27
BAIDAULI,33,15,25,667,1,0,2,10
BHAGWANPUR,460,20,0,289,0,0,0,16
BHALWARI,20,28,17,691,2,0,0,1
BIJUWA,25,17,15,741,0,0,5,4
BIRPUR,1257,34,356,395,21,0,8,4
BISHUNPUR,276,10,5,450,3,0,1,7
BITHUWA,44,27,0,488,2,0,0,34
BUDDHI,963,8,66,1,69,0,0,1
CHANAI,1746,6,97,34,62,0,0,6
DHANKAULI,1040,24,15,197,18,0,0,12
DHARMPANIYA,31,6,2,621,4,0,1,2
DOHANI,346,22,22,531,3,0,1,13
DUBIYA,936,0,6,0,23,0,0,6
DUMARA,160,8,24,510,0,1,0,13
FULIKA,218,12,2,683,1,0,3,1
GAJEHADA,1959,6,718,3,232,1,4,37
GANESHPUR,612,27,6,198,2,0,0,9
GAURI,57,7,4,529,0,0,0,3
GOTIHAWA,18,17,6,633,4,0,0,5
GUGAULI,1562,19,6,1,1,0,0,25
HARNAMPUR,6,7,7,661,1,0,2,4
HARDAUNA,95,5,2,570,1,0,1,2
HARIHARPUR,1026,4,2,37,21,0,0,3
HATHAUSA,1154,6,170,111,305,0,27,0
HATHIHAWA,9,23,7,1036,1,0,2,19
JAHADI,172,7,10,609,45,0,3,5
JAWABHARI,260,11,8,161,1,0,1,1
JAYANAGAR,1182,10,372,0,77,1,3,13
KAJARHAWA,114,8,3,531,2,0,0,4
KAPILVASTU MUNICIPALITY,2353,66,1467,1129,31,3,31,50
KHURHURIYA,1151,12,16,164,13,0,0,6
KOPAWA,1582,4,179,3,372,0,0,2
KRISHNANAGAR,779,12,566,194,1,0,1,31
KUSHHAWA,1,9,6,495,175,0,0,0
LAWANI,82,9,15,917,4,0,1,27
LALPUR,273,5,5,298,0,0,0,1
MAHARAJGANJ,1170,48,55,1132,2,0,3,14
MAHENDRAKOT,1404,4,73,1,60,0,1,5
MAHUWA,406,15,8,386,8,0,0,6
BHALWAD,1120,1,32,0,112,0,1,13
MANPUR,532,10,4,14,1,0,0,1
BHILMI,170,5,3,463,1,0,3,8
MOTIPUR,2302,24,573,4,394,1,2,7
NANDANAGAR,15,13,11,904,0,0,0,17
NIGLIHAWA,1638,4,56,36,190,1,0,16
PAKADI,289,17,96,671,4,1,15,9
PARSOHIYA,6,3,5,528,10,0,0,5
PATARIYA,233,10,42,921,57,1,2,11
PATNA,1360,11,18,172,42,3,7,19
PATHARDAIYA,1373,28,19,392,23,0,0,5
PIPARA,34,11,45,625,0,0,6,1
PURUSHOTTAMPUR,83,8,9,323,1,0,0,6
RAJPUR,562,4,11,86,15,0,0,3
RAMNAGAR,614,6,3,9,0,0,0,5
RANGAPUR,3,10,17,701,2,0,0,2
SAURAHA,62,11,9,472,1,0,5,8
SHIVANAGAR,257,14,24,423,2,2,0,13
SHIVAGADHI,1090,9,8,0,37,0,0,7
SHIVAPUR,2688,11,365,4,138,0,0,14
SIHOKHORE,21,7,5,757,3,0,2,9
SIRSIHAWA,376,12,23,186,1,1,1,3
SISAWA,465,28,8,450,1,0,0,1
SOMDIHA,19,6,33,753,10,0,5,26
THUNHIYA,962,16,11,55,29,0,0,3
TILAURAKOT,1162,15,22,20,93,0,0,4
TITIRKHI,184,13,3,446,3,0,0,5
UDAYAPUR,317,7,4,275,1,0,0,2
VIDHYANAGAR,279,17,5,372,0,0,0,12
TOTAL,49561,1089,6654,29890,3106,17,168,779
