VDC/MUNICIPALITY,MUD_BONDED,CEMENT_BONDED,WOOD_PLANKS,BAMBOO,UNBACKED_BRICK,OTHERS,NOT_STATED
AINSELUKHARKA,627,3,2,14,0,0,6
ARKHAULE,642,0,2,16,0,0,2
BADAHARE,309,0,0,0,0,0,9
BADAKA DIYALE,494,0,1,3,0,0,10
BAHUNIDANDA,462,1,1,57,0,0,3
BAKACHOL,600,0,2,18,0,2,1
BAKSILA,708,3,0,23,0,0,3
BAMRANG,624,1,0,23,0,0,0
BARAHAPOKHARI,636,1,3,75,0,0,1
BASPANI,336,1,1,15,0,1,1
BATASE,702,0,0,78,8,1,8
BIJAYA KHARKA,511,1,1,4,0,0,3
BUIPA,949,3,0,15,2,4,11
CHHITAPOKHARI,380,0,0,1,0,0,0
CHHORAMBU,463,0,0,10,0,0,6
CHIPRING,231,0,0,8,0,0,0
CHISAPANI,873,0,2,30,0,1,5
CHYANDADA,571,0,0,14,0,0,4
CHYASMITAR,487,1,0,56,0,0,4
DAMARKHUSHIVALAYA,544,0,1,5,0,1,5
DANDAGAUN,520,0,0,12,0,0,5
DEVISTHAN,227,1,57,130,0,1,0
DHITUNG,513,1,0,21,0,0,0
DIKTEL,1864,36,3,21,1,4,38
DIKUWA,397,0,0,48,0,1,2
DIPLUNG,388,0,0,32,0,0,4
DORPACHIURIDADA,1080,3,3,48,0,8,7
DUBEKOLDADA,335,2,0,5,0,0,3
DUMRE DHARAPANI,539,0,0,1,0,0,3
DURCHHIM,694,4,1,15,0,0,0
FAKTANG,319,2,9,95,0,1,2
HAUNCHUR,479,1,0,8,0,0,4
INDRANIPOKHARI,593,1,0,8,0,0,1
JALAPA,551,1,3,15,0,0,3
JYAMIRE,266,0,0,11,0,0,3
KAHULE,354,0,0,2,0,0,6
KHALLE,609,0,3,32,0,0,4
KHARMI,712,2,5,24,0,6,2
KHARPA,412,2,0,9,0,0,7
KHARTANCHHA,413,5,0,18,0,0,3
KHIDIMA,408,0,1,0,0,0,2
KHOTANGBAZAR,443,0,0,4,0,4,1
KUVINDE,410,0,3,5,1,0,1
LAFYANG,563,8,1,20,1,2,0
LAMIDADA,555,0,0,7,0,1,0
LICHKIRAMCHE,601,0,7,92,0,1,2
LINKUWAPOKHARI,438,0,1,16,0,0,6
MAGPA,426,0,0,9,0,0,1
MAHADEVASTHAN,513,18,11,39,0,0,2
MANGALTAR,433,0,0,2,0,0,5
MATTIM BIRTA,817,1,1,32,0,0,6
MAUWABOTE,258,0,0,16,0,0,2
NERPA,625,0,3,8,0,10,0
NIRMALIDADA,385,1,0,6,0,0,1
NUNTHALA,368,2,0,8,0,1,1
PATHEKA,764,2,2,23,1,4,0
PAUWASERA,303,0,14,76,0,0,5
PHEDI,635,0,13,17,1,8,6
R.MAHESWORI,472,1,2,8,0,1,0
RAJAPANI,660,0,3,41,0,1,2
RAKHA BANGDEL,512,0,0,33,0,3,0
RAKHA DIPSUNG,169,0,0,6,0,0,4
RATANCHHA,522,1,0,25,0,0,3
JALESWORI,455,1,6,0,0,4,2
SA.CHHITAPOKHARI,561,0,0,2,0,0,1
SALLE,356,0,0,3,0,0,0
SAPTESWOR,437,0,0,7,0,0,3
SAUNECHAUR,429,1,2,17,0,0,9
SAWAKATAHARE,549,0,0,19,1,4,7
SIMPANI,646,0,0,20,0,0,0
SUNGDEL,481,0,1,16,0,12,0
SUNTALE,301,2,28,93,0,0,2
TEMMA,733,1,1,29,0,4,9
WOPLUKHA,478,1,2,5,0,1,4
WOPUNG,474,0,3,21,0,1,7
YAMKHA,561,1,1,34,2,4,2
TOTAL,40155,117,206,1779,18,97,275
