VDC/MUNICIPALITY,NO_FACILITY,AT_LEAST_ONE,RADIO,TELEVISION,CABLE_TELEVISION,COMPUTER,INTERNET,TELEPHONE,MOBILE_PHONE,MOTOR,MOTORCYCLE,CYCLE,OTHER_VEHICLE,REFRIGERATOR,NOT_STATED
AINSELUKHARKA,106,545,520,35,4,1,0,12,131,0,0,1,0,0,1
ARKHAULE,157,463,404,133,1,15,1,34,179,4,1,2,0,1,42
BADAHARE,74,235,224,3,2,1,1,1,136,0,1,1,0,0,9
BADAKA DIYALE,247,249,228,27,0,4,0,14,124,0,0,0,0,0,12
BAHUNIDANDA,173,346,296,31,0,7,0,5,127,2,2,0,0,1,5
BAKACHOL,178,440,424,8,0,2,0,36,140,0,0,0,0,0,5
BAKSILA,322,395,355,20,8,1,0,37,218,0,0,0,0,0,20
BAMRANG,97,542,392,188,13,21,1,20,487,0,2,1,0,7,9
BARAHAPOKHARI,236,472,432,26,0,0,2,24,162,0,0,0,0,0,8
BASPANI,199,156,130,3,0,0,0,5,83,0,1,0,0,0,0
BATASE,223,559,515,28,4,3,0,62,235,0,0,0,0,2,15
BIJAYA KHARKA,52,466,454,139,14,7,3,3,398,0,0,0,0,1,2
BUIPA,130,798,628,259,24,12,2,59,683,1,7,1,1,0,56
CHHITAPOKHARI,99,281,241,18,1,0,0,8,139,0,0,1,0,0,1
CHHORAMBU,88,391,383,9,1,0,0,16,95,0,0,0,0,0,0
CHIPRING,45,194,185,23,13,1,0,26,91,0,0,0,0,0,0
CHISAPANI,276,533,474,56,0,2,1,70,266,0,0,1,0,1,102
CHYANDADA,70,502,448,18,2,0,0,19,276,0,1,0,0,0,17
CHYASMITAR,208,322,272,8,1,2,0,3,185,0,0,0,0,0,18
DAMARKHUSHIVALAYA,152,394,366,9,1,1,0,12,202,1,0,0,0,0,10
DANDAGAUN,164,373,346,21,0,1,0,42,201,0,0,0,0,0,0
DEVISTHAN,119,297,270,7,0,0,0,3,114,0,0,0,0,1,0
DHITUNG,181,353,298,5,0,2,1,10,222,0,0,0,0,0,1
DIKTEL,70,1824,1516,918,609,261,88,352,1654,3,31,24,1,25,73
DIKUWA,109,333,317,10,0,0,0,17,134,0,1,0,0,0,6
DIPLUNG,140,284,251,4,1,0,0,5,112,0,0,0,0,0,0
DORPACHIURIDADA,211,894,758,151,6,8,3,24,690,0,2,0,1,1,44
DUBEKOLDADA,116,226,206,9,0,0,0,6,115,0,0,0,0,0,3
DUMRE DHARAPANI,198,345,318,8,4,1,0,18,198,0,0,0,0,0,0
DURCHHIM,209,496,437,20,0,2,2,9,267,1,2,1,1,0,9
FAKTANG,108,320,238,37,0,0,0,17,230,0,0,0,0,0,0
HAUNCHUR,117,351,325,13,2,0,0,9,215,0,0,0,0,0,24
INDRANIPOKHARI,184,414,370,31,0,2,0,14,191,0,0,0,0,0,5
