VDC/MUNICIPALITY,TAP_PIPED,TUBEWELL,COVERED_WELL,UNCOVERED_WELL,SPOUT_WATER,RIVER_STREAM,OTHERS,NOT_STATED
AINSELUKHARKA,617,1,4,17,8,0,0,5
ARKHAULE,558,0,4,74,8,16,0,2
BADAHARE,99,6,43,29,130,2,0,9
BADAKA DIYALE,399,0,9,30,66,2,1,1
BAHUNIDANDA,401,1,4,68,1,46,0,3
BAKACHOL,524,0,0,23,57,18,0,1
BAKSILA,503,0,1,62,166,0,0,5
BAMRANG,581,1,1,19,42,4,0,0
BARAHAPOKHARI,606,0,7,71,27,3,0,2
BASPANI,307,0,0,14,33,0,0,1
BATASE,587,1,8,97,88,12,0,4
BIJAYA KHARKA,209,0,128,114,66,1,0,2
BUIPA,809,0,0,12,116,15,21,11
CHHITAPOKHARI,289,0,0,20,70,2,0,0
CHHORAMBU,410,1,0,11,54,0,0,3
CHIPRING,207,0,0,19,13,0,0,0
CHISAPANI,653,0,17,111,122,2,2,4
CHYANDADA,526,0,1,20,38,0,0,4
CHYASMITAR,151,3,104,274,0,14,0,2
DAMARKHUSHIVALAYA,284,2,7,67,128,63,2,3
DANDAGAUN,338,0,0,81,112,2,0,4
DEVISTHAN,369,0,1,28,17,1,0,0
DHITUNG,480,0,1,42,0,12,0,0
DIKTEL,1641,0,49,32,205,4,1,35
DIKUWA,272,0,1,148,1,25,0,1
DIPLUNG,379,0,1,30,8,3,0,3
DORPACHIURIDADA,888,2,20,48,160,16,10,5
DUBEKOLDADA,303,0,0,14,26,1,0,1
DUMRE DHARAPANI,450,0,2,49,28,13,0,1
DURCHHIM,517,0,78,115,4,0,0,0
FAKTANG,372,1,3,26,15,10,0,1
HAUNCHUR,350,0,2,36,97,3,3,1
INDRANIPOKHARI,300,0,0,106,189,6,1,1
JALAPA,548,1,0,2,14,3,0,5
JYAMIRE,271,0,1,5,2,0,0,1
KAHULE,320,0,0,39,0,0,0,3
KHALLE,529,0,26,46,42,4,0,1
KHARMI,605,1,0,30,102,13,0,0
KHARPA,336,0,2,12,67,9,0,4
KHARTANCHHA,408,0,0,4,20,4,0,3
KHIDIMA,385,0,1,11,13,1,0,0
KHOTANGBAZAR,341,0,15,25,70,0,0,1
KUVINDE,395,0,0,10,11,3,0,1
LAFYANG,441,0,16,65,73,0,0,0
LAMIDADA,518,0,3,18,9,15,0,0
LICHKIRAMCHE,411,2,2,257,22,8,1,0
LINKUWAPOKHARI,416,2,9,12,16,1,0,5
MAGPA,423,0,0,9,3,0,0,1
MAHADEVASTHAN,531,0,0,49,0,2,0,1
MANGALTAR,361,0,38,36,0,2,0,3
MATTIM BIRTA,579,0,8,25,241,0,0,4
MAUWABOTE,207,0,2,47,0,19,0,1
NERPA,544,0,1,10,88,3,0,0
NIRMALIDADA,391,0,1,0,0,0,0,1
NUNTHALA,364,0,0,7,7,1,0,1
PATHEKA,604,0,12,48,116,16,0,0
PAUWASERA,335,0,0,57,0,1,0,5
PHEDI,627,0,2,15,16,18,0,2
R.MAHESWORI,453,1,0,20,10,0,0,0
RAJAPANI,258,0,66,191,88,102,0,2
RAKHA BANGDEL,474,0,0,45,23,6,0,0
RAKHA DIPSUNG,19,0,1,120,1,34,0,4
RATANCHHA,429,0,21,21,73,3,0,4
JALESWORI,406,0,3,5,27,19,8,0
SA.CHHITAPOKHARI,469,0,11,22,52,10,0,0
SALLE,343,0,0,13,1,1,1,0
SAPTESWOR,364,0,28,28,20,7,0,0
SAUNECHAUR,385,0,2,30,4,22,0,15
SAWAKATAHARE,343,0,2,73,156,4,0,2
SIMPANI,374,0,0,43,249,0,0,0
SUNGDEL,439,1,2,11,33,24,0,0
SUNTALE,405,0,14,5,0,0,0,2
TEMMA,529,1,1,64,157,6,10,9
WOPLUKHA,446,0,1,4,34,4,0,2
WOPUNG,408,0,1,52,36,5,0,4
YAMKHA,497,0,3,74,29,0,1,1
TOTAL,33310,28,791,3567,4020,666,62,203
