VDC/MUNICIPALITY,HOUSEHOLD,TOTAL_POPULATION,MALE_POPULATION,FEMALE_POPULATION,AVERAGE_HOUSEHOLD_SIZE,SEX_RATIO
TOTAL,43910,202646,93386,109260,4.615030744705079,85.47135273659163
BAMTI BHANDAR,739,3144,1453,1691,4.2543978349120435,85.92548787699586
BETALI,952,4483,2047,2436,4.709033613445378,84.0311986863711
BETHAN,1090,4634,2089,2545,4.251376146788991,82.08251473477407
GAGAL BHADAURE,574,2475,1129,1346,4.311846689895471,83.87815750371472
BHATAULI,820,3936,1832,2104,4.8,87.07224334600761
BHIRPANI,764,3253,1392,1861,4.257853403141361,74.79849543256314
BHUJEE,538,2402,1134,1268,4.4646840148698885,89.43217665615141
BIJULIKOT,1087,5058,2290,2768,4.653173873045078,82.73121387283237
CHANAKHU,476,2366,1036,1330,4.970588235294118,77.89473684210526
CHISAPANI,686,3187,1412,1775,4.645772594752186,79.54929577464789
CHUCHURE,585,2629,1214,1415,4.494017094017094,85.79505300353357
DADHUWA,1016,4730,2162,2568,4.655511811023622,84.19003115264798
DEURALI,702,3257,1451,1806,4.639601139601139,80.34330011074196
DIMIPOKHARI,726,3073,1393,1680,4.232782369146006,82.91666666666667
DORAMBA,794,3273,1481,1792,4.1221662468513856,82.64508928571429
DURAGAUN,652,3023,1458,1565,4.636503067484663,93.16293929712461
FARPU,450,2098,1039,1059,4.662222222222222,98.11142587346554
GELU,1267,5652,2428,3224,4.46093133385951,75.31017369727047
GOSWARA,770,3632,1614,2018,4.716883116883117,79.98017839444995
GOTHGAUN,566,2401,1051,1350,4.242049469964664,77.85185185185185
GUMDEL,497,2466,1190,1276,4.961770623742455,93.2601880877743
GUNSI BHADAURE,1056,4702,2165,2537,4.452651515151516,85.33701221915648
GUPTESHWOR,361,1769,839,930,4.900277008310249,90.21505376344085
HILEDEVI,707,3031,1401,1630,4.287128712871287,85.95092024539878
HIMGANGA,849,4248,1852,2396,5.003533568904594,77.29549248747914
KATHJOR,934,4716,2126,2590,5.049250535331906,82.08494208494209
KHANDADEVI,838,3925,1814,2111,4.683770883054892,85.93083846518238
KHANIYAPANI,794,4065,1896,2169,5.119647355163728,87.41355463347165
KHIMTI,968,4278,1951,2327,4.419421487603306,83.84185646755479
KUBUKASTHALI,606,2727,1264,1463,4.5,86.39781271360218
LAKHANPUR,1323,6209,2842,3367,4.693121693121693,84.40748440748442
MAJUWA,453,2293,1054,1239,5.061810154525387,85.0686037126715
MAKADUM,422,1911,825,1086,4.528436018957346,75.96685082872928
BHALUWAJOR,715,3496,1603,1893,4.8895104895104895,84.68040147913365
MANTHALI,2018,7569,3842,3727,3.7507433102081267,103.08559162865576
NAGDAHA,777,3679,1654,2025,4.734877734877735,81.67901234567901
NAMADI,827,3981,1861,2120,4.8137847642079805,87.78301886792454
OKHRENI,742,3503,1594,1909,4.7210242587601075,83.49921424829753
PAKARBAS,1177,6392,3095,3297,5.430756159728122,93.87321807703974
PHULASI,1284,5733,2594,3139,4.464953271028038,82.63778273335457
PINKHURI,428,2078,903,1175,4.855140186915888,76.85106382978724
PRITEE,1128,5093,2363,2730,4.515070921985815,86.55677655677655
PURANAGAUN,635,3008,1296,1712,4.737007874015748,75.70093457943925
RAKATHUM,716,3434,1550,1884,4.79608938547486,82.27176220806794
RAMECHHAP,1153,5222,2452,2770,4.5290546400693845,88.51985559566788
RAMPUR,858,4101,1848,2253,4.77972027972028,82.02396804260985
RASANALU,1026,4424,2034,2390,4.311890838206628,85.10460251046025
SAIPU,616,2876,1355,1521,4.6688311688311686,89.08612754766601
SALU,764,3612,1611,2001,4.727748691099476,80.50974512743629
SANGHUTAR,500,2342,1021,1321,4.684,77.28993186979561
SUKAJOR,756,3538,1610,1928,4.6798941798941796,83.50622406639005
SUNARPANI,500,2141,970,1171,4.282,82.83518360375747
THOSE,606,2443,1089,1354,4.031353135313531,80.42836041358936
TILPUNG,828,4195,1907,2288,5.066425120772947,83.3479020979021
TOKARPUR,767,3517,1607,1910,4.5853976531942635,84.13612565445027
