VDC/MUNICIPALITY,WOOD,KEROSENE,LPG,GUITHA,BIOGAS,ELECTRICITY,OTHERS,NOT_STATED
BAMTI BHANDAR,720,0,11,0,0,0,0,8
BETALI,942,0,0,0,1,0,0,9
BETHAN,1087,0,0,0,0,0,0,3
GAGAL BHADAURE,503,3,1,5,0,0,0,62
BHATAULI,791,1,7,1,1,1,0,18
BHIRPANI,734,5,14,0,7,0,0,4
BHUJEE,535,1,0,0,0,0,1,1
BIJULIKOT,1044,15,1,4,2,0,6,15
CHANAKHU,468,5,0,0,0,0,0,3
CHISAPANI,661,1,3,1,10,0,0,10
CHUCHURE,575,1,3,0,0,1,0,5
DADHUWA,987,5,1,5,0,0,0,18
DEURALI,685,7,4,2,1,0,0,3
DIMIPOKHARI,714,3,1,0,1,1,0,6
DORAMBA,760,10,6,3,0,0,0,15
DURAGAUN,633,0,0,0,0,0,0,19
FARPU,438,10,0,0,0,0,0,2
GELU,1233,12,3,0,1,0,1,17
GOSWARA,761,7,0,0,0,0,0,2
GOTHGAUN,559,2,2,0,2,0,0,1
GUMDEL,493,3,0,0,0,0,0,1
GUNSI BHADAURE,1036,4,3,0,0,0,0,13
GUPTESHWOR,361,0,0,0,0,0,0,0
HILEDEVI,696,6,1,2,0,0,0,2
HIMGANGA,841,2,1,1,1,0,0,3
KATHJOR,902,12,1,1,0,0,0,18
KHANDADEVI,818,4,5,4,0,0,0,7
KHANIYAPANI,780,7,1,1,0,0,0,5
KHIMTI,904,5,25,0,9,15,2,8
KUBUKASTHALI,596,1,0,0,0,0,0,9
LAKHANPUR,1314,1,1,0,0,0,0,7
MAJUWA,422,15,0,2,0,0,0,14
MAKADUM,417,3,1,1,0,0,0,0
BHALUWAJOR,698,2,5,0,2,0,0,8
MANTHALI,1028,81,818,1,37,2,37,14
NAGDAHA,761,4,4,1,0,0,0,7
NAMADI,809,11,0,0,0,0,0,7
OKHRENI,736,1,0,0,1,0,0,4
PAKARBAS,1160,1,3,0,2,1,0,10
PHULASI,1246,15,15,0,0,2,0,6
PINKHURI,425,1,1,0,0,0,0,1
PRITEE,1115,1,2,3,0,1,0,6
PURANAGAUN,625,3,0,4,0,0,0,3
RAKATHUM,696,3,9,0,0,0,0,8
RAMECHHAP,1092,6,51,0,0,0,1,3
RAMPUR,846,8,0,3,1,0,0,0
RASANALU,1007,1,3,0,0,0,0,15
SAIPU,614,1,0,1,0,0,0,0
SALU,754,4,1,0,2,0,0,3
SANGHUTAR,475,1,18,0,0,0,2,4
SUKAJOR,750,0,1,0,0,0,1,4
SUNARPANI,498,1,0,0,0,0,0,1
THOSE,573,0,31,0,1,0,1,0
TILPUNG,815,4,3,0,0,0,0,6
TOKARPUR,748,6,0,0,1,0,0,12
TOTAL,41881,306,1061,46,83,24,52,430
