VDC/MUNICIPALITY,MUD_BONDED,CEMENT_BONDED,WOOD_PLANKS,BAMBOO,UNBACKED_BRICK,OTHERS,NOT_STATED
BAMTI BHANDAR,703,14,8,2,1,0,11
BETALI,922,13,1,1,0,3,12
BETHAN,1076,9,0,0,0,0,5
GAGAL BHADAURE,507,6,0,0,0,0,61
BHATAULI,797,0,0,5,0,0,18
BHIRPANI,728,29,0,2,0,0,5
BHUJEE,527,3,5,1,0,0,2
BIJULIKOT,1046,21,2,1,0,2,15
CHANAKHU,468,2,0,0,0,0,6
CHISAPANI,665,5,3,1,0,1,11
CHUCHURE,553,2,23,1,1,0,5
DADHUWA,983,4,8,1,0,0,20
DEURALI,695,2,2,0,0,0,3
DIMIPOKHARI,707,9,4,0,0,0,6
DORAMBA,753,23,0,4,0,0,14
DURAGAUN,614,14,2,1,0,0,21
FARPU,433,4,2,7,0,0,4
GELU,1239,5,1,1,0,0,21
GOSWARA,749,6,10,1,0,0,4
GOTHGAUN,557,3,2,1,0,1,2
GUMDEL,465,3,24,0,0,2,3
GUNSI BHADAURE,1040,3,4,0,0,0,9
GUPTESHWOR,350,1,10,0,0,0,0
HILEDEVI,693,8,2,0,0,1,3
HIMGANGA,838,2,4,0,0,0,5
KATHJOR,907,7,0,1,0,0,19
KHANDADEVI,825,3,3,0,0,0,7
KHANIYAPANI,782,2,3,1,0,0,6
KHIMTI,860,70,8,20,0,1,9
KUBUKASTHALI,580,9,4,5,0,1,7
LAKHANPUR,1308,8,0,1,0,0,6
MAJUWA,426,3,1,0,0,0,23
MAKADUM,419,2,0,0,0,0,1
BHALUWAJOR,694,4,0,3,0,1,13
MANTHALI,1206,766,7,17,0,3,19
NAGDAHA,759,2,0,2,0,0,14
NAMADI,799,4,9,7,0,0,8
OKHRENI,718,12,3,0,0,0,9
PAKARBAS,1160,1,4,2,0,0,10
PHULASI,1228,24,11,10,0,2,9
PINKHURI,423,4,0,0,0,0,1
PRITEE,1083,13,21,3,0,2,6
PURANAGAUN,597,0,0,0,34,0,4
RAKATHUM,694,1,3,5,0,2,11
RAMECHHAP,974,163,2,1,0,0,13
RAMPUR,850,5,3,0,0,0,0
RASANALU,968,20,14,4,0,1,19
SAIPU,585,2,7,15,0,4,3
SALU,747,6,6,1,0,0,4
SANGHUTAR,480,5,0,8,0,0,7
SUKAJOR,689,46,1,14,0,1,5
SUNARPANI,491,0,2,1,0,0,6
THOSE,567,7,29,3,0,0,0
TILPUNG,815,3,0,3,0,0,7
TOKARPUR,741,6,4,1,0,0,15
TOTAL,41483,1389,262,158,36,28,527
