VDC/MUNICIPALITY,THATCH,GALV_IRON,TILE_SLATE,RCC,WOOD_PLANKS,MUD,OTHERS,NOT_STATED
BAMTI BHANDAR,23,202,379,1,121,0,0,13
BETALI,40,111,783,0,1,1,1,15
BETHAN,321,190,574,1,0,0,1,3
GAGAL BHADAURE,216,228,69,1,0,0,0,60
BHATAULI,311,213,277,0,0,0,3,16
BHIRPANI,513,90,155,0,0,0,0,6
BHUJEE,41,11,479,2,0,0,2,3
BIJULIKOT,219,58,787,3,0,1,1,18
CHANAKHU,217,173,80,0,0,0,0,6
CHISAPANI,190,201,282,1,0,0,2,10
CHUCHURE,6,131,178,0,263,0,1,6
DADHUWA,143,575,194,0,83,0,2,19
DEURALI,404,137,157,0,0,0,0,4
DIMIPOKHARI,267,281,165,1,1,5,0,6
DORAMBA,69,586,56,0,68,0,0,15
DURAGAUN,136,8,485,2,0,0,0,21
FARPU,250,38,159,0,0,0,0,3
GELU,339,495,412,0,0,0,0,21
GOSWARA,44,261,257,1,203,0,0,4
GOTHGAUN,109,10,441,0,0,0,2,4
GUMDEL,6,61,66,2,357,0,2,3
GUNSI BHADAURE,467,247,331,1,0,0,0,10
GUPTESHWOR,13,12,309,3,24,0,0,0
HILEDEVI,319,264,108,2,1,7,3,3
HIMGANGA,353,97,391,2,0,0,0,6
KATHJOR,352,170,394,1,0,0,1,16
KHANDADEVI,301,438,76,0,7,5,4,7
KHANIYAPANI,376,274,136,0,0,0,0,8
KHIMTI,102,103,729,23,0,0,2,9
KUBUKASTHALI,33,12,549,0,0,0,4,8
LAKHANPUR,245,376,692,1,0,0,3,6
MAJUWA,317,45,65,0,0,0,2,24
MAKADUM,273,87,60,0,1,0,0,1
BHALUWAJOR,204,85,414,0,0,0,0,12
MANTHALI,66,476,990,462,0,0,1,23
NAGDAHA,104,78,587,0,0,0,0,8
NAMADI,133,145,540,1,0,0,0,8
OKHRENI,241,153,344,0,0,0,0,4
PAKARBAS,466,387,314,0,0,0,0,10
PHULASI,305,650,300,17,4,0,0,8
PINKHURI,241,96,90,0,0,0,0,1
PRITEE,23,27,1046,0,8,0,17,7
PURANAGAUN,403,149,77,0,3,0,0,3
RAKATHUM,365,139,199,0,0,0,1,12
RAMECHHAP,269,387,461,31,0,0,0,5
RAMPUR,521,109,228,0,0,0,0,0
RASANALU,27,98,864,2,11,0,6,18
SAIPU,167,54,390,0,1,0,2,2
SALU,321,242,195,2,0,0,0,4
SANGHUTAR,241,100,151,2,0,0,1,5
SUKAJOR,331,222,191,4,0,0,1,7
SUNARPANI,119,299,79,2,0,0,0,1
THOSE,15,115,399,11,56,0,9,1
TILPUNG,100,51,668,1,0,0,0,8
TOKARPUR,88,395,209,2,56,0,2,15
TOTAL,11765,10642,19011,585,1269,19,76,516
