VDC/MUNICIPALITY,MUD_BONDED,CEMENT_BONDED,RCC_WITH_PILLAR,WOODEN_PILLAR,OTHERS,NOT_STATED
AMCHAUR,883,0,0,0,0,8
BASANTAPUR,502,5,0,0,0,5
BASULING,549,1,0,0,0,5
BHATANA,653,0,0,1,0,10
BHUMESWOR,640,2,0,0,0,2
BIJAYAPUR,641,0,0,0,0,2
BISALPUR,695,1,0,1,0,2
BUMIRAJ,756,5,0,0,0,4
CHAUKHAM,499,0,0,2,0,2
DASHARATHCHANDA MUNICIPALITY,3307,358,92,7,0,24
DEHIMANDAU,753,100,1,1,0,6
DEULEK,464,12,0,0,0,0
DHIKARIM/RIM,706,2,0,0,0,3
DHIKASINTAD/SITAD,740,1,0,1,0,7
DHUNGAD,438,0,0,0,0,8
DILASAINI,1023,28,0,0,0,3
DURGA BHABANI,464,5,0,1,0,0
DURGASTHAN,716,7,1,0,0,2
GAJARI,693,0,0,0,0,1
GIREGADA,541,30,0,0,0,3
GOKULESWOR,753,14,1,0,1,2
GUJAR,554,0,0,0,0,11
GURUKHOLA,822,5,1,0,0,6
GWALLEK,761,1,0,0,0,2
HAT,324,2,0,1,0,3
HATAIRAJ,191,6,0,0,0,0
KAILPAL,536,0,0,0,0,5
KATAUJPANI,812,3,0,0,0,6
KOTILA,604,2,0,1,0,2
KOTPETARA,1042,1,4,2,0,3
KULAU,485,2,0,0,0,0
KUWAKOT,824,2,1,0,0,4
MAHADEVSTHAN,589,3,0,0,0,4
MAHAKALI,551,5,0,1,0,0
MAHARUDRA,693,8,0,1,0,10
MALLADEHI,674,11,0,0,0,8
MATHAIRAJ,533,0,0,0,0,4
MAUNALI,536,5,0,0,0,3
MELAULI,822,5,0,1,0,3
NAGARJUN,405,2,1,0,0,4
NWADEU,698,2,0,1,0,0
NWALI,535,11,0,0,0,4
PANCHESWOR,631,1,0,0,0,2
PATAN,1125,0,0,3,0,6
RAUDIDEWAL,729,1,0,0,0,4
RAULESWOR,788,0,1,0,0,4
RUDRESWOR,640,54,0,1,0,1
SAKAR,585,3,0,0,0,1
SALENA,607,0,0,0,0,3
SARMALI,1224,4,0,4,0,10
SHANKARPUR,445,0,1,0,0,8
SHIBANATH,895,0,0,0,0,5
SHIKHARPUR,941,0,0,1,0,19
SHIVALING,664,0,0,0,0,11
SIDDHAPUR,409,0,0,0,0,2
SIDDHESWOR,856,27,0,9,0,5
SIGASH,719,1,0,1,0,3
SILANGA,467,1,0,0,0,6
SREE KEDAR,398,1,0,0,0,6
SREEKOT,636,3,0,0,0,2
TALLADEHI,557,0,0,0,0,1
THALAKANDA,498,0,0,1,1,8
UDAYADEB,751,6,0,5,0,5
TOTAL,43972,749,104,47,2,293
