VDC/MUNICIPALITY,MUD_BONDED,CEMENT_BONDED,WOOD_PLANKS,BAMBOO,UNBACKED_BRICK,OTHERS,NOT_STATED
AMCHAUR,823,56,4,0,0,0,8
BASANTAPUR,469,35,3,0,0,0,5
BASULING,512,36,2,0,0,0,5
BHATANA,643,6,4,0,0,0,11
BHUMESWOR,638,3,1,0,0,0,2
BIJAYAPUR,625,3,13,0,0,0,2
BISALPUR,669,24,4,0,0,0,2
BUMIRAJ,740,13,7,0,1,0,4
CHAUKHAM,496,0,4,0,0,0,3
DASHARATHCHANDA MUNICIPALITY,2401,1335,18,1,9,0,24
DEHIMANDAU,682,169,2,1,0,0,7
DEULEK,352,118,6,0,0,0,0
DHIKARIM/RIM,674,31,2,0,0,1,3
DHIKASINTAD/SITAD,686,55,0,1,0,0,7
DHUNGAD,437,1,0,0,0,0,8
DILASAINI,998,42,11,0,0,0,3
DURGA BHABANI,440,25,4,0,0,0,1
DURGASTHAN,678,44,2,0,0,0,2
GAJARI,691,2,0,0,0,0,1
GIREGADA,529,39,2,1,0,0,3
GOKULESWOR,602,164,2,1,0,0,2
GUJAR,548,3,3,0,0,0,11
GURUKHOLA,818,10,0,0,0,0,6
GWALLEK,749,9,4,0,0,0,2
HAT,323,2,1,0,0,0,4
HATAIRAJ,185,7,5,0,0,0,0
KAILPAL,487,38,11,0,0,0,5
KATAUJPANI,779,36,0,0,0,0,6
KOTILA,596,9,2,0,0,0,2
KOTPETARA,962,79,2,1,5,0,3
KULAU,464,20,3,0,0,0,0
KUWAKOT,807,14,6,0,0,0,4
MAHADEVSTHAN,581,10,1,0,0,0,4
MAHAKALI,539,12,5,0,0,0,1
MAHARUDRA,670,31,0,0,0,0,11
MALLADEHI,668,14,3,0,0,0,8
MATHAIRAJ,527,5,1,0,0,0,4
MAUNALI,517,22,2,0,0,0,3
MELAULI,760,62,5,0,0,0,4
NAGARJUN,286,122,0,0,0,0,4
NWADEU,691,6,0,1,3,0,0
NWALI,487,59,0,0,0,0,4
PANCHESWOR,570,59,3,0,0,0,2
PATAN,1116,7,4,1,0,0,6
RAUDIDEWAL,590,140,0,0,0,0,4
RAULESWOR,785,0,4,0,0,0,4
RUDRESWOR,581,106,7,1,0,0,1
SAKAR,544,44,0,0,0,0,1
SALENA,563,43,0,0,0,1,3
SARMALI,1180,44,8,0,0,0,10
SHANKARPUR,442,3,1,0,0,0,8
SHIBANATH,880,15,0,0,0,0,5
SHIKHARPUR,920,16,6,0,0,0,19
SHIVALING,651,10,2,0,0,1,11
SIDDHAPUR,408,1,0,0,0,0,2
SIDDHESWOR,708,169,13,0,2,0,5
SIGASH,695,10,15,0,1,0,3
SILANGA,459,9,0,0,0,0,6
SREE KEDAR,395,2,2,0,0,0,6
SREEKOT,593,36,8,0,0,2,2
TALLADEHI,552,2,3,0,0,0,1
THALAKANDA,478,21,0,0,0,0,9
UDAYADEB,736,12,8,2,0,1,8
TOTAL,41075,3520,229,11,21,6,305
