VDC/MUNICIPALITY,THATCH,GALV_IRON,TILE_SLATE,RCC,WOOD_PLANKS,MUD,OTHERS,NOT_STATED
ARKHA,503,17,370,0,0,0,0,10
BADIKOT,299,97,734,5,0,0,0,5
BANGESAL,716,257,278,58,7,0,0,4
BARAULA,574,222,81,4,1,0,0,1
BARJIWANG,156,286,148,2,0,0,2,2
BELWAS,677,467,155,9,0,0,0,10
BHINGRI,577,580,42,96,0,0,0,6
BIJAYA NAGAR,236,333,311,54,0,0,0,3
BIJUBAR,299,660,451,422,3,0,1,15
BIJULI,384,284,252,3,0,0,0,0
CHUJA,616,218,395,1,0,0,1,1
DAKHAKWADI,292,673,353,109,0,0,2,5
DAMRI,107,4,760,0,0,0,0,11
DANGWANG,732,101,4,0,0,0,0,1
DHARAMPANI,237,236,226,7,0,0,0,4
DHARMAWATI,333,386,245,136,0,0,1,31
DHOBAGHAT (UDAYAPUR KOT),467,126,5,1,0,0,2,3
DHUWANG,393,245,64,4,0,0,0,2
DUNGEGADI,531,153,62,10,0,0,0,7
GOTHIWANG,532,462,160,29,0,0,0,7
HANSAPUR,527,110,85,1,0,0,0,1
JUMRIKANDA,579,57,250,10,0,0,0,2
KHAIRA,315,371,204,20,1,0,0,3
KHAWANG,184,11,948,1,0,0,0,3
KHUNG,243,57,363,40,0,0,0,3
KOCHIWANG,607,40,1,2,0,0,0,5
LIGHA,217,6,359,0,0,0,0,6
LIWANG,301,28,597,1,0,0,1,5
LUNG,426,71,444,77,0,0,0,1
MAJHAKOT,337,169,189,0,0,0,0,2
MARANTHANA,483,732,153,81,1,0,0,5
MARKAWANG,480,117,7,0,0,0,0,2
NARIKOT,336,43,325,2,0,0,0,0
NAYA GAUN,172,406,120,41,0,0,0,21
OKHARKOT,415,210,505,70,0,0,0,2
PAKALA,538,216,174,3,0,0,1,4
PHOPLI,820,121,577,11,4,0,0,4
PUJA,545,20,519,0,0,0,0,3
PYTHAN KHALANGA,156,905,309,159,0,0,0,7
RAJBARA,487,26,324,5,0,0,0,3
RAMDI,225,235,54,9,0,0,0,2
RUSPUR KOT,243,352,180,2,0,0,0,1
SARI,399,382,66,1,0,0,0,2
SWARGADWARIKHAL,894,140,1,1,1,0,0,21
SYAULIWANG,367,50,212,1,0,0,0,6
TIRAM,889,210,11,0,0,0,0,12
TORWANG,441,229,243,24,0,0,0,0
TUSARA,574,74,541,2,0,0,0,2
WANGEMAROT,404,157,436,7,0,0,0,0
TOTAL,21265,11352,13293,1521,18,0,11,256
