VDC/MUNICIPALITY,WOOD,KEROSENE,LPG,GUITHA,BIOGAS,ELECTRICITY,OTHERS,NOT_STATED
ARKHA,891,0,0,0,1,0,0,8
BADIKOT,1110,12,6,5,2,0,0,5
BANGESAL,1242,0,48,0,24,1,2,3
BARAULA,876,0,2,0,5,0,0,0
BARJIWANG,595,0,0,0,1,0,0,0
BELWAS,1279,5,12,2,13,0,0,7
BHINGRI,1167,2,101,0,10,2,12,7
BIJAYA NAGAR,847,3,60,0,26,0,0,1
BIJUBAR,1206,16,487,1,115,7,7,12
BIJULI,908,0,2,0,13,0,0,0
CHUJA,1228,1,1,0,2,0,0,0
DAKHAKWADI,1305,2,86,4,34,0,0,3
DAMRI,878,3,0,1,0,0,0,0
DANGWANG,835,1,1,0,0,0,0,1
DHARAMPANI,697,4,6,0,0,0,0,3
DHARMAWATI,993,5,81,0,36,0,0,17
DHOBAGHAT (UDAYAPUR KOT),598,1,2,0,0,0,0,3
DHUWANG,691,1,2,0,13,0,0,1
DUNGEGADI,743,0,14,0,4,1,0,1
GOTHIWANG,1175,1,11,0,2,1,0,0
HANSAPUR,723,0,1,0,0,0,0,0
JUMRIKANDA,887,6,2,2,0,0,0,1
KHAIRA,891,3,9,1,6,0,0,4
KHAWANG,1141,0,0,0,4,0,0,2
KHUNG,685,2,13,0,0,0,3,3
KOCHIWANG,648,0,0,2,0,0,0,5
LIGHA,578,1,0,0,2,0,0,7
LIWANG,922,3,0,5,0,0,0,3
LUNG,977,3,37,1,1,0,0,0
MAJHAKOT,690,4,1,0,0,0,0,2
MARANTHANA,1387,4,34,0,25,0,1,4
MARKAWANG,599,0,5,0,0,0,0,2
NARIKOT,698,1,3,2,1,1,0,0
NAYA GAUN,698,1,29,2,7,18,0,5
OKHARKOT,1143,2,57,0,0,0,0,0
PAKALA,929,0,2,0,2,0,0,3
PHOPLI,1529,3,0,2,0,0,1,2
PUJA,1082,3,0,0,0,0,0,2
PYTHAN KHALANGA,1064,9,438,1,10,1,10,3
RAJBARA,841,0,2,0,0,0,0,2
RAMDI,507,0,8,0,1,8,0,1
RUSPUR KOT,759,0,8,0,11,0,0,0
SARI,848,0,1,0,1,0,0,0
SWARGADWARIKHAL,1033,2,18,1,2,0,0,2
SYAULIWANG,631,3,0,0,0,0,0,2
TIRAM,1109,0,1,0,0,0,0,12
TORWANG,929,3,4,0,1,0,0,0
TUSARA,1191,0,0,0,0,0,0,2
WANGEMAROT,1003,0,1,0,0,0,0,0
TOTAL,45386,110,1596,32,375,40,36,141
