VDC/MUNICIPALITY,POPULATION_5_AND_ABOVE_BOTH_SEX,POPULATION_5_AND_ABOVE_MALE,POPULATION_5_AND_ABOVE_FEMALE,CAN_READ_WRITE_BOTH_SEX,CAN_READ_WRITE_MALE,CAN_READ_WRITE_FEMALE,CAN_READ_ONLY_BOTH_SEX,CAN_READ_ONLY_MALE,CAN_READ_ONLY_FEMALE,CANT_READ_WRITE_BOTH_SEX,CANT_READ_WRITE_MALE,CANT_READ_WRITE_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE,LITERACY_RATE_BOTH_SEX,LITERACY_RATE_MALE,LITERACY_RATE_FEMALE
ABHIRAO,6027,3123,2904,2642,1543,1099,627,319,308,2750,1255,1495,8,6,2,43.83607101377136,49.407620877361516,37.84435261707989
AJIGARA,4452,2254,2198,2090,1317,773,376,186,190,1984,750,1234,2,1,1,46.94519317160827,58.42945874001775,35.16833484986351
BAHADURGANJ,11486,5987,5499,4638,2917,1721,871,459,412,5956,2606,3350,21,5,16,40.379592547449064,48.72223150158677,31.296599381705764
BALARAMWAPUR,4173,2173,2000,1788,1132,656,339,192,147,2039,849,1190,7,0,7,42.846872753414814,52.093879429360335,32.800000000000004
BALUHAWA,4776,2428,2348,2225,1457,768,162,87,75,2378,881,1497,11,3,8,46.58710217755444,60.00823723228995,32.70868824531516
BANGANGA,12057,5456,6601,9382,4643,4739,171,82,89,2502,729,1773,2,2,0,77.81371817201625,85.09897360703812,71.79215270413573
BARAIPUR,3015,1553,1462,993,661,332,103,50,53,1919,842,1077,0,0,0,32.93532338308457,42.56278171281391,22.70861833105335
BARKULPUR,8399,3969,4430,5435,2969,2466,245,116,129,2719,884,1835,0,0,0,64.71008453387309,74.80473670949861,55.66591422121896
BASANTAPUR,2862,1443,1419,1414,910,504,56,17,39,1392,516,876,0,0,0,49.406009783368276,63.06306306306306,35.517970401691336
BASKHORE,8521,4275,4246,3858,2473,1385,542,259,283,4112,1538,2574,9,5,4,45.27637601220514,57.84795321637427,32.618935468676405
