VDC/MUNICIPALITY,WOOD,KEROSENE,LPG,GUITHA,BIOGAS,ELECTRICITY,OTHERS,NOT_STATED
AGARA,1496,7,59,0,2,1,1,6
AMBHANJYANG,1366,0,23,4,3,0,0,7
BAJRABARAHI,1434,7,160,2,19,6,0,2
BASAMADI,2737,22,610,11,159,2,4,12
BETINI,612,3,0,1,1,0,0,0
BHAISE,1243,3,69,0,14,53,0,6
BHARTA PUNDYADEVI,686,4,0,1,0,0,0,2
BHIMFEDI,1026,1,96,0,8,28,0,2
BUDHICHAUR,367,0,0,0,1,1,0,1
CHITLANG,1094,2,53,0,22,0,0,1
CHURIYAMAI,2628,20,230,6,83,0,7,6
DAMAN,1523,31,332,3,11,3,8,2
DANDAKHARKA,710,4,1,1,0,0,2,2
DHIYAL,1073,10,1,5,0,0,0,1
FAKHEL,972,6,26,2,1,0,2,2
FAPARBARI,3168,15,15,5,12,0,0,6
GOGANE,958,10,7,2,3,0,2,1
HANDIKHOLA,3400,23,23,8,219,0,0,3
HATIYA,2103,13,233,2,386,3,2,9
HETAUDA MUNICIPALITY,4666,459,12885,19,1430,79,244,69
HURNAMADI,1413,5,59,1,36,0,0,10
IPA PANCHAKANYA,450,5,2,0,0,0,0,2
KALIKATAR,781,7,2,2,0,0,1,3
KANKADA,1295,7,1,0,0,0,0,1
KHAIRANG,581,0,0,0,0,0,0,2
KOGATE,272,1,6,1,0,0,0,0
KULEKHANI,659,2,7,0,0,1,0,1
MAKWANPURGADHI,2361,10,52,5,134,2,0,12
MANAHARI,3586,14,418,4,179,3,5,6
MANTHALI,507,2,0,0,0,0,0,0
MARKHU,603,4,26,0,0,0,0,1
NAMTAR,1655,9,21,0,1,0,15,8
NIBUWATAR,803,0,61,0,0,17,1,2
PADAM POKHARI,2439,45,425,4,667,5,14,8
PALUNG,1078,18,132,1,4,1,0,2
RAIGAUN,1817,7,12,4,49,0,0,4
RAKSIRANG,1133,3,14,1,1,0,0,0
SARIKHET PALASE,1473,15,12,10,7,0,0,1
SHIKHARPUR,1042,2,3,0,4,0,0,3
SHREEPUR CHHATIWAN,3983,11,102,8,60,1,4,3
SISNERI MAHADEVSTHAN,723,3,8,1,0,0,0,4
SUKAURA,632,7,9,2,0,0,0,4
THINGAN,695,5,6,0,4,0,3,0
TISTUNG DEURALI,1370,2,28,0,1,0,1,3
TOTAL,64613,824,16229,116,3521,206,316,220
