VDC/MUNICIPALITY,TAP_PIPED,TUBEWELL,COVERED_WELL,UNCOVERED_WELL,SPOUT_WATER,RIVER_STREAM,OTHERS,NOT_STATED
AGARA,1474,0,2,48,19,7,16,6
AMBHANJYANG,1267,13,2,86,11,15,2,7
BAJRABARAHI,1526,0,3,48,49,2,0,2
BASAMADI,2484,220,82,463,260,31,5,12
BETINI,454,0,7,138,16,2,0,0
BHAISE,1253,0,16,57,24,27,5,6
BHARTA PUNDYADEVI,549,1,2,130,8,1,0,2
BHIMFEDI,1144,0,1,1,2,11,1,1
BUDHICHAUR,355,1,3,4,0,3,4,0
CHITLANG,1036,0,1,20,109,5,0,1
CHURIYAMAI,1577,8,437,510,339,22,81,6
DAMAN,1713,3,4,169,2,13,7,2
DANDAKHARKA,668,0,1,39,1,8,1,2
DHIYAL,184,12,9,803,58,20,3,1
FAKHEL,682,0,19,181,47,24,57,1
FAPARBARI,2012,72,61,834,165,68,3,6
GOGANE,936,0,1,32,8,5,0,1
HANDIKHOLA,2653,114,71,547,226,49,13,3
HATIYA,1777,26,172,501,175,68,22,10
HETAUDA MUNICIPALITY,16388,1663,506,665,417,8,135,69
HURNAMADI,1006,2,42,323,137,2,2,10
IPA PANCHAKANYA,427,1,0,22,0,7,0,2
KALIKATAR,674,0,1,104,1,13,0,3
KANKADA,856,0,0,391,35,19,2,1
KHAIRANG,470,0,0,83,0,28,0,2
KOGATE,264,0,0,10,0,5,1,0
KULEKHANI,621,0,0,48,0,0,0,1
MAKWANPURGADHI,1952,0,6,422,87,62,37,10
MANAHARI,2202,1579,81,318,4,24,1,6
MANTHALI,463,0,0,44,1,1,0,0
MARKHU,566,2,1,13,40,11,0,1
NAMTAR,1514,2,7,56,72,43,7,8
NIBUWATAR,661,3,0,3,208,7,0,2
PADAM POKHARI,2397,44,314,573,259,1,11,8
PALUNG,1216,1,1,11,4,0,1,2
RAIGAUN,359,0,17,1314,118,77,4,4
RAKSIRANG,978,0,12,129,23,10,0,0
SARIKHET PALASE,1214,15,4,247,18,19,0,1
SHIKHARPUR,754,0,3,291,1,2,0,3
SHREEPUR CHHATIWAN,1419,516,141,1644,420,27,2,3
SISNERI MAHADEVSTHAN,536,0,33,65,91,6,4,4
SUKAURA,601,0,0,20,14,14,1,4
THINGAN,649,0,27,12,0,10,15,0
TISTUNG DEURALI,1275,2,16,24,70,14,1,3
TOTAL,63206,4300,2106,11443,3539,791,444,216
