VDC/MUNICIPALITY,HOUSEHOLD,TOTAL_POPULATION,MALE_POPULATION,FEMALE_POPULATION,AVERAGE_HOUSEHOLD_SIZE,SEX_RATIO
TOTAL,9619,55286,28025,27261,5.747582908826281,102.80253842485602
BHIYEE,223,1406,672,734,6.304932735426009,91.55313351498637
DHAINAKOT,427,2398,1207,1191,5.615925058548009,101.34340890008396
DOLPHU,91,385,179,206,4.230769230769231,86.89320388349515
GUMTHA,433,2598,1306,1292,6,101.08359133126935
HYANGLU,338,2067,1038,1029,6.115384615384615,100.87463556851313
JIMA,495,2841,1394,1447,5.739393939393939,96.33724948168624
KARKIBADA,662,3654,1834,1820,5.519637462235649,100.76923076923077
KIMRI,114,579,259,320,5.078947368421052,80.9375
KOT DANDA,301,1812,891,921,6.019933554817276,96.74267100977198
MANGRI,455,2439,1216,1223,5.36043956043956,99.42763695829926
MUGU,153,898,440,458,5.869281045751634,96.06986899563319
NATHARPU,278,1603,823,780,5.766187050359712,105.51282051282051
PHOTU,245,1371,691,680,5.595918367346939,101.61764705882352
PINA,672,3847,1970,1877,5.724702380952381,104.95471497069792
PULU,216,1095,504,591,5.069444444444445,85.27918781725889
RARA,242,1399,722,677,5.7809917355371905,106.64697193500739
KALAI,265,1557,783,774,5.875471698113207,101.16279069767442
ROWA,760,4439,2253,2186,5.84078947368421,103.06495882891124
RUGA,709,3899,1996,1903,5.499294781382228,104.88702049395691
KHAMALE,292,1785,908,877,6.113013698630137,103.53477765108323
SERI,384,2307,1194,1113,6.0078125,107.27762803234502
SHREEKOT,644,3676,1846,1830,5.708074534161491,100.8743169398907
SHREENAGAR,772,3906,2017,1889,5.0595854922279795,106.77607199576495
SUKADHIK,429,2871,1446,1425,6.6923076923076925,101.47368421052632
