VDC/MUNICIPALITY,THATCH,GALV_IRON,TILE_SLATE,RCC,WOOD_PLANKS,MUD,OTHERS,NOT_STATED
BHIYEE,8,1,2,0,0,211,0,1
DHAINAKOT,2,4,3,0,0,412,0,6
DOLPHU,0,0,0,0,0,91,0,0
GUMTHA,137,14,200,3,73,2,0,4
HYANGLU,106,4,1,0,9,215,0,3
JIMA,2,5,10,0,12,466,0,0
KARKIBADA,22,23,10,0,4,566,0,37
KIMRI,0,3,0,0,0,111,0,0
KOT DANDA,260,10,0,0,30,1,0,0
MANGRI,0,4,5,0,1,437,3,5
MUGU,2,3,2,0,1,144,0,1
NATHARPU,2,0,0,0,0,271,0,5
PHOTU,1,5,5,0,18,216,0,0
PINA,0,16,5,0,18,624,0,9
PULU,1,4,0,0,0,209,0,2
RARA,5,4,1,0,59,114,0,59
KALAI,3,2,0,0,1,237,0,22
ROWA,2,10,10,2,3,663,1,69
RUGA,3,3,17,0,1,684,0,1
KHAMALE,4,2,51,0,18,208,1,8
SERI,36,21,26,0,151,148,2,0
SHREEKOT,275,34,193,0,138,1,0,3
SHREENAGAR,19,232,7,7,4,487,0,16
SUKADHIK,240,18,3,0,67,73,0,28
TOTAL,1130,422,551,12,608,6591,7,279
