VDC/MUNICIPALITY,MUD_BONDED,CEMENT_BONDED,WOOD_PLANKS,BAMBOO,UNBACKED_BRICK,OTHERS,NOT_STATED
ARCHHANI,638,6,5,3,0,0,5
BHAGAWATI TOL,618,0,2,0,0,0,1
BHOOR,1111,3,1,3,0,0,13
DAHA,848,3,1,1,0,0,10
DANDAGAUN,1225,4,19,0,0,1,4
DASERA,1377,30,7,4,0,0,14
DHIME,1290,3,2,3,0,0,13
GARKHAKOT,953,6,2,0,0,0,28
JAGATIPUR,1392,34,10,3,0,0,2
JHAPRA,970,6,5,1,0,0,4
JUNGA THAPACHAUR,814,5,10,0,0,0,0
KARKIGAUN,1126,8,2,2,0,1,4
KHAGENKOT,916,36,4,1,0,3,3
KHALANGA,2376,106,11,3,1,0,26
KORTRANG,539,8,2,1,0,0,2
LAHAI,1085,23,0,1,0,0,3
MAJHAKOT,1347,7,4,0,0,0,12
NAYAKWADA,1039,0,3,0,0,0,3
PAINK,828,2,11,3,0,0,10
PAJARU,1204,25,7,0,0,1,7
PUNAMA,1464,8,4,0,0,0,19
RAGDA,771,0,0,0,0,0,1
RAMIDANDA,442,0,0,0,0,0,3
ROKAYAGAUN,564,0,2,0,0,0,6
SAKALA,1023,0,1,0,0,1,6
SALMA,1041,0,4,0,0,0,3
SIMA,919,4,13,0,0,1,2
SUWANAULI,512,0,2,0,0,0,2
TALEGAUN,528,5,5,0,0,0,5
THALA RAIKAR,781,0,3,0,0,0,4
TOTAL,29741,332,142,29,1,8,215
