VDC/MUNICIPALITY,NO_FACILITY,AT_LEAST_ONE,RADIO,TELEVISION,CABLE_TELEVISION,COMPUTER,INTERNET,TELEPHONE,MOBILE_PHONE,MOTOR,MOTORCYCLE,CYCLE,OTHER_VEHICLE,REFRIGERATOR,NOT_STATED
ARCHHANI,274,363,343,6,3,2,0,5,120,0,0,0,0,0,20
BHAGAWATI TOL,334,268,206,1,1,0,0,0,130,0,0,0,0,0,19
BHOOR,574,548,477,1,0,0,0,2,265,0,0,0,0,0,9
DAHA,449,405,328,6,0,0,0,1,213,0,0,0,0,0,9
DANDAGAUN,512,729,621,26,3,0,0,2,342,1,0,2,0,0,12
DASERA,617,757,647,18,0,2,0,22,329,0,0,0,0,0,58
DHIME,503,705,660,12,1,0,0,22,237,0,0,1,0,0,103
GARKHAKOT,469,504,489,5,1,1,0,2,100,0,0,1,0,0,16
JAGATIPUR,670,748,597,13,0,1,0,6,337,0,0,1,0,0,23
JHAPRA,452,524,437,3,0,1,0,2,264,0,0,1,0,0,10
JUNGA THAPACHAUR,446,381,346,12,0,0,0,7,126,0,3,0,5,0,2
KARKIGAUN,532,597,488,11,1,0,0,6,266,0,2,0,0,0,14
KHAGENKOT,390,568,524,40,28,3,0,0,169,0,1,0,1,0,5
KHALANGA,499,1974,1703,151,220,36,18,224,1077,1,4,2,1,1,50
KORTRANG,245,300,267,5,0,0,0,0,122,0,0,0,0,0,7
LAHAI,520,571,530,30,5,2,0,3,170,0,0,0,0,1,21
MAJHAKOT,736,572,473,4,2,1,1,10,255,0,0,0,6,0,62
NAYAKWADA,542,497,476,29,0,2,0,3,82,1,0,0,0,0,6
PAINK,298,514,482,7,2,2,0,5,162,0,0,0,0,0,42
PAJARU,628,602,493,14,1,2,0,18,344,0,1,0,0,0,14
PUNAMA,640,806,690,8,4,0,0,5,347,0,0,0,1,0,49
RAGDA,360,404,341,6,0,1,0,14,180,0,0,0,0,0,8
RAMIDANDA,226,212,175,31,0,0,0,2,70,0,0,0,0,0,7
ROKAYAGAUN,241,228,209,7,0,0,0,0,48,0,0,1,0,0,103
SAKALA,609,412,378,13,1,0,0,4,100,0,0,0,0,0,10
SALMA,512,533,426,4,0,0,0,3,240,0,0,0,1,0,3
SIMA,420,514,431,18,1,3,0,6,230,0,3,0,0,0,5
SUWANAULI,317,199,153,3,0,0,0,6,111,0,0,0,2,1,0
TALEGAUN,248,292,254,2,0,0,0,6,106,0,0,0,1,0,3
THALA RAIKAR,343,407,327,1,1,1,0,0,191,0,0,0,0,0,38
