VDC/MUNICIPALITY,MUD_BONDED,CEMENT_BONDED,RCC_WITH_PILLAR,WOODEN_PILLAR,OTHERS,NOT_STATED
ARCHHANI,641,3,0,9,0,4
BHAGAWATI TOL,620,0,0,0,0,1
BHOOR,1123,0,0,4,0,4
DAHA,852,0,0,1,0,10
DANDAGAUN,1247,1,0,1,1,3
DASERA,1407,6,1,4,0,14
DHIME,1293,0,0,5,1,12
GARKHAKOT,959,1,0,1,0,28
JAGATIPUR,1435,1,0,3,0,2
JHAPRA,975,1,0,8,0,2
JUNGA THAPACHAUR,826,2,0,1,0,0
KARKIGAUN,1135,2,0,3,0,3
KHAGENKOT,950,4,1,1,4,3
KHALANGA,2471,14,1,13,0,24
KORTRANG,548,1,0,1,0,2
LAHAI,1105,1,1,2,0,3
MAJHAKOT,1357,1,0,0,0,12
NAYAKWADA,1040,0,1,3,0,1
PAINK,838,1,0,4,1,10
PAJARU,1229,2,0,8,0,5
PUNAMA,1474,0,0,2,0,19
RAGDA,770,0,0,1,0,1
RAMIDANDA,442,0,0,0,0,3
ROKAYAGAUN,566,0,0,3,0,3
SAKALA,1024,0,0,0,1,6
SALMA,1041,2,0,2,0,3
SIMA,926,2,0,9,0,2
SUWANAULI,514,0,0,0,0,2
TALEGAUN,535,0,0,3,0,5
THALA RAIKAR,784,0,0,0,0,4
TOTAL,30127,45,5,92,8,191
