VDC/MUNICIPALITY,POPULATION_5_AND_ABOVE_BOTH_SEX,POPULATION_5_AND_ABOVE_MALE,POPULATION_5_AND_ABOVE_FEMALE,CAN_READ_WRITE_BOTH_SEX,CAN_READ_WRITE_MALE,CAN_READ_WRITE_FEMALE,CAN_READ_ONLY_BOTH_SEX,CAN_READ_ONLY_MALE,CAN_READ_ONLY_FEMALE,CANT_READ_WRITE_BOTH_SEX,CANT_READ_WRITE_MALE,CANT_READ_WRITE_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE,LITERACY_RATE_BOTH_SEX,LITERACY_RATE_MALE,LITERACY_RATE_FEMALE
ARCHHANI,3083,1596,1487,1865,1099,766,134,55,79,1070,434,636,14,8,6,60.49302627311061,68.85964912280701,51.513113651647615
BHAGAWATI TOL,2978,1521,1457,1866,1146,720,59,24,35,1050,349,701,3,2,1,62.659503022162525,75.34516765285996,49.416609471516814
BHOOR,5294,2570,2724,2766,1528,1238,305,152,153,2221,889,1332,2,1,1,52.247827729505104,59.45525291828794,45.44787077826725
DAHA,4179,2097,2082,2066,1152,914,178,94,84,1934,851,1083,1,0,1,49.4376645130414,54.93562231759657,43.900096061479346
DANDAGAUN,5811,2870,2941,3409,1916,1493,193,79,114,2209,875,1334,0,0,0,58.66460161762175,66.75958188153311,50.76504590275417
DASERA,6912,3406,3506,4178,2346,1832,278,135,143,2449,922,1527,7,3,4,60.44560185185185,68.87844979448033,52.2532800912721
DHIME,6371,3182,3189,3581,2062,1519,469,251,218,2320,869,1451,1,0,1,56.207816669282685,64.80201131363921,47.63248667293822
GARKHAKOT,4751,2356,2395,2557,1451,1106,279,133,146,1907,769,1138,8,3,5,53.82024836876447,61.587436332767396,46.17954070981211
JAGATIPUR,6252,2901,3351,3426,1837,1589,128,56,72,2698,1008,1690,0,0,0,54.798464491362765,63.32299207169941,47.41868099074903
JHAPRA,4990,2527,2463,2832,1579,1253,267,129,138,1890,819,1071,1,0,1,56.75350701402806,62.48516026909379,50.87291920422249
JUNGA THAPACHAUR,4483,2284,2199,2601,1583,1018,147,70,77,1730,630,1100,5,1,4,58.019183582422485,69.30823117338004,46.293769895407
KARKIGAUN,5330,2620,2710,3158,1719,1439,144,68,76,2026,833,1193,2,0,2,59.24953095684803,65.61068702290076,53.09963099630997
KHAGENKOT,4156,2037,2119,2262,1330,932,344,174,170,1549,533,1016,1,0,1,54.42733397497593,65.29209621993127,43.9830108541765
KHALANGA,10900,5415,5485,7104,3940,3164,306,121,185,3487,1351,2136,3,3,0,65.1743119266055,72.76084949215144,57.684594348222426
KORTRANG,2660,1328,1332,1544,876,668,91,53,38,1023,399,624,2,0,2,58.04511278195489,65.96385542168674,50.150150150150154
LAHAI,5346,2685,2661,3060,1798,1262,149,79,70,2136,807,1329,1,1,0,57.23905723905723,66.96461824953445,47.425779782036834
MAJHAKOT,6498,3168,3330,3423,1953,1470,472,220,252,2597,992,1605,6,3,3,52.67774699907663,61.64772727272727,44.14414414414414
NAYAKWADA,5213,2646,2567,2463,1411,1052,249,145,104,2499,1090,1409,2,0,2,47.24726644926146,53.32577475434618,40.98169068952084
PAINK,4276,2149,2127,2487,1407,1080,70,35,35,1719,707,1012,0,0,0,58.161833489242284,65.47231270358306,50.77574047954866
PAJARU,5946,2893,3053,3548,1944,1604,184,80,104,2212,869,1343,2,0,2,59.67036663303061,67.19668164535084,52.538486734359644
PUNAMA,6832,3402,3430,4422,2431,1991,192,88,104,2208,879,1329,10,4,6,64.7248243559719,71.45796590241035,58.0466472303207
RAGDA,3500,1708,1792,1924,1143,781,109,43,66,1466,522,944,1,0,1,54.97142857142857,66.92037470725995,43.582589285714285
RAMIDANDA,2034,985,1049,1132,639,493,32,12,20,870,334,536,0,0,0,55.653883972468044,64.8730964467005,46.99714013346044
ROKAYAGAUN,2840,1449,1391,1409,834,575,40,22,18,1390,592,798,1,1,0,49.61267605633803,57.55693581780539,41.337167505391804
SAKALA,5377,2711,2666,2509,1466,1043,161,85,76,2707,1160,1547,0,0,0,46.66170727171285,54.07598672076725,39.122280570142536
SALMA,5327,2581,2746,2966,1688,1278,483,194,289,1877,698,1179,1,1,0,55.678618359301666,65.4010073614878,46.54042243262928
SIMA,4517,2101,2416,2720,1509,1211,63,31,32,1734,561,1173,0,0,0,60.21695815806951,71.82294145644931,50.12417218543046
SUWANAULI,2362,1138,1224,1271,740,531,126,54,72,964,344,620,1,0,1,53.81033022861982,65.02636203866432,43.38235294117647
TALEGAUN,2636,1320,1316,1537,889,648,65,35,30,1034,396,638,0,0,0,58.308042488619115,67.34848484848484,49.24012158054711
THALA RAIKAR,3985,2005,1980,2360,1400,960,126,62,64,1499,543,956,0,0,0,59.222082810539526,69.82543640897757,48.484848484848484
INSTITUTIONAL,1196,1173,23,1193,1172,21,0,0,0,3,1,2,0,0,0,99.74916387959865,99.9147485080989,91.30434782608695
