VDC/MUNICIPALITY,HOUSEHOLD,TOTAL_POPULATION,MALE_POPULATION,FEMALE_POPULATION,AVERAGE_HOUSEHOLD_SIZE,SEX_RATIO
TOTAL,30472,171304,85537,85767,5.621685481753741,99.73183159023867
ARCHHANI,657,3675,1903,1772,5.593607305936073,107.39277652370203
BHAGAWATI TOL,621,3479,1774,1705,5.602254428341385,104.04692082111437
BHOOR,1131,6133,2984,3149,5.42263483642794,94.7602413464592
DAHA,863,4995,2511,2484,5.787949015063731,101.08695652173914
DANDAGAUN,1253,6839,3381,3458,5.4581005586592175,97.77327935222672
DASERA,1432,8178,4048,4130,5.710893854748603,98.01452784503631
DHIME,1311,7551,3796,3755,5.759725400457666,101.0918774966711
GARKHAKOT,989,5630,2780,2850,5.692618806875632,97.54385964912281
JAGATIPUR,1441,7279,3457,3822,5.051353226925746,90.45002616431188
JHAPRA,986,5802,2935,2867,5.8843813387423936,102.3718172305546
JUNGA THAPACHAUR,829,5333,2736,2597,6.433051869722557,105.35232961108971
KARKIGAUN,1143,6206,3053,3153,5.429571303587052,96.82841738027275
KHAGENKOT,963,4844,2390,2454,5.030114226375908,97.3920130399348
KHALANGA,2523,12186,6069,6117,4.829964328180737,99.2153016184404
KORTRANG,552,3242,1610,1632,5.8731884057971016,98.65196078431373
LAHAI,1112,6343,3190,3153,5.704136690647482,101.17348556929909
MAJHAKOT,1370,7866,3839,4027,5.741605839416058,95.3315122920288
NAYAKWADA,1045,6077,3073,3004,5.815311004784689,102.29693741677764
PAINK,854,4935,2488,2447,5.778688524590164,101.67552104617899
PAJARU,1244,7163,3486,3677,5.758038585209003,94.80554800108784
PUNAMA,1495,7917,3948,3969,5.2956521739130435,99.47089947089947
RAGDA,772,4085,2006,2079,5.291450777202073,96.48869648869649
RAMIDANDA,445,2429,1186,1243,5.4584269662921345,95.41432019308125
ROKAYAGAUN,572,3385,1732,1653,5.9178321678321675,104.77918935269209
SAKALA,1031,6192,3130,3062,6.005819592628516,102.2207707380797
SALMA,1048,6297,3063,3234,6.008587786259542,94.71243042671614
SIMA,939,5275,2474,2801,5.617678381256656,88.32559800071404
SUWANAULI,516,2926,1397,1529,5.670542635658915,91.36690647482014
TALEGAUN,543,3183,1592,1591,5.861878453038674,100.06285355122564
THALA RAIKAR,788,4661,2333,2328,5.91497461928934,100.2147766323024
